masked	src
andhafjands im Iesus qaþ	andhafjands im Iesus qaþ
jah [MASK] lailot ina ak qaþ du imma	jah ni lailot ina ak qaþ du imma
jah andstaurraidedun þo	jah andstaurraidedun þo
jah þata izwis taikns	jah þata izwis taikns
hauseiþ ƕa staua inwindiþos qiþiþ	hauseiþ ƕa staua inwindiþos qiþiþ
[MASK] qiþa izwis þatei haband mizdon seina	Amen qiþa izwis þatei haband mizdon seina
jah qam in ahmin in þizai [MASK]	jah qam in ahmin in þizai alh
þiuþjaiþ þans fraqiþandans izwis	þiuþjaiþ þans fraqiþandans izwis
qaþ þan du anþaramma	qaþ þan du anþaramma
duþe jah weis awiliudom guda unsweibandans unte [MASK] at uns waurd hauseinais gudis andnemuþ [MASK] [MASK] waurd manne ak swaswe ist sunjaba waurd gudis þatei jah waurkeiþ in izwis juzei galaubeiþ	duþe jah weis awiliudom guda unsweibandans unte nimandans at uns waurd hauseinais gudis andnemuþ ni swaswe waurd manne ak swaswe ist sunjaba waurd gudis þatei jah waurkeiþ in izwis juzei galaubeiþ
jah baþ ina filu ei ni usdrebi [MASK] us landa	jah baþ ina filu ei ni usdrebi im us landa
ƕas izwara gasakiþ [MASK] bi frawaurht	ƕas izwara gasakiþ mik bi frawaurht
jah athaitands ainƕarjanoh faihuskulane fraujins seinis [MASK] þamma frumistin	jah athaitands ainƕarjanoh faihuskulane fraujins seinis qaþ þamma frumistin
jah þan [MASK] aggiluns seinans jah galisiþ þans gawalidans seinans af fidwor windam fram andjam airþos [MASK] andi himinis	jah þan insandeiþ aggiluns seinans jah galisiþ þans gawalidans seinans af fidwor windam fram andjam airþos und andi himinis
Moses uslaubida unsis [MASK] afsateinais meljan jah afletan	Moses uslaubida unsis bokos afsateinais meljan jah afletan
gataihun þan imma þatei [MASK] Nazoraius þairhgaggiþ	gataihun þan imma þatei Iesus Nazoraius þairhgaggiþ
iþ so us galaubeinai [MASK] swa qiþiþ	iþ so us galaubeinai garaihtei swa qiþiþ
jah mik kunnuþ jah [MASK] ƕaþro im	jah mik kunnuþ jah wituþ ƕaþro im
hlaifs þanei brikam niu [MASK] leikis fraujins ist	hlaifs þanei brikam niu gamainduþs leikis fraujins ist
iþ þan qimiþ [MASK] ahma sunjos briggiþ izwis in allai sunjai	iþ þan qimiþ jains ahma sunjos briggiþ izwis in allai sunjai
þat uþ þan izwis qiþam in waurda fraujins þatei weis þai libandans þai bilaibidans [MASK] quma fraujins ni bisniwam faur [MASK] anaslepandans	þat uþ þan izwis qiþam in waurda fraujins þatei weis þai libandans þai bilaibidans in quma fraujins ni bisniwam faur þans anaslepandans
audaga augona þoei saiƕand [MASK] jus saiƕiþ	audaga augona þoei saiƕand þoei jus saiƕiþ
jah driusands ana airþa [MASK] ƕaþjands	jah driusands ana airþa walwisoda ƕaþjands
du atgaggandans þan sumai Saddukaie [MASK] qiþand usstass ni wisan frehun ina qiþandans	du atgaggandans þan sumai Saddukaie þaiei qiþand usstass ni wisan frehun ina qiþandans
niu qaþ þus þatei jabai [MASK] gasaiƕis wulþu gudis	niu qaþ þus þatei jabai galaubeis gasaiƕis wulþu gudis
aþþan ana gaþrafsteinai unsarai [MASK] mais faginodedum ana fahedai [MASK] unte anaƕeilaiþs warþ ahma is fram allaim izwis	aþþan ana gaþrafsteinai unsarai filaus mais faginodedum ana fahedai Teitaus unte anaƕeilaiþs warþ ahma is fram allaim izwis
audagai jus unledans ahmin unte izwara ist þiudangardi [MASK]	audagai jus unledans ahmin unte izwara ist þiudangardi himine
ni hugei hauhaba ak ogs	ni hugei hauhaba ak ogs
iþ sa asneis afþliuhiþ unte asneis ist [MASK] ni kar ist ina þize lambe	iþ sa asneis afþliuhiþ unte asneis ist jah ni kar ist ina þize lambe
frauja ƕan þuk seƕum gredagana aiþþau afþaursidana [MASK] gast aiþþau naqadana aiþþau siukana aiþþau in karkarai jan ni [MASK] þus	frauja ƕan þuk seƕum gredagana aiþþau afþaursidana aiþþau gast aiþþau naqadana aiþþau siukana aiþþau in karkarai jan ni andbahtidedeima þus
in uh þis ni wairþam usgrudjans [MASK] þauhjabai sa utana unsar [MASK] frawardjada aiþþau sa innuma ananiujada daga jah daga	in uh þis ni wairþam usgrudjans akei þauhjabai sa utana unsar manna frawardjada aiþþau sa innuma ananiujada daga jah daga
þandei guþ þans us gabaurþai astans ni freidida ibai aufto ni þuk [MASK]	þandei guþ þans us gabaurþai astans ni freidida ibai aufto ni þuk freidjai
[MASK] faurhah als disskritnoda in twa iupaþro und dalaþ	jah faurhah als disskritnoda in twa iupaþro und dalaþ
manne [MASK] was gabeigs [MASK] aihta fauragaggjan jah sa frawrohiþs warþ du imma ei distahidedi aigin is	manne sums was gabeigs saei aihta fauragaggjan jah sa frawrohiþs warþ du imma ei distahidedi aigin is
unte Iudaieis taikne [MASK] iþ Krekos handugein sokjand	unte Iudaieis taikne bidjand iþ Krekos handugein sokjand
jah gasaiƕands þo frauja infeinoda du izai jah qaþ du [MASK]	jah gasaiƕands þo frauja infeinoda du izai jah qaþ du izai
[MASK] uns jah þus Iesu Nazorenu	ƕa uns jah þus Iesu Nazorenu
in [MASK] þraihanai akei ni gaaggwidai	in allamma þraihanai akei ni gaaggwidai
brigg [MASK] diupiþa jah athahid þo natja izwara du fiskon	brigg ana diupiþa jah athahid þo natja izwara du fiskon
qaþ þan du im Iesus	qaþ þan du im Iesus
iþ is qaþ	iþ is qaþ
aglons usþulandans	aglons usþulandans
guþ auk ina andnam	guþ auk ina andnam
swaei weis silbans in izwis ƕopam in aikklesjom gudis in stiwitjis [MASK] jah galaubeinais [MASK] allaim wrakjom izwaraim jah aglom þozei usþulaiþ	swaei weis silbans in izwis ƕopam in aikklesjom gudis in stiwitjis izwaris jah galaubeinais in allaim wrakjom izwaraim jah aglom þozei usþulaiþ
jah þaim anþaraim [MASK] wailamerjan ik skal bi þiudangardja gudis unte duþe mik insandida	jah þaim anþaraim baurgim wailamerjan ik skal bi þiudangardja gudis unte duþe mik insandida
bi sunjai þizei is	bi sunjai þizei is
jah frehun ina qiþandans unte	jah frehun ina qiþandans unte
hundafade þan sumis skalks siukands swultawairþja was [MASK] was imma swers	hundafade þan sumis skalks siukands swultawairþja was saei was imma swers
swa nu bidjaiþ jus	swa nu bidjaiþ jus
hauhei þeinana sunu ei sunus þeins [MASK] þuk swaswe atgaft imma waldufni allaize leike ei all þatei atgaft imma gibai im [MASK] aiweinon	hauhei þeinana sunu ei sunus þeins hauhjai þuk swaswe atgaft imma waldufni allaize leike ei all þatei atgaft imma gibai im libain aiweinon
allata galaubeiþ	allata galaubeiþ
man auk þei guþ [MASK] apaustauluns spedistans ustaiknida swaswe [MASK] unte fairweitl waurþum þizai manasedai jah aggilum jah mannam	man auk þei guþ uns apaustauluns spedistans ustaiknida swaswe dauþubljans unte fairweitl waurþum þizai manasedai jah aggilum jah mannam
þos anabusnins kant	þos anabusnins kant
saiƕis þo [MASK] þreihandein þuk jah qiþis	saiƕis þo managein þreihandein þuk jah qiþis
[MASK] bidja ei usnimais ins us þamma [MASK] ak ei bairgais im faura þamma unseljin	ni bidja ei usnimais ins us þamma fairƕau ak ei bairgais im faura þamma unseljin
jah gawandjandans sik apaustauleis usspillodedun imma swa [MASK] swe gatawidedun	jah gawandjandans sik apaustauleis usspillodedun imma swa filu swe gatawidedun
jah þamma frumistin daga azwme þan paska salidedun [MASK] du imma þai siponjos is	jah þamma frumistin daga azwme þan paska salidedun qeþun du imma þai siponjos is
nist guþ dauþaize ak qiwaize	nist guþ dauþaize ak qiwaize
qaþ izwis þatei ik im	qaþ izwis þatei ik im
hausei Israel	hausei Israel
ni habandam þan im ƕaþro usgebeina baim [MASK]	ni habandam þan im ƕaþro usgebeina baim fragaf
jah qeþun du imma	jah qeþun du imma
gatraua auk þatei ni dauþus ni [MASK] nih aggeljus ni reikja ni mahteis nih andwairþo nih anawairþo nih hauhiþa nih diupiþa nih [MASK] anþara magi uns afskaidan af friaþwai gudis þizai in Xristau Iesu [MASK] [MASK]	gatraua auk þatei ni dauþus ni libains nih aggeljus ni reikja ni mahteis nih andwairþo nih anawairþo nih hauhiþa nih diupiþa nih gaskafts anþara magi uns afskaidan af friaþwai gudis þizai in Xristau Iesu fraujin unsaramma
qaþ uþ þan	qaþ uþ þan
was [MASK] þan ƕeila þridjo jah ushramidedun ina	was uh þan ƕeila þridjo jah ushramidedun ina
andhafjands þan Seimon qaþ	andhafjands þan Seimon qaþ
ak swaswe allata izwis [MASK] [MASK] rodidedum swa jah ƕoftuli unsara so du Teitau sunja warþ	ak swaswe allata izwis in sunjai rodidedum swa jah ƕoftuli unsara so du Teitau sunja warþ
jah usfullnoda [MASK] gamelido þata qiþando	jah usfullnoda þata gamelido þata qiþando
jah [MASK] qam at attin seinamma	jah usstandands qam at attin seinamma
allata auk mahteig ist [MASK] guda	allata auk mahteig ist fram guda
gameliþ ist auk	gameliþ ist auk
iþ þai auhumistans gudjans jah alla so gafaurds sokidedun ana Iesu weitwodiþa du afdauþjan [MASK] jah ni [MASK]	iþ þai auhumistans gudjans jah alla so gafaurds sokidedun ana Iesu weitwodiþa du afdauþjan ina jah ni bigetun
Ni [MASK] þannu nu wargiþos þaim in Xristau Iesu ni gaggandam bi leika	Ni waiht þannu nu wargiþos þaim in Xristau Iesu ni gaggandam bi leika
jah [MASK] Iesus qaþ du im	jah andhafjands Iesus qaþ du im
miþkauriþs was dauþau is ei ƕaiwa gaqimau in usstassai us [MASK]	miþkauriþs was dauþau is ei ƕaiwa gaqimau in usstassai us dauþaim
jah usgeisnodedun faurhtein mikilai	jah usgeisnodedun faurhtein mikilai
andhafjandans þan [MASK] þize bokarje qeþun	andhafjandans þan sumai þize bokarje qeþun
in imma in þammei hlauts gasatidai wesum fauragaredanai bi wiljin gudis þis alla in allaim waurkjandins bi muna wiljins [MASK] ei sijaima weis du hazeinai wulþaus is [MASK] faurawenjandans in Xristau in þammei jah jus gahausjandans waurd sunjus [MASK] ganistais izwaraizos þammei galaubjandans gasiglidai waurþuþ ahmin [MASK] [MASK] weihin izei ist [MASK] arbjis unsaris du faurbauhtai gafreideinais du hazeinai wulþaus is	in imma in þammei hlauts gasatidai wesum fauragaredanai bi wiljin gudis þis alla in allaim waurkjandins bi muna wiljins seinis ei sijaima weis du hazeinai wulþaus is þai faurawenjandans in Xristau in þammei jah jus gahausjandans waurd sunjus aiwaggeli ganistais izwaraizos þammei galaubjandans gasiglidai waurþuþ ahmin gahaitis þamma weihin izei ist wadi arbjis unsaris du faurbauhtai gafreideinais du hazeinai wulþaus is
iþ is athaitands ins qaþ du [MASK]	iþ is athaitands ins qaþ du im
hausideduþ þatei qiþan ist	hausideduþ þatei qiþan ist
jah qaþ du im	jah qaþ du im
jah [MASK] qaþ izwis faurþizei waurþi ei biþe wairþai galaubjaiþ	jah nu qaþ izwis faurþizei waurþi ei biþe wairþai galaubjaiþ
jah jabai sijai jainar sunus gawairþjis gaƕeilaiþ sik ana imma gawairþi [MASK]	jah jabai sijai jainar sunus gawairþjis gaƕeilaiþ sik ana imma gawairþi izwar
swaswe afswaggwidai weseima jal liban	swaswe afswaggwidai weseima jal liban
waila laisari bi [MASK] qast þatei ains ist jah nist anþar alja imma	waila laisari bi sunjai qast þatei ains ist jah nist anþar alja imma
jah qaþ Iesus	jah qaþ Iesus
ainhun [MASK] ubilaize us munþa izwaramma ni usgaggai ak þatei goþ sijai du [MASK] galaubeinais ei gibai anst hausjandam	ainhun waurde ubilaize us munþa izwaramma ni usgaggai ak þatei goþ sijai du timreinai galaubeinais ei gibai anst hausjandam
ƕazuh nu [MASK] gahausjands at attin jah ganam gaggiþ du mis	ƕazuh nu sa gahausjands at attin jah ganam gaggiþ du mis
þanuh atberun du [MASK] barna ei attaitoki im	þanuh atberun du imma barna ei attaitoki im
jah usiddja meriþa fram imma and allans stadins þis bisunjane [MASK]	jah usiddja meriþa fram imma and allans stadins þis bisunjane landis
miþþanei is rodida [MASK] du im þaruh reiks ains qimands inwait ina qiþands þatei	miþþanei is rodida þata du im þaruh reiks ains qimands inwait ina qiþands þatei
þanei in melam swesaim taikneiþ [MASK] audaga jah ains [MASK] jah þiudans þiudanondane jah frauja fraujinondane saei ains aih undiwanein jah [MASK] bauiþ unatgaht þanei saƕ manne ni ainshun nih saiƕan mag	þanei in melam swesaim taikneiþ sa audaga jah ains mahteiga jah þiudans þiudanondane jah frauja fraujinondane saei ains aih undiwanein jah liuhaþ bauiþ unatgaht þanei saƕ manne ni ainshun nih saiƕan mag
þanuh qaþ [MASK] imma Seimon Paitrus	þanuh qaþ du imma Seimon Paitrus
ni ufblesada	ni ufblesada
akei [MASK] mageis hilp unsara gableiþjands unsis	akei jabai mageis hilp unsara gableiþjands unsis
[MASK] auk þata gataurnando þairh wulþu und filu mais þata wisando in wulþau	jabai auk þata gataurnando þairh wulþu und filu mais þata wisando in wulþau
iþ [MASK] gawandjands sik jah gasaiƕands þo qaþ	iþ Iesus gawandjands sik jah gasaiƕands þo qaþ
und hita ni beduþ [MASK] waihtais in namin meinamma	und hita ni beduþ ni waihtais in namin meinamma
ni du gawargeinai qiþa	ni du gawargeinai qiþa
aþþan [MASK] qimai Teimauþaius [MASK] ei unagands sijai at izwis unte waurstw fraujins waurkeiþ swaswe jah ik	aþþan jabai qimai Teimauþaius saiƕiþ ei unagands sijai at izwis unte waurstw fraujins waurkeiþ swaswe jah ik
qam raihtis Iohannes nih matjands nih drigkands jah [MASK]	qam raihtis Iohannes nih matjands nih drigkands jah qiþand
In jera þan fimftataihundin [MASK] Teibairiaus kaisaris raginondin Puntiau Peilatau Iudaia jah [MASK] þis Galeilaias Herodeis Filippauz uh þan broþrs is fidurraginja þis Ituraias jah Trakauneitidaus [MASK] jah Lwsaniaus [MASK] fidurraginja at auhmistam gudjam Annin jah [MASK] warþ waurd gudis at Iohannen Zaxariins sunau in auþidai	In jera þan fimftataihundin þiudinassaus Teibairiaus kaisaris raginondin Puntiau Peilatau Iudaia jah fidurraginja þis Galeilaias Herodeis Filippauz uh þan broþrs is fidurraginja þis Ituraias jah Trakauneitidaus landis jah Lwsaniaus Abeilenes fidurraginja at auhmistam gudjam Annin jah Kajafin warþ waurd gudis at Iohannen Zaxariins sunau in auþidai
nu galaubeiþ	nu galaubeiþ
qaþ du þamma usliþin	qaþ du þamma usliþin
duþþe allis arbaidjam jah idweitjanda [MASK] wenidedum du guda libandin saei ist nasjands allaize manne þishun [MASK]	duþþe allis arbaidjam jah idweitjanda unte wenidedum du guda libandin saei ist nasjands allaize manne þishun galaubjandane
þammei freihalsa [MASK] Xristus frijans brahta	þammei freihalsa uns Xristus frijans brahta
niu sa ist sunus Iosefis	niu sa ist sunus Iosefis
ni waihtai maurnaiþ ak in allai bidai jah aihtronai miþ awiliudam bidos izwaros [MASK] [MASK]	ni waihtai maurnaiþ ak in allai bidai jah aihtronai miþ awiliudam bidos izwaros kunþos sijaina
unte sa sunus meins dauþs was jah gaqiunoda jah fralusans was jah bigitans [MASK]	unte sa sunus meins dauþs was jah gaqiunoda jah fralusans was jah bigitans warþ
jah bi wastjos ƕa saurgaiþ	jah bi wastjos ƕa saurgaiþ
sah þan siponeis was kunþs [MASK] gudjin jah miþinngalaiþ [MASK] Iesua in rohsn þis gudjins	sah þan siponeis was kunþs þamma gudjin jah miþinngalaiþ miþ Iesua in rohsn þis gudjins
praufetjam ni frakunneiþ	praufetjam ni frakunneiþ
urreis jah stand in midjaim	urreis jah stand in midjaim
[MASK] þata wituþ audagai sijuþ jabai taujiþ þata	þande þata wituþ audagai sijuþ jabai taujiþ þata
sa was auk swaihra Kajafin saei was [MASK] weiha þis ataþnjis	sa was auk swaihra Kajafin saei was auhumists weiha þis ataþnjis
akei saei sandida mik [MASK] ist	akei saei sandida mik sunjeins ist
ƕa nu qiþam	ƕa nu qiþam
jah [MASK] in gard þis Fareisaiaus anakumbida	jah atgaggands in gard þis Fareisaiaus anakumbida
jah [MASK] jah Filippu jah Barþaulaumaiu jah Matþaiu jah Þoman jah Iakobu þana Alfaiaus [MASK] [MASK] jah Seimona þana Kananeiten jah Iudan Iskarioten saei jah galewida ina	jah Andraian jah Filippu jah Barþaulaumaiu jah Matþaiu jah Þoman jah Iakobu þana Alfaiaus jah Þaddaiu jah Seimona þana Kananeiten jah Iudan Iskarioten saei jah galewida ina
sai [MASK] staþ þarei galagidedun ina	sai þana staþ þarei galagidedun ina
ni wairþaiþ gajukans ungalaubjandam	ni wairþaiþ gajukans ungalaubjandam
nim þus bokos jah [MASK] sprauto gamelei fim tiguns	nim þus bokos jah gasitands sprauto gamelei fim tiguns
barna ufhausjaiþ fadreinam bi all	barna ufhausjaiþ fadreinam bi all
in þizei qiþiþ	in þizei qiþiþ
hausideduþ þatei qiþan ist	hausideduþ þatei qiþan ist
jah swa [MASK] swe þizai [MASK] galaistans sind gawairþi ana im jah armaio jah ana Israela gudis	jah swa managai swe þizai garaideinai galaistans sind gawairþi ana im jah armaio jah ana Israela gudis
frauja jabai slepiþ hails wairþiþ	frauja jabai slepiþ hails wairþiþ
jah suns [MASK] sa þiudans spaikulatur anabauþ briggan haubiþ is	jah suns insandjands sa þiudans spaikulatur anabauþ briggan haubiþ is
all mis atgiban ist fram attin [MASK] jah ni ƕashun kann ƕas ist sunus alja [MASK] jah ƕas [MASK] atta alja sunus jah þammei wili sunus andhuljan	all mis atgiban ist fram attin meinamma jah ni ƕashun kann ƕas ist sunus alja atta jah ƕas ist atta alja sunus jah þammei wili sunus andhuljan
izwara ƕas raihtis [MASK] kelikn timbrjan niu frumist gasitands rahneiþ [MASK] habai u þo du ustiuhan	izwara ƕas raihtis wiljands kelikn timbrjan niu frumist gasitands rahneiþ manwiþo habai u þo du ustiuhan
þan rodeiþ liugn us seinaim rodeiþ unte liugnja [MASK] jah atta is	þan rodeiþ liugn us seinaim rodeiþ unte liugnja ist jah atta is
iþ jus kunnuþ ina unte [MASK] miþ izwis wisiþ jah in izwis ist	iþ jus kunnuþ ina unte is miþ izwis wisiþ jah in izwis ist
jah auk þai frawaurhtans [MASK] samo taujand	jah auk þai frawaurhtans þata samo taujand
Aiwaggeljo þairh Marku ustauh	Aiwaggeljo þairh Marku ustauh
jah qaþ im	jah qaþ im
jah [MASK] ize ni gadriusiþ ana airþa inuh attins izwaris wiljan	jah ains ize ni gadriusiþ ana airþa inuh attins izwaris wiljan
frauja þiumagus meins ligiþ [MASK] garda usliþa harduba balwiþs	frauja þiumagus meins ligiþ in garda usliþa harduba balwiþs
ƕileikos wrakjos usþulaida jah us allaim mik [MASK] frauja	ƕileikos wrakjos usþulaida jah us allaim mik galausida frauja
iþ jaþþe ik jaþþe jainai swa [MASK] jah swa galaubideduþ	iþ jaþþe ik jaþþe jainai swa merjam jah swa galaubideduþ
duƕe jus mitoþ [MASK] in hairtam izwaraim	duƕe jus mitoþ ubila in hairtam izwaraim
þai sunjus þis aiwis liugand jah [MASK]	þai sunjus þis aiwis liugand jah liuganda
ains Fareisaius jah anþar motareis	ains Fareisaius jah anþar motareis
jabai allis [MASK] galaubidedeiþ ga-laubidedeiþ þau mis	jabai allis Mose galaubidedeiþ ga-laubidedeiþ þau mis
was in dagam Herodes [MASK] Iudaias gudja namin Zakarias us afaram Abijins jah [MASK] is us dauhtrum Aharons jah namo izos Aileisabaiþ	was in dagam Herodes þiudanis Iudaias gudja namin Zakarias us afaram Abijins jah qeins is us dauhtrum Aharons jah namo izos Aileisabaiþ
[MASK] all leik augo ƕar hliuma	jabai all leik augo ƕar hliuma
iþ jabai ƕopis ni þu þo [MASK] bairis ak so waurts þuk	iþ jabai ƕopis ni þu þo waurt bairis ak so waurts þuk
sa auk habaida ina galewjan ains wisands [MASK] twalibe	sa auk habaida ina galewjan ains wisands þize twalibe
swe leik raihtis ain ist iþ liþuns habaiþ managans þai þ þan liþjus allai us leika þamma [MASK] managai wisandans ain ist [MASK] [MASK] jah Xristus	swe leik raihtis ain ist iþ liþuns habaiþ managans þai þ þan liþjus allai us leika þamma ainamma managai wisandans ain ist leik swa jah Xristus
was uh þan nahts þan [MASK] ut	was uh þan nahts þan galaiþ ut
[MASK] þis biuga kniwa meina du attin fraujins unsaris Iesuis Xristaus us þammei all fadreinis [MASK] [MASK] jah ana airþai namnjada ei gibai izwis bi gabein wulþaus seinis mahtai inswinþjan þairh ahman seinana in innuman mannan bauan Xristu þairh galaubein in [MASK] izwaraim [MASK] in frijaþwai gawaurhtai jah gasulidai [MASK] gafahan [MASK] allaim þaim weiham ƕa sijai braidei jal laggei jah hauhei jah diupei kunnan þo ufarassau mikilon [MASK] kunþjis frijaþwa Xristaus ei fulnaiþ in allai fullon gudis	in þis biuga kniwa meina du attin fraujins unsaris Iesuis Xristaus us þammei all fadreinis in himina jah ana airþai namnjada ei gibai izwis bi gabein wulþaus seinis mahtai inswinþjan þairh ahman seinana in innuman mannan bauan Xristu þairh galaubein in hairtam izwaraim ei in frijaþwai gawaurhtai jah gasulidai mageiþ gafahan miþ allaim þaim weiham ƕa sijai braidei jal laggei jah hauhei jah diupei kunnan þo ufarassau mikilon þis kunþjis frijaþwa Xristaus ei fulnaiþ in allai fullon gudis
in [MASK] mitaþ mitiþ mitada izwis jah biaukada izwis þaim galaubjandam	in þizaiei mitaþ mitiþ mitada izwis jah biaukada izwis þaim galaubjandam
iþ is saislep	iþ is saislep
waila goda skalk unte in leitilamma wast triggws sijais waldufni [MASK] ufar taihun baurgim	waila goda skalk unte in leitilamma wast triggws sijais waldufni habands ufar taihun baurgim
waurd þeinata sunja ist	waurd þeinata sunja ist
þaiei all izwis gakannjand þatei her [MASK]	þaiei all izwis gakannjand þatei her ist
usiddja þan ana fairguni Iesus [MASK] jainar gasat miþ siponjam seinaim	usiddja þan ana fairguni Iesus jah jainar gasat miþ siponjam seinaim
