masked	src
- Ha! [MASK], or dites vos mout bien,	- Ha ! dame, or dites vos mout bien,
Et li dui chevalier ansanble Ne vostrent en vile descendre [MASK]	Et li dui chevalier ansanble Ne vostrent en vile descendre,
- Dex et li droiz que je i ai [MASK] En cui je [MASK] an fi et fiai, En soit en aïde celui,	- Dex et li droiz que je i ai, En cui je m'an fi et fiai, En soit en aïde celui,
[MASK] met son cuer an tel esprueve Qu' il le retient	Et met son cuer an tel esprueve Qu'il le retient
[MASK] [MASK] dist qu' il avoit tel force Com a, desus le fust, l' escorce,	Si li dist qu'il avoit tel force Com a, desus le fust, l'escorce,
S' [MASK] fors de la meison	S'issirent fors de la meison
Plus tost ne [MASK] an nonbrer Anpreu et .ii. et trois et [MASK], Que l' en ne li veïst abatre Quatre chevaliers araumant, Plus tost et plus delivremant [MASK]	Plus tost ne poïst an nonbrer Anpreu et.ii. et trois et quatre, Que l'en ne li veïst abatre Quatre chevaliers araumant, Plus tost et plus delivremant.
S' ot puis tote sa livreison, Pain a planté et veneison Qu' il li dona tant longuemant C' [MASK] jor le troverent [MASK] En [MASK] forest .ii. dameiseles Et une lor dame avoec eles De [MASK] mesniee eles estoient.	S'ot puis tote sa livreison, Pain a planté et veneison Qu'il li dona tant longuemant C'un jor le troverent dormant En la forest.ii. dameiseles Et une lor dame avoec eles De cui mesniee eles estoient.
Mes ne feroie pas savoir Se je sanz congié m' an [MASK].	Mes ne feroie pas savoir Se je sanz congié m'an aloie.
Con roidemant il les [MASK]!	Con roidemant il les requiert !
Einz avroiz eü tant de honte Que plus n' en [MASK] avoir.	Einz avroiz eü tant de honte Que plus n'en porriez avoir.
Ja [MASK] voir ne reposerons An cest chastel,	Ja mes voir ne reposerons An cest chastel,
S' aporta .i. chapon en rost [MASK] vin qui fu de boene grape, Plain [MASK], covert de blanche nape;	S'aporta.i. chapon en rost Et vin qui fu de boene grape, Plain pot, covert de blanche nape ;
Mout feroit bien [MASK] s' el le feisoit,	Mout feroit bien, s'el le feisoit,
Qu' il est seus	Qu'il est seus
Ne n' [MASK], tant con vis les sache.	Ne n'avront, tant con vis les sache.
Einsi del tot [MASK] meschief fui,	Einsi del tot a meschief fui,
Quant devant lui vint [MASK] si [MASK] fist Grant joie, come beste mue.	Quant devant lui vint, si li fist Grant joie, come beste mue.
et cele Li [MASK] la mançonge retreite, Si grant com ele [MASK] avoit feite,	et cele Li a la mançonge retreite, Si grant com ele l'avoit feite,
Et cil l' en mercie .c. [MASK].	Et cil l'en mercie.c. foiz.
Que li sans chauz, clers, et vermauz Rissi [MASK] mort parmi la [MASK];	Que li sans chauz, clers, et vermauz Rissi au mort parmi la plaie ;
Et fu [MASK] qui dire sot:	Et fu assez qui dire sot :
Ne ne set de lance ferir [MASK]	Ne ne set de lance ferir ;
Mes Dex tost me [MASK],	Mes Dex tost me rasegura,
et chiet aval Sanz enconbrier [MASK] sanz grant mal Derriere,	et chiet aval Sanz enconbrier et sanz grant mal Derriere,
ne prise Qu' an li se daingnast avillier [MASK]	ne prise Qu'an li se daingnast avillier.
Et des [MASK] redonent tex [MASK] Sor les nasex et sor les dos Et sor les fronz et sor les joes Que totes sont perses et bloes, La ou [MASK] [MASK] quace desoz.	Et des pons redonent tex cos Sor les nasex et sor les dos Et sor les fronz et sor les joes Que totes sont perses et bloes, La ou li sans quace desoz.
Qu' ele dira que au passer Del pont ensi [MASK] mescheï Que la boiste [MASK] l' eve cheï:	Qu'ele dira que au passer Del pont ensi li mescheï Que la boiste an l'eve cheï :
et fu sanz [MASK] Plus granz de moi la teste tote.	et fu sanz dote Plus granz de moi la teste tote.
Que de demore n' i [MASK] plus,	Que de demore n'i ot plus,
je vos an main [MASK] »	je vos an main. »
et mahaignent.	et mahaignent.
D' errer a grant esploit ne fine Trestoz les jorz de la semainne, Si [MASK] la [MASK] l' en mainne, Qui la voie mout bien savoit Et le recet ou ele avoit Lessiee [MASK] desheritee, Desheitiee et desconfortee [MASK]	D'errer a grant esploit ne fine Trestoz les jorz de la semainne, Si con la pucele l'en mainne, Qui la voie mout bien savoit Et le recet ou ele avoit Lessiee la desheritee, Desheitiee et desconfortee.
Ne s' en puet [MASK] hom aloser,	Ne s'en puet nus hom aloser,
Si recomancent a crier	Si recomancent a crier
Si s' areste	Si s'areste
Des maces li donent tex [MASK] Que petit d' aïde li fait [MASK] ne hiaumes que il ait;	Des maces li donent tex cos Que petit d'aïde li fait Escuz ne hiaumes que il ait ;
Mes seulemant de l' acontance Voel feire une brief remanbrance Qui fu feite a privé [MASK] Entre la lune et le [MASK].	Mes seulemant de l'acontance Voel feire une brief remanbrance Qui fu feite a privé consoil Entre la lune et le soloil.
Ja, que je sache a esciant, Ne [MASK] [MASK] mantirai de mot.	Ja, que je sache a esciant, Ne vos an mantirai de mot.
Qu' il [MASK] a el monde si estrange [MASK] je autretant n' an deïsse, Einçois que plus des cos sofrisse . »	Qu'il n'a el monde si estrange Que je autretant n'an deïsse, Einçois que plus des cos sofrisse. »
La teste nue [MASK] le col nu Li a li gloz abandoné,	La teste nue et le col nu Li a li gloz abandoné,
Mes quant ele oï [MASK] novele De la venue a [MASK] pucele Et del Chevalier au [MASK], Ne fu joie se cele non Que ele en ot dedanz son cuer;	Mes quant ele oï la novele De la venue a la pucele Et del Chevalier au lyeon, Ne fu joie se cele non Que ele en ot dedanz son cuer ;
Que la premiere avoit ja fet A monseignor [MASK] son plet	Que la premiere avoit ja fet A monseignor Gauvain son plet
Si li dïent:	Si li dïent :
[MASK] de duel [MASK] estoit si fole Qu' a po qu' ele ne s' ocioit.	Mes de duel feire estoit si fole Qu'a po qu'ele ne s'ocioit.
Mes il n' en vost onques entendre Parole [MASK] ome ne de fame;	Mes il n'en vost onques entendre Parole d'ome ne de fame ;
Et si n' an sevent nes [MASK].	Et si n'an sevent nes neant.
Plus a paroles an [MASK] pot De [MASK] qu' an un mui de cervoise.	Plus a paroles an plain pot De vin qu'an un mui de cervoise.
Si fust quites par [MASK] rante;	Si fust quites par ceste rante ;
Mes entr' ax est li diax [MASK] [MASK] Que il n' i pueent or entandre;	Mes entr'ax est li diax si granz Que il n'i pueent or entandre ;
Li autre [MASK] d' Amors, Des angoisses et des dolors Et des granz biens qu' orent sovant Li deciple de [MASK] covant, Qui lors estoit mout dolz et [MASK];	Li autre parloient d'Amors, Des angoisses et des dolors Et des granz biens qu'orent sovant Li deciple de son covant, Qui lors estoit mout dolz et buens ;
S' avoit li uns [MASK] autre afolé Mout leidemant an plusors leus.	S'avoit li uns l'autre afolé Mout leidemant an plusors leus.
Et [MASK] dïent que mes ne virent .II. chevaliers plus corageus:	Et tuit dïent que mes ne virent.II. chevaliers plus corageus :
De [MASK] bien servir se travaillent	De lui bien servir se travaillent
Einz n' eüstes	Einz n'eüstes
Troi sont [MASK] traïtre me clainment.	Troi sont qui traïtre me clainment.
Qant il dit:	Qant il dit :
- Sire, fet ele [MASK] je sui ci.	- Sire, fet ele, je sui ci.
Si s' umelie [MASK] sage,	Si s'umelie come sage,
Que il n' a dame [MASK] que vos:	Que il n'a dame autre que vos :
Et an me dit, se je le truis, Que an lui mout [MASK] [MASK] puis.	Et an me dit, se je le truis, Que an lui mout fier me puis.
Totes [MASK] choses me dessieent!	Totes ces choses me dessieent !
Ensi parlant s' est tant [MASK], Trestoz ses palefroiz tressue;	Ensi parlant s'est tant hastee, Trestoz ses palefroiz tressue ;
S' ot bien oïes lor conplaintes [MASK] Qui n' estoient fauses ne faintes;	S'ot bien oïes lor conplaintes, Qui n'estoient fauses ne faintes ;
« Oïl » [MASK] vos respong et « Nenil »,	« Oïl », vos respong et « Nenil »,
[MASK] [MASK], qui or te respondroit, Fet l' autre, mout seroit musarde.	- Certes, qui or te respondroit, Fet l'autre, mout seroit musarde.
Qui vialt, si [MASK] ait!	Qui vialt, si l'ait !
Et sor le pont [MASK] piez [MASK] Cil cui la forteresce estoit, Sor son poing .i. ostor mué.	Et sor le pont an piez estoit Cil cui la forteresce estoit, Sor son poing.i. ostor mué.
Cist plez ne [MASK] avant venir,	Cist plez ne doit avant venir,
Et il l' en ra une donee Tel que tot [MASK] fet anbrunchier Jusque sor le col del destrier [MASK]	Et il l'en ra une donee Tel que tot le fet anbrunchier Jusque sor le col del destrier.
Et si li orent	Et si li orent
Et descent [MASK] la terre dure.	Et descent a la terre dure.
Mes n' i ot chose qui li pleise Qant [MASK] dame [MASK] ne puet,	Mes n'i ot chose qui li pleise Qant la dame veoir ne puet,
[MASK] plus est dolz a essaier Uns petiz biens, quant il delaie, C' uns granz, [MASK] tot adés l' essaie.	Et plus est dolz a essaier Uns petiz biens, quant il delaie, C'uns granz, qui tot adés l'essaie.
Ne [MASK] ot mie plus de .xvi. anz,	Ne n'ot mie plus de.xvi. anz,
Et si i [MASK] messire Yvains Et avoec ax Qualogrenanz, Uns [MASK] mout avenanz, Qui lor a comancié un conte [MASK] Non de s' annor, mes de sa honte.	Et si i fu messire Yvains Et avoec ax Qualogrenanz, Uns chevaliers mout avenanz, Qui lor a comancié un conte, Non de s'annor, mes de sa honte.
Et .i. pel [MASK] son col tenoit, Grant et quarré [MASK] agu devant, Dom il les bousoit mout sovant;	Et.i. pel a son col tenoit, Grant et quarré, agu devant, Dom il les bousoit mout sovant ;
Et dit:	Et dit :
et se dessire [MASK] quanque as mains li vient.	et se dessire Trestot quanque as mains li vient.
« Biax sire, [MASK] Me poez ce qui boen vos iert . »	« Biax sire, comander Me poez ce qui boen vos iert. »
Que [MASK] qu' ele amoit li ai mort.	Que ce qu'ele amoit li ai mort.
Ceste [MASK] ot entandue Cele qui mout ert esperdue Et trespansee et esbahie,	Ceste parole ot entandue Cele qui mout ert esperdue Et trespansee et esbahie,
[MASK] chascuns oltrez ne se claint.	Que chascuns oltrez ne se claint.
Et jurerai, s' il vient a moi, Que je, [MASK] [MASK] et sanz feintise, Li ferai tot a sa devise [MASK] pes, se je feire la puis . »	Et jurerai, s'il vient a moi, Que je, sanz guile et sanz feintise, Li ferai tot a sa devise Sa pes, se je feire la puis. »
Et la dame dit:	Et la dame dit :
Que certes, se [MASK] ne s' an fuit, A [MASK] aïde de Deu, [MASK] cuit, Li osterons nos de la teste Tote la rage et la tempeste.	Que certes, se il ne s'an fuit, A l'aïde de Deu, ce cuit, Li osterons nos de la teste Tote la rage et la tempeste.
De m' amor soiez [MASK] et haves, Se vos n' iestes jusqu' a ce jor Ceanz avoec moi [MASK] retor . »	De m'amor soiez maz et haves, Se vos n'iestes jusqu'a ce jor Ceanz avoec moi au retor. »
Le pel a [MASK].ii. mains levé	Le pel a a.ii. mains levé
et son chief li [MASK],	et son chief li levent,
Si l' an est mout grant pitiez prise [MASK] il ot qu' ele se reclainme De par [MASK] ome que il plus ainme Et par la reïne des [MASK], De par li qui est [MASK] moiax Et la dolçors de pieté.	Si l'an est mout grant pitiez prise Quant il ot qu'ele se reclainme De par l'ome que il plus ainme Et par la reïne des ciax, De par li qui est li moiax Et la dolçors de pieté.
Que certes une chanberiere Ne valent tuit, bien [MASK] savez, Li chevalier que vos [MASK]:	Que certes une chanberiere Ne valent tuit, bien le savez, Li chevalier que vos avez :
Ja ceste enors ne [MASK] moie,	Ja ceste enors ne sera moie,
Mes comanciez tot de rechief [MASK]	Mes comanciez tot de rechief.
- Oïl [MASK] voir, dame.	- Oïl, voir, dame.
« Ma dameisele [MASK] ou sont Cil qui vos blasment et ancusent?	« Ma dameisele, ou sont Cil qui vos blasment et ancusent ?
Et vit d' [MASK] chastelet reont Les murs blans et la barbaquane.	Et vit d'un chastelet reont Les murs blans et la barbaquane.
A [MASK] piez s' est lessiez cheoir Messire Yvains, trestoz armez.	A ses piez s'est lessiez cheoir Messire Yvains, trestoz armez.
Encor ancui l' ateindroiz vos Se ses escloz savez garder [MASK]	Encor ancui l'ateindroiz vos Se ses escloz savez garder,
Et bien sai que vos [MASK] cuidiez,	Et bien sai que vos le cuidiez,
Mout out ploré [MASK] congié prendre.	Mout out ploré au congié prendre.
Mes ce fu [MASK] a seul;	Mes ce fu seul a seul ;
Qu' il nos menace [MASK] mahaignier Des manbres quant nos reposons;	Qu'il nos menace a mahaignier Des manbres quant nos reposons ;
S' est venue [MASK] son oste arriere,	S'est venue a son oste arriere,
Et la processions passa,	Et la processions passa,
et si li anquiert Ou ele [MASK] et qu' ele quiert.	et si li anquiert Ou ele va et qu'ele quiert.
Et [MASK] autre mitié trovee ont Del cheval mort devant le suel;	Et l'autre mitié trovee ont Del cheval mort devant le suel ;
Lors sont desarmé li vasal [MASK]	Lors sont desarmé li vasal ;
Et plore formant	Et plore formant
Car mout i voloient aler Li [MASK] et li bacheler.	Car mout i voloient aler Li baron et li bacheler.
[MASK] tost revint a la besoingne,	Mes tost revint a la besoingne,
Onques ne fist par Durandart Rolanz des Turs si grant essart En Roncevax [MASK] [MASK] Espaigne.	Onques ne fist par Durandart Rolanz des Turs si grant essart En Roncevax ne an Espaigne.
Lors se deront	Lors se deront
Mon los et mon consoil an [MASK]	Mon los et mon consoil an crut
je la vos les.	je la vos les.
Ahi! con bien [MASK] anplea!	Ahi ! con bien les anplea !
Et [MASK] lor fille li parolent,	Et de lor fille li parolent,
Mes je [MASK] lo qu' il s' an retort [MASK] que a noauz li tort . »	Mes je li lo qu'il s'an retort Einçois que a noauz li tort. »
[MASK] le celer et le teisir Devriez vos asez voloir;	Mes le celer et le teisir Devriez vos asez voloir ;
et si l' escrie Ausi com uns brachez feïst [MASK]	et si l'escrie Ausi com uns brachez feïst ;
[MASK] je ne conterai huimés, Se ma dame m' an [MASK] an pes,	Mes je ne conterai huimés, Se ma dame m'an leisse an pes,
et [MASK] Estoit de son mal relevee, Qui [MASK] l' avoit grevee, Si que bien paroit a sa chiere.	et novelemant Estoit de son mal relevee, Qui duremant l'avoit grevee, Si que bien paroit a sa chiere.
- [MASK], s' il vos vient a pleisir;	- Oïl, s'il vos vient a pleisir ;
[MASK] lyons les autres asaut,	Li lyons les autres asaut,
Que sans et parole [MASK] faut;	Que sans et parole li faut ;
[MASK] le met trestot an despanse,	Si le met trestot an despanse,
- Vos dites, fet li rois, [MASK] sage	- Vos dites, fet li rois, que sage
Que les fenestres sont ferrees [MASK]	Que les fenestres sont ferrees,
Si se desresne [MASK] ensi Con s' il fust venuz devant li;	Si se desresne tot ensi Con s'il fust venuz devant li ;
C' or m' an estuet aler de [MASK],	C'or m'an estuet aler de ci,
Et tant sa garison [MASK] Que de l' oindre par tot esploite;	Et tant sa garison covoite Que de l'oindre par tot esploite ;
« Que que [MASK] dies, Se [MASK] ton [MASK] ne chasties Et se nel fez an pes ester, Donc n' as tu ci que demorer.	« Que que tu dies, Se tu ton lyon ne chasties Et se nel fez an pes ester, Donc n'as tu ci que demorer.
Or soiez seürs et certains Que ja, se croire me [MASK], N' i seroiz pris ne afolez [MASK]	Or soiez seürs et certains Que ja, se croire me volez, N'i seroiz pris ne afolez ;
- Je [MASK], fet il, uns chevaliers Qui quier [MASK] que trover ne puis;	- Je sui, fet il, uns chevaliers Qui quier ce que trover ne puis ;
Ce chastel vienent aprismant,	Ce chastel vienent aprismant,
et esclicent,	et esclicent,
A [MASK] grant poinne se retient Messire Yveins, a que qu' il tort, Que les [MASK] tenir ne li cort.	A mout grant poinne se retient Messire Yveins, a que qu'il tort, Que les mains tenir ne li cort.
Et s' a talant que il s' ocie De l' espee qu' [MASK] li est vis Qu' [MASK] ait son boen seignor ocis.	Et s'a talant que il s'ocie De l'espee qu'il li est vis Qu'il ait son boen seignor ocis.
que tant se dialt	que tant se dialt
Et li lyons maintenant mist Le nes au vant qu' il ot santi [MASK]	Et li lyons maintenant mist Le nes au vant qu'il ot santi ;
Nenil,	Nenil,
« A [MASK] eür! »	« A boen eür ! »
Et il les veoit anragier Et forssener [MASK] correcier;	Et il les veoit anragier Et forssener et correcier ;
De la peor que il en [MASK] Se feri an sa meisonete.	De la peor que il en ot Se feri an sa meisonete.
Einçois demore	Einçois demore
Si vos ai conté come fos Ce c' onques mes conter [MASK] vos.	Si vos ai conté come fos Ce c'onques mes conter ne vos.
Mes la robe mie n' en oste Por [MASK] que, se cil se ravoie [MASK] [MASK] qu' apareilliee la voie Et qu' il la preigne,	Mes la robe mie n'en oste Por ce que, se cil se ravoie, Vialt qu'apareilliee la voie Et qu'il la preigne,
Tuit me sont alegié li manbre [MASK]	Tuit me sont alegié li manbre,
« Et [MASK], qui?	« Et vos, qui ?
Si me covint [MASK] un [MASK] Encontre trois gage a baillier Et par respit de .xxx. jorz.	Si me covint d'un chevalier Encontre trois gage a baillier Et par respit de.xxx. jorz.
Et ses enuiz tot adés croist [MASK]	Et ses enuiz tot adés croist,
Que, [MASK] que il le tint as mains Et il furent [MASK] per a per, N' [MASK] a neant de l' eschaper, Ne del ganchir, ne del desfandre,	Que, des que il le tint as mains Et il furent seul per a per, N'i a neant de l'eschaper, Ne del ganchir, ne del desfandre,
Assez ai quis,	Assez ai quis,
- Je sui, fet [MASK], une cheitive, La plus [MASK] riens qui vive . »	- Je sui, fet ele, une cheitive, La plus dolante riens qui vive. »
Lors finera [MASK] travauz toz.	Lors finera mes travauz toz.
Qu' [MASK] ert si pres qu' il n' i ot pas Plus de demie [MASK].i. pas, Des liues qui el païs sont,	Qu'il ert si pres qu'il n'i ot pas Plus de demie liue.i. pas, Des liues qui el païs sont,
Mes onques desfansse n' en tint [MASK]	Mes onques desfansse n'en tint,
C' [MASK] riens ne li pot eidier;	C'onques riens ne li pot eidier ;
A vestir desor sa chemise [MASK] a baillié un nuef sorcot	A vestir desor sa chemise Li a baillié un nuef sorcot
Et [MASK] metroit por lui sa teste Et cil la soe ausi por lui, [MASK] qu' an li feïst grant enui.	Et si metroit por lui sa teste Et cil la soe ausi por lui, Einz qu'an li feïst grant enui.
[MASK] m' an istrai par [MASK] porte Sor mon palefroi, tot le pas.	Je m'an istrai par cele porte Sor mon palefroi, tot le pas.
[MASK] Por ce, [MASK] li rois, voel je rendre A vostre seror sa droiture,	- Por ce, fet li rois, voel je rendre A vostre seror sa droiture,
L' une respont:	L'une respont :
Et vient as autres,	Et vient as autres,
Androit de moi doing je [MASK] pris Au veinqueor.	Androit de moi doing je le pris Au veinqueor.
[MASK] vialt avoir ostel ne oste Se cestui non,	Ne vialt avoir ostel ne oste Se cestui non,
Et recheoit pasmee jus.	Et recheoit pasmee jus.
[MASK] rien nule plus ne vos pri;	De rien nule plus ne vos pri ;
Et li rois dit [MASK] de la [MASK] Ne s' antremetra il ja mes,	Et li rois dit que de la pes Ne s'antremetra il ja mes,
Qu' arrieres ne l' en [MASK] chacier, Por ferir ne [MASK] menacier, Messire Yvains en nule guise;	Qu'arrieres ne l'en puet chacier, Por ferir ne por menacier, Messire Yvains en nule guise ;
Que par les rues les estandent Contre la joie qu' il atandent [MASK]	Que par les rues les estandent Contre la joie qu'il atandent ;
[MASK] por ce reposer n' osons.	Et por ce reposer n'osons.
[MASK] le tranche jusqu' anz en terre	Si le tranche jusqu'anz en terre
Quant le lyon delivré [MASK] [MASK] Si cuida qu' il li covenist Conbatre et que sus li venist;	Quant le lyon delivré ot, Si cuida qu'il li covenist Conbatre et que sus li venist ;
Uns vileins [MASK] qui resanbloit Mor, Leiz et hideus a desmesure, Einsi tres leide criature Qu' an ne porroit dire [MASK] boche, Assis s' estoit sor une [MASK], Une grant maçue [MASK] sa main.	Uns vileins, qui resanbloit Mor, Leiz et hideus a desmesure, Einsi tres leide criature Qu'an ne porroit dire de boche, Assis s'estoit sor une çoche, Une grant maçue en sa main.
A l' encontre, tote premiere, Li est [MASK] sanz demore;	A l'encontre, tote premiere, Li est alee sanz demore ;
Li aporters enuier pot [MASK] sergenz qui des mes servirent.	Li aporters enuier pot As sergenz qui des mes servirent.
[MASK] chevaliers qui s' an fuioit Par cele porte s' an foï	Li chevaliers qui s'an fuioit Par cele porte s'an foï
Peor avez eü [MASK] faille.	Peor avez eü sanz faille.
et oï messe	et oï messe
[MASK] plus remenoir ne li loist.	Que plus remenoir ne li loist.
Nes li oisel s' an istront [MASK];	Nes li oisel s'an istront fors ;
Mes ne puet tant qu' aler [MASK] an puisse.	Mes ne puet tant qu'aler s'an puisse.
Et tant ont quis et tribolé Que [MASK] querre sont saolé;	Et tant ont quis et tribolé Que de querre sont saolé ;
Et l' [MASK] est an son aguet Desus, qui tret et fiert [MASK] prant,	Et l'espee est an son aguet Desus, qui tret et fiert et prant,
Que mostrer lor voloit lor [MASK] Li sires, qui les ot mandees.	Que mostrer lor voloit lor oste Li sires, qui les ot mandees.
- Sire, fet ele, Dex m' an gart [MASK]	- Sire, fet ele, Dex m'an gart !
Son [MASK] a mort li navrai	Son seignor a mort li navrai
Que la dameisele m' atant Qui avoec moi est ça venue [MASK]	Que la dameisele m'atant Qui avoec moi est ça venue ;
Li lyons cuide mort veoir Son conpaignon et son [MASK];	Li lyons cuide mort veoir Son conpaignon et son seignor ;
ne n' an parlerent.	ne n'an parlerent.
Mes a grant joie [MASK] reçoivent	Mes a grant joie le reçoivent
Et [MASK] par son fier hardemant Vint vers lui,	Et cil par son fier hardemant Vint vers lui,
Lez la fontainne [MASK] [MASK] perron, tel con tu verras; Je ne te sai a dire quel, Que je [MASK] en vi onques nul tel; Et d' autre [MASK] une chapele, Petite,	Lez la fontainne troverras.I. perron, tel con tu verras ; Je ne te sai a dire quel, Que je n'en vi onques nul tel ; Et d'autre part une chapele, Petite,
