masked	src
се ѥ҆стъ вь҆скръсениꙗ великоѥ҆ ꙗ҅вь҆ѥ҅ниѥ	се ѥ҆стъ вь҆скръсениꙗ великоѥ҆ ꙗ҅вь҆ѥ҅ниѥ
г҃и с҃пи нꙑ	г҃и с҃пи нꙑ
а҅мин	а҅мин
а҅ [MASK] вь҆ н҄ихъ таи҅нааго не и҅скопаѥ҅ши ни сь҆береши ꙁлата	а҅ и҅же вь҆ н҄ихъ таи҅нааго не и҅скопаѥ҅ши ни сь҆береши ꙁлата
и҅ а҅кꙑ [MASK] любовънꙑи҆ приѥ҅млетъ чꙙдо своѥ҆ тако притекъ ль҆въ скочи на праведьника	и҅ а҅кꙑ о҅ть҆ць҆ любовънꙑи҆ приѥ҅млетъ чꙙдо своѥ҆ тако притекъ ль҆въ скочи на праведьника
[MASK] шестꙑи҅ о̑убо мѣсꙙцъ посъланъ бꙑстъ а҅гг҄елъ гаврии҅лъ [MASK] дѣвици о҅брѫченѣ мѫжоу а҅ не прилѣпꙿнѣ порѫченѣ їѡ̑сифоу а҅ хранимѣ їсоусоу	Въ шестꙑи҅ о̑убо мѣсꙙцъ посъланъ бꙑстъ а҅гг҄елъ гаврии҅лъ къ дѣвици о҅брѫченѣ мѫжоу а҅ не прилѣпꙿнѣ порѫченѣ їѡ̑сифоу а҅ хранимѣ їсоусоу
глаголаа͑хѫ бо дроугъ къ дрѹгоу яко не и͑матъ дои͑ти мѣста до [MASK] дь͗ниї	глаголаа͑хѫ бо дроугъ къ дрѹгоу яко не и͑матъ дои͑ти мѣста до четырь͗ дь͗ниї
Потръпі г҃ѣ	Потръпі г҃ѣ
соугоубь҆ сьнитиѥ	соугоубь҆ сьнитиѥ
поꙁдѣ бꙑвъшоу	поꙁдѣ бꙑвъшоу
Что о҄убо наѳанъ рече	Что о҄убо наѳанъ рече
почто и҅ глагол҄етъ и҅ [MASK] творитъ	почто и҅ глагол҄етъ и҅ чоудеса творитъ
и͑ [MASK] приѧ͗ти бѫдемъ я͑коже жрь͗тва жива благоприѧтъна тебѣ	и͑ да приѧ͗ти бѫдемъ я͑коже жрь͗тва жива благоприѧтъна тебѣ
тѣхъ бо не винꙿнꙑ сътвориши слоушаѧ [MASK]	тѣхъ бо не винꙿнꙑ сътвориши слоушаѧ пѣснии҆
лѣпо бо бѣа҅ше [MASK] и҅мъ и҅ стрѣгѫштемъ бꙑти въстанию̑	лѣпо бо бѣа҅ше сѣдꙙштемъ и҅мъ и҅ стрѣгѫштемъ бꙑти въстанию̑
въси бо томоу живи сѫтъ	въси бо томоу живи сѫтъ
плакаа҅ше бо жидовъска ꙁъла чловѣкъ въ ꙗ҅ꙁвѣ сꙑ и҅ [MASK] трь҆пѣти болѣꙁнь҆	плакаа҅ше бо жидовъска ꙁъла чловѣкъ въ ꙗ҅ꙁвѣ сꙑ и҅ вѣдꙑ трь҆пѣти болѣꙁнь҆
се о҄убо да прѣтръгъше слово на мѫченикы [MASK] добрѣ [MASK] шь͗ствиѥ͑ нрава како приведени бышⱕ въ срацинъскѫѭ҄ земь͗ѭ҄ и͑ како бышⱕ [MASK] како имъ мѫчениѥ быстъ	се о҄убо да прѣтръгъше слово на мѫченикы прѣи͑демъ добрѣ и͑сповѣдаѭ҄ште шь͗ствиѥ͑ нрава како приведени бышⱕ въ срацинъскѫѭ҄ земь͗ѭ҄ и͑ како бышⱕ и͑ како имъ мѫчениѥ быстъ
аште ми сѧ лоучитъ оумрѣти [MASK] тобоѭ не отъвръгѫ сѧ тебе	аште ми сѧ лоучитъ оумрѣти съ тобоѭ не отъвръгѫ сѧ тебе
Ї нѫждаахѫ сѩ искѫщеі дш҃ѩ моеѩ [MASK] искѫщеі зъла мнѣ	Ї нѫждаахѫ сѩ искѫщеі дш҃ѩ моеѩ Ї искѫщеі зъла мнѣ
сотона и͑ доуѯъ и͑ воѥ͑вода	сотона и͑ доуѯъ и͑ воѥ͑вода
аще ли того кънигамъ вѣрꙑ не емлете како моимъ г҃лмъ вѣрѫ [MASK]	аще ли того кънигамъ вѣрꙑ не емлете како моимъ г҃лмъ вѣрѫ еимете
Съказа [MASK] сп҃ніе свое прѣдъ ѩзъікъі	Съказа г҃ь сп҃ніе свое прѣдъ ѩзъікъі
речетъ бо господь мои	речетъ бо господь мои
тъгда рече ц҃сръ слоугамъ	тъгда рече ц҃сръ слоугамъ
раздражаетъ протівьнꙑ [MASK] твое до конъца	раздражаетъ протівьнꙑ імѩ твое до конъца
ВЪ КОНЕЦЪ ПСАЛОМЪ ДА҃ВЪ	ВЪ КОНЕЦЪ ПСАЛОМЪ ДА҃ВЪ
о̑уже бо ꙁа [MASK] о̑усьпеньѥ и҅ сънъ глагол҄етъ сꙙ прѣставьѥ҅нь҆ѥ ѥ҅же о҅тъсѫдꙋ	о̑уже бо ꙁа сьмрьть҆ о̑усьпеньѥ и҅ сънъ глагол҄етъ сꙙ прѣставьѥ҅нь҆ѥ ѥ҅же о҅тъсѫдꙋ
почто же	почто же
ꙇ въставъше въсе мъножьство ихъ вѣсѧ и къ [MASK]	ꙇ въставъше въсе мъножьство ихъ вѣсѧ и къ пилатоу
нъ о҅ни о҅баче [MASK] сꙙ глаголати	нъ о҅ни о҅баче срамь҆ꙗ҅ѭ̑тъ сꙙ глаголати
На мѩ помꙑшлѣахѫ зълаа мнѣ	На мѩ помꙑшлѣахѫ зълаа мнѣ
ꙇ речетъ	ꙇ речетъ
ꙇ испрошь дъштицѫ напса г҃лѧ	ꙇ испрошь дъштицѫ напса г҃лѧ
и͑ въ тои͗ жизни прѣбыста	и͑ въ тои͗ жизни прѣбыста
не бо [MASK] о҅ноѧ҅ въдовꙑ о҄убожаи҆	не бо ѥ҅си о҅ноѧ҅ въдовꙑ о҄убожаи҆
їѳ҃	їѳ҃
Къ и҅нѣмꙿ же всѣмъ [MASK] дроугоѥ прѣславꙿно чоудо прибꙑ	Къ и҅нѣмꙿ же всѣмъ и҅ дроугоѥ прѣславꙿно чоудо прибꙑ
аминь ⷢ҇лѭ вамъ ѣко не мимо идетъ родо сь доньдеже вьсѣ си [MASK]	аминь ⷢ҇лѭ вамъ ѣко не мимо идетъ родо сь доньдеже вьсѣ си бѫдѫтъ
ѥ͑динъ даръ желѣѭ҄ вѣнь͗ць праведь͗ныи͗	ѥ͑динъ даръ желѣѭ҄ вѣнь͗ць праведь͗ныи͗
Їзбьра колѣно [MASK] горѫ сіонъ ѭже възлюбі	Їзбьра колѣно іюдово горѫ сіонъ ѭже възлюбі
въ істинѫ же г҃лѭ вамъ	въ істинѫ же г҃лѭ вамъ
ПСАЛМЪ БЕЗ НАПСАНЬѢ	ПСАЛМЪ БЕЗ НАПСАНЬѢ
а҅даме къде ѥ҅си	а҅даме къде ѥ҅си
чꙿто сътворимъ	чꙿто сътворимъ
отъвѣштавъ же ꙇ҃съ рече	отъвѣштавъ же ꙇ҃съ рече
Да пріложитъ г҃ь на въі На въі ї [MASK] сн҃ъі вашѩ	Да пріложитъ г҃ь на въі На въі ї на сн҃ъі вашѩ
ꙁемь҆ꙗ о̑убоꙗ҅ [MASK] и҅ о̑умльча ꙗ҅ко богъ пльтиѭ̑ о̑усь҆пе	ꙁемь҆ꙗ о̑убоꙗ҅ сꙙ и҅ о̑умльча ꙗ҅ко богъ пльтиѭ̑ о̑усь҆пе
се [MASK] третиї день͗ ѥ͑сть пон̑еже ничь͗соже въкоуси	се бо третиї день͗ ѥ͑сть пон̑еже ничь͗соже въкоуси
въꙁь҆мѣте о҄убо о҅ть н҄его талантъ и҅ дадите и҅мѫштоуо҄умоу десꙙть҆ [MASK]	въꙁь҆мѣте о҄убо о҅ть н҄его талантъ и҅ дадите и҅мѫштоуо҄умоу десꙙть҆ талантъ
Ѡтъ [MASK] безаконнеі моіхъ избави мѩ	Ѡтъ въсѣхъ безаконнеі моіхъ избави мѩ
Ц҃р҃ство твое ц҃р҃ствіе вьсѣхъ вѣкъ	Ц҃р҃ство твое ц҃р҃ствіе вьсѣхъ вѣкъ
не семоу ли дрѣводѣл҄и їѡ̑сифоу	не семоу ли дрѣводѣл҄и їѡ̑сифоу
Пѫть сътворі стьѕѫ [MASK] своемоу не поштѩдѩ отъ съмръті д҃шѩ іхъ	Пѫть сътворі стьѕѫ гнѣвоу своемоу не поштѩдѩ отъ съмръті д҃шѩ іхъ
҅Отъвѣштавъ же блаженꙑи҆ їѡ̑на рече [MASK]	҅Отъвѣштавъ же блаженꙑи҆ їѡ̑на рече и҅мъ
г҃и камо идеши	г҃и камо идеши
р к҃҃҃ г	р к҃҃҃ г
то почто нарокомъ	то почто нарокомъ
рече же имъ и҃с	рече же имъ и҃с
чисто [MASK] подобь҆нꙑи҅мъ потекѫтъ а҅ неподобь҆на вь҆ꙁемь҆ѭ̑штии҅хъ въ бол҄ьшѫѭ̑ мѫкѫ вълагаѭ̑тъ	чисто бо подобь҆нꙑи҅мъ потекѫтъ а҅ неподобь҆на вь҆ꙁемь҆ѭ̑штии҅хъ въ бол҄ьшѫѭ̑ мѫкѫ вълагаѭ̑тъ
нъ биѣаше пръси своѩ г҃лѧ	нъ биѣаше пръси своѩ г҃лѧ
ꙇ отъпадъшѧ въскрѣсі пакъи	ꙇ отъпадъшѧ въскрѣсі пакъи
