masked	src
韓大夫知王之老[MASK]太子定	韓大夫知王之老而太子定
寡妻妾減七	寡妻妾減七
皋陶為士	皋陶為士
改元者一	改元者一
亡其地	亡其地
子糾奔魯	子糾奔魯
征行給之	征行給之
諾	諾
而不知也	而不知也
懼甚	懼甚
可以使人說薛公[MASK]善蘇子	可以使人說薛公以善蘇子
太弟[MASK]聞阿里不哥欲襲尊號	太弟亦聞阿里不哥欲襲尊號
是公[MASK]知困而交絕於周也	是公之知困而交絕於周也
則全於君	則全於君
淳于髡言不伐魏者受魏之璧[MASK]也	淳于髡言不伐魏者受魏之璧馬也
孝質皇帝名纘	孝質皇帝名纘
不可不察也	不可不察也
[MASK]異王氏專政所致	災異王氏專政所致
善	善
子曰	子曰
玄齡毎入奏事	玄齡毎入奏事
序夏后氏之序[MASK]	序夏后氏之序也
燕王使使者賀[MASK]金	燕王使使者賀千金
車在馬前	車在馬前
何則後起[MASK]藉也	何則後起之藉也
帝幸董賢	帝幸董賢
尸弁冕而出	尸弁冕而出
天地之[MASK]博也[MASK]也高也明也悠也久也	天地之道博也厚也高也明也悠也久也
獨孤誤我	獨孤誤我
固庸態也	固庸態也
地載萬物	地載萬物
對	對
生之[MASK]固有不死者乎	生之物固有不死者乎
人生而靜天之性[MASK]	人生而靜天之性也
其行本[MASK]立義	其行本方立義
所舉於晉國管庫[MASK]士七十有餘家	所舉於晉國管庫之士七十有餘家
成恢因[MASK]謂韓王	成恢因為謂韓王
明日不雨	明日不雨
道而出	道而出
書之刻石	書之刻石
巢僭號大[MASK]皇帝	巢僭號大齊皇帝
哭曰	哭曰
謂子路	謂子路
曾子問	曾子問
美人清江畔	美人清江畔
迎立	迎立
而愚臣知之	而愚臣知之
李膺初雖廢[MASK]	李膺初雖廢錮
理發乎外	理發乎外
而有其昏禮	而有其昏禮
以此坊民	以此坊民
且宋王之賢惠子[MASK]	且宋王之賢惠子也
需必挫我於[MASK]	需必挫我於王
則民易使也	則民易使也
其以權立	其以權立
汝萬歲後當[MASK]位晉王	汝萬歲後當傳位晉王
召入館	召入館
非喪事不言	非喪事不言
兒童[MASK]卒皆知司馬君實	兒童走卒皆知司馬君實
曰	曰
曰	曰
屬之讎柞	屬之讎柞
浚不聽	浚不聽
殞于車下	殞于車下
若夫安韓魏而[MASK]身相	若夫安韓魏而終身相
趙攻	趙攻
不辭	不辭
未有與焉	未有與焉
不知其墓	不知其墓
之何益	之何益
身處死[MASK]之地非完事也	身處死亡之地非完事也
入[MASK]社稷之臣於秦	入其社稷之臣於秦
心之憂勞形之困苦必[MASK]於癘矣	心之憂勞形之困苦必甚於癘矣
以祈爾爵	以祈爾爵
頓疎懈	頓疎懈
登山臨水兮	登山臨水兮
上嘗指其腹	上嘗指其腹
曰	曰
以待其衰	以待其衰
竊慕大[MASK]之義	竊慕大君之義
以張俊知樞密[MASK]	以張俊知樞密院
時怨急	時怨急
嵆侍中血	嵆侍中血
丞[MASK]斯少子胡亥宦者趙高從	丞相斯少子胡亥宦者趙高從
我不如卿	我不如卿
濮上之事	濮上之事
乃伐薪為炭	乃伐薪為炭
敬秦以為名	敬秦以為名
[MASK]四子者成功而不去	此四子者成功而不去
用騂犢	用騂犢
前有士師	前有士師
可以[MASK]楚益入地也	可以使楚益入地也
斬殺必當	斬殺必當
不能[MASK]天與之天下	不能使天與之天下
喪禮[MASK]其哀不足而禮有餘也	喪禮與其哀不足而禮有餘也
則與趙謀齊	則與趙謀齊
一軍不能當	一軍不能當
又不予卿也	又不予卿也
蔬果幸見嘗	蔬果幸見嘗
唯絞紟衾冒死而后[MASK]	唯絞紟衾冒死而后制
二十曰弱	二十曰弱
固封疆	固封疆
曰	曰
昭[MASK]與彭城君議於王前	昭奚恤與彭城君議於王前
則什己者至	則什己者至
[MASK]仙樓上望君王	望仙樓上望君王
被殺	被殺
則秦伐矣	則秦伐矣
如[MASK]則二主之心可不變	如是則二主之心可不變
以御馬直[MASK]從	以御馬直扈從
有謀立德昭者	有謀立德昭者
回朕車[MASK]復路兮	回朕車以復路兮
陳相見[MASK]行而大悅	陳相見許行而大悅
七日不得告	七日不得告
司馬憙使趙	司馬憙使趙
皆端直軒豁	皆端直軒豁
自彭[MASK]移鎭壽陽	自彭城移鎭壽陽
祿山踞床不拜	祿山踞床不拜
對此結中腸	對此結中腸
戰必勝矣	戰必勝矣
死不屬其[MASK]焉	死不屬其子焉
子云	子云
頓首塗中	頓首塗中
尸在廟門外	尸在廟門外
有子曰然	有子曰然
民以為將拯己於水[MASK]之中也	民以為將拯己於水火之中也
再拜稽首	再拜稽首
召帝觀之	召帝觀之
其死徙[MASK]錮者又六七百人	其死徙廢錮者又六七百人
[MASK]願忠其焉得	雖願忠其焉得
今又走芒卯	今又走芒卯
如此則士民不勞[MASK]故地得	如此則士民不勞而故地得
成帝時假道於[MASK]	成帝時假道於蜀
明[MASK]輕之為重者王	明乎輕之為重者王
此臣之所以為[MASK]王患也	此臣之所以為大王患也
息邪說	息邪說
以著代也	以著代也
皆遣救	皆遣救
不可凌	不可凌
後梁主巋殂	後梁主巋殂
楚王曰	楚王曰
謝方叔作相	謝方叔作相
晉[MASK]二鎭伐燕	晉帥二鎭伐燕
[MASK]維與費禕並爲政	姜維與費禕並爲政
百[MASK]以仁遂焉	百姓以仁遂焉
五年而弑帝	五年而弑帝
照車前[MASK]各十二乘者十枚	照車前後各十二乘者十枚
太子琮立	太子琮立
大將軍孫綝[MASK]其多所難問	大將軍孫綝以其多所難問
益以地	益以地
三卿以周威烈王命[MASK]侯	三卿以周威烈王命爲侯
三首之三	三首之三
吾受命於天	吾受命於天
爲太祖武皇[MASK]	爲太祖武皇帝
當時浣紗伴	當時浣紗伴
大國[MASK]卿不過三命	大國之卿不過三命
蓋懼漢氏[MASK]不血食也	蓋懼漢氏之不血食也
遺令	遺令
舍禮何以哉	舍禮何以哉
塗之[MASK]謹塗炮之	塗之以謹塗炮之
[MASK]蓋欲擊之使隻輪不返	準蓋欲擊之使隻輪不返
桓公友之[MASK]封也	桓公友之所封也
[MASK]琴張曾晳牧皮者孔子之所謂狂矣	如琴張曾晳牧皮者孔子之所謂狂矣
故天下樂伐之[MASK]	故天下樂伐之也
擇其[MASK]者而從之	擇其善者而從之
知之於賢[MASK]也	知之於賢者也
宇縣分割	宇縣分割
[MASK]歌者直己而陳德也	夫歌者直己而陳德也
祿山入朝	祿山入朝
子曰	子曰
曰	曰
易曰	易曰
大禮何如	大禮何如
[MASK]三千大千世界七寶以用布施是人	滿三千大千世界七寶以用布施是人
曰	曰
○	○
陳嬀姓	陳嬀姓
王翦將數十萬之眾[MASK]漳鄴	王翦將數十萬之眾臨漳鄴
西說趙	西說趙
曰	曰
若必筮	若必筮
則揖應侯	則揖應侯
大人不[MASK]其所賢	大人不親其所賢
卿大夫以采蘋為[MASK]	卿大夫以采蘋為節
禽趙歇	禽趙歇
曰	曰
孤敢辭[MASK]子之辱	孤敢辭吾子之辱
見殺	見殺
○	○
何㮚欲率[MASK]民巷戰	何㮚欲率都民巷戰
是謂過矣	是謂過矣
在位三十三年	在位三十三年
[MASK]方入貢道里均也	四方入貢道里均也
奉席	奉席
○	○
而足下迎[MASK]於郊	而足下迎臣於郊
黜王安石從祀	黜王安石從祀
尚賢在晉陽[MASK]下也	尚賢在晉陽之下也
又作大炬	又作大炬
秦王[MASK]不禮焉	秦王政不禮焉
更壹志兮	更壹志兮
從大王於矢[MASK]之閒	從大王於矢石之閒
晉雖以知遠爲行[MASK]都統	晉雖以知遠爲行營都統
韓之事秦也	韓之事秦也
此亦一計也	此亦一計也
大公封於營丘	大公封於營丘
讀罷淚沾襟	讀罷淚沾襟
王許之	王許之
信等乘之	信等乘之
麟以為畜	麟以為畜
君欲成之	君欲成之
惲廉潔無私	惲廉潔無私
楚圍雍氏	楚圍雍氏
四世而緦	四世而緦
卑高已陳	卑高已陳
子謂仲弓曰	子謂仲弓曰
乃微服游[MASK]康衢	乃微服游於康衢
使郭璞筮之	使郭璞筮之
覆三軍	覆三軍
君大夫[MASK]一也	君大夫士一也
捆屨織席	捆屨織席
心不繹	心不繹
節文終遂焉	節文終遂焉
闔門	闔門
發慮	發慮
而以養[MASK]徐知誥往治之	而以養子徐知誥往治之
大敗之	大敗之
新人美如玉	新人美如玉
濡鱉醢[MASK]實蓼	濡鱉醢醬實蓼
當是時	當是時
君葬用輴	君葬用輴
君子不食圂腴	君子不食圂腴
不可以[MASK]其衣	不可以衣其衣
其神玄冥	其神玄冥
今公疾[MASK]魏之運	今公疾攻魏之運
韓王曰	韓王曰
景鯉使人說[MASK]王	景鯉使人說秦王
○	○
兵必大挫	兵必大挫
而夫子觀之	而夫子觀之
人謂之帝羓	人謂之帝羓
言[MASK]得無訒乎	言之得無訒乎
然而甚於相趨者何[MASK]	然而甚於相趨者何也
驂馬誰馬也	驂馬誰馬也
采桑綠水邊	采桑綠水邊
荒於禽色	荒於禽色
不許	不許
三國之不相信[MASK]王之遇	三國之不相信齊王之遇
孝平皇帝名箕子	孝平皇帝名箕子
孔子成春秋	孔子成春秋
毋發屋室	毋發屋室
言罰則不行	言罰則不行
服備[MASK]后容體正	服備而后容體正
田嬰許諾	田嬰許諾
南使至北	南使至北
類可任兮	類可任兮
上旣康復親[MASK]	上旣康復親政
秦王跽曰	秦王跽曰
伯一位	伯一位
後世無稱非知[MASK]	後世無稱非知也
○	○
詔定[MASK]功十八人位次	詔定元功十八人位次
臣雖不佞	臣雖不佞
更相排軋者垂[MASK]年	更相排軋者垂四十年
冠毋免	冠毋免
道者義也	道者義也
大丈夫不能[MASK]食	大丈夫不能自食
弗篤弗措也	弗篤弗措也
願盡其忠	願盡其忠
君出言	君出言
男[MASK]不與同席而坐	男子不與同席而坐
是故君子有[MASK]道	是故君子有大道
斯已矣	斯已矣
故受命[MASK]不辭	故受命而不辭
沛公先破秦[MASK]咸陽	沛公先破秦入咸陽
令齊趙絕	令齊趙絕
太后與王[MASK]表裏	太后與王珪表裏
神有所不通	神有所不通
駕兩龍兮[MASK]螭	駕兩龍兮驂螭
以瞰霧兮	以瞰霧兮
秋冬學羽籥	秋冬學羽籥
削地而賂之	削地而賂之
敎人[MASK]中爲市	敎人日中爲市
曾子問	曾子問
曰	曰
保於會稽之上	保於會稽之上
[MASK]都護及戊己校尉官	罷都護及戊己校尉官
雖欲得請之	雖欲得請之
不樂葆大	不樂葆大
張於[MASK]鳥之所	張於無鳥之所
子曰	子曰
[MASK]人之酢也嚌之	主人之酢也嚌之
俯伏侍取食	俯伏侍取食
則伐趙	則伐趙
韋應物	韋應物
遂不聽	遂不聽
吾[MASK]之好田獵	吾王之好田獵
驅車登古原	驅車登古原
江乙[MASK]魏使於楚	江乙為魏使於楚
曰	曰
舉疾首[MASK]頞而相告	舉疾首蹙頞而相告
今之所謂[MASK]臣古之所謂民賊也	今之所謂良臣古之所謂民賊也
夫藺離石祁[MASK]地曠遠於趙而[MASK]於大國	夫藺離石祁之地曠遠於趙而近於大國
臣請為王言[MASK]	臣請為王言樂
子威烈王午立	子威烈王午立
而后可以為[MASK]	而后可以為人
孟子曰	孟子曰
上丁命樂正	上丁命樂正
則利必附矣	則利必附矣
道[MASK]弘範兵濟潮陽	道張弘範兵濟潮陽
○	○
撫珮衽	撫珮衽
制趙韓之兵	制趙韓之兵
啟戶始出	啟戶始出
龍[MASK]而設日月	龍章而設日月
孤蓬萬里征	孤蓬萬里征
曰	曰
趙王曰	趙王曰
凡為俎者以骨[MASK]主	凡為俎者以骨為主
一箭正墜雙[MASK]翼	一箭正墜雙飛翼
小子行之	小子行之
養老尊賢	養老尊賢
[MASK]有賓後至者	若有賓後至者
孟獻子禫	孟獻子禫
穆穆文王於緝熙[MASK]止	穆穆文王於緝熙敬止
小[MASK]千餘隨之	小星千餘隨之
罔流涕	罔流涕
丹灶初開火	丹灶初開火
鄭姬姓	鄭姬姓
曰	曰
[MASK]復有決大事如廉希憲者矣	無復有決大事如廉希憲者矣
曰	曰
曰	曰
公孫[MASK]為謂楚王	公孫閈為謂楚王
夫三年之喪天下之[MASK]喪也	夫三年之喪天下之通喪也
士之[MASK]將大斂	士之喪將大斂
衆皆從之	衆皆從之
有大志	有大志
戰勝宜陽	戰勝宜陽
若[MASK]欲學法令	若有欲學法令
故有樂	故有樂
[MASK]而與魯君計也	退而與魯君計也
爲郞	爲郞
絳[MASK]惠卿相繼罷	絳與惠卿相繼罷
不義二也	不義二也
聲言欲渡江	聲言欲渡江
使者迷歸路	使者迷歸路
溫人之周	溫人之周
孟子曰	孟子曰
簡不帥教者移之[MASK]	簡不帥教者移之左
昭雎謂景翠	昭雎謂景翠
鶪始鳴	鶪始鳴
君所以得為長[MASK]	君所以得為長者
雖死終[MASK]敢行	雖死終不敢行
春申君曰	春申君曰
天高地下	天高地下
援而止之[MASK]止者是亦不屑去已	援而止之而止者是亦不屑去已
敵不可易	敵不可易
不[MASK]汝曹效之也	不願汝曹效之也
以楚之強	以楚之強
遁逃來奔	遁逃來奔
則遠利也	則遠利也
常袞以欺罔[MASK]	常袞以欺罔貶
宜光武之中興	宜光武之中興
若固有之	若固有之
事欲靜	事欲靜
其取諸民[MASK]不義也	其取諸民之不義也
則[MASK]民足貪也	則其民足貪也
此誰也	此誰也
子安王驕立	子安王驕立
因鬼見帝	因鬼見帝
時[MASK]猶其未央	時亦猶其未央
先拜	先拜
汝能不殺	汝能不殺
公行之計	公行之計
動不過則	動不過則
目眇眇兮[MASK]予	目眇眇兮愁予
甲申[MASK]四分其軍	甲申弘範四分其軍
為之奈何	為之奈何
琦之曾孫	琦之曾孫
敬以愉	敬以愉
子碩曰	子碩曰
松聲晚窗裡	松聲晚窗裡
[MASK]他人則誅之	在他人則誅之
且楚惟無彊	且楚惟無彊
有臣等在	有臣等在
夫子道至大	夫子道至大
此以多[MASK]貴也	此以多為貴也
敵者曰	敵者曰
虜衆多	虜衆多
恐反人[MASK]入於秦	恐反人以入於秦
魏主畏歡	魏主畏歡
范睢曰	范睢曰
人皆[MASK]所不為	人皆有所不為
輕任并	輕任并
孟子曰	孟子曰
兄弟誠立	兄弟誠立
封諸侯	封諸侯
僉曰何憂	僉曰何憂
雖小國之君亦有[MASK]	雖小國之君亦有之
遂	遂
德昭言之	德昭言之
餐六氣而[MASK]沆瀣兮	餐六氣而飲沆瀣兮
曰	曰
壹倡而三歎	壹倡而三歎
[MASK]非素約而謀伐秦矣	又非素約而謀伐秦矣
善	善
歷送諸寺	歷送諸寺
兵多	兵多
此天下之所[MASK]見也	此天下之所明見也
苟犯吾法	苟犯吾法
帝破豨還	帝破豨還
諫行言聽	諫行言聽
○	○
於是[MASK]旄劍戟鼓譟而至	於是旗旄劍戟鼓譟而至
然後[MASK]而刑之	然後從而刑之
誠用客謀	誠用客謀
漢主左[MASK]嬖倖寖用事	漢主左右嬖倖寖用事
齊秦合而涇陽君有[MASK]地	齊秦合而涇陽君有宋地
臣請發張倚	臣請發張倚
六者傅之才	六者傅之才
以成禮節	以成禮節
建信君輕韓熙	建信君輕韓熙
鄉人長於伯兄[MASK]歲則誰敬	鄉人長於伯兄一歲則誰敬
然	然
是謂僭君	是謂僭君
且北有蒙兀	且北有蒙兀
就之而不[MASK]所畏焉	就之而不見所畏焉
即著我人眾[MASK]壽者	即著我人眾生壽者
三使韓魏	三使韓魏
飭君臣之義	飭君臣之義
而三公不[MASK]也	而三公不得也
塞鄳隘	塞鄳隘
公孫弘敬諾	公孫弘敬諾
其進之也	其進之也
希哲之[MASK]世孫也	希哲之四世孫也
曰	曰
客曰	客曰
斬首送建康	斬首送建康
問其僕曰	問其僕曰
自義率祖	自義率祖
兵至梁郭	兵至梁郭
今魏方疑	今魏方疑
自誠明	自誠明
秦稱之	秦稱之
魏因相犀首	魏因相犀首
則百姓田獵	則百姓田獵
歎息未應閑	歎息未應閑
不從流俗	不從流俗
不忍欺紿	不忍欺紿
祇言	祇言
克明峻德	克明峻德
謹壅塞	謹壅塞
白璧百雙	白璧百雙
況乎以[MASK]賢人之招招賢人乎	況乎以不賢人之招招賢人乎
睦於父母[MASK]黨	睦於父母之黨
○	○
以救趙擊秦	以救趙擊秦
毋反魚肉	毋反魚肉
[MASK]應以三十二相觀如來	不應以三十二相觀如來
梁[MASK]高祖武帝至是四世	梁自高祖武帝至是四世
自春徂冬	自春徂冬
齊宣王問曰	齊宣王問曰
爲鄂援	爲鄂援
過眞州	過眞州
臣聞之	臣聞之
號	號
盡晉國	盡晉國
入北地	入北地
慍哀之變也	慍哀之變也
曰	曰
不獲乎上	不獲乎上
齊吳榜	齊吳榜
曰	曰
不許	不許
子[MASK]少委焉以為衍功	子盍少委焉以為衍功
惡乎執	惡乎執
有舉巴蜀[MASK]漢中之心	有舉巴蜀并漢中之心
教不時	教不時
閔王出走於[MASK]	閔王出走於外
虜使其民	虜使其民
而[MASK]無不親附	而百無不親附
歲時以敬[MASK]祀	歲時以敬祭祀
○	○
[MASK]韓秦之兵應齊而攻魏	以韓秦之兵應齊而攻魏
故買妾[MASK]知其姓	故買妾不知其姓
殷[MASK]而殯於祖	殷朝而殯於祖
而利民為本	而利民為本
牋五上	牋五上
討論文籍	討論文籍
長者奉席	長者奉席
君之玉女與寡人共有敝[MASK]	君之玉女與寡人共有敝邑
其若霰	其若霰
[MASK]黑闥自稱漢東王	劉黑闥自稱漢東王
所謂劫主[MASK]失其半者也	所謂劫主者失其半者也
[MASK]欲使子問於孟子	吾欲使子問於孟子
以爭空城	以爭空城
被黃金甲	被黃金甲
御史馬[MASK]貽書邦昌	御史馬紳貽書邦昌
[MASK]炎氣之相仍兮	觀炎氣之相仍兮
士待諾而退	士待諾而退
孰不為守	孰不為守
質而守之	質而守之
更始出奔	更始出奔
為民祈祀山川百[MASK]	為民祈祀山川百源
齊獻魚鹽[MASK]地	齊獻魚鹽之地
弗信於友矣	弗信於友矣
是賈以王之[MASK]國之寶	是賈以王之權國之寶
而蘇[MASK]厲遂不敢入燕	而蘇代厲遂不敢入燕
死者如可作[MASK]	死者如可作也
愁鬱鬱	愁鬱鬱
○	○
敬而無妨些	敬而無妨些
袼之高下可以[MASK]肘	袼之高下可以運肘
為天下笑	為天下笑
太昊伏羲氏風姓	太昊伏羲氏風姓
[MASK]大風覆吾舟	則大風覆吾舟
是非反[MASK]何也	是非反如何也
夫差志復讎	夫差志復讎
乞復用綱	乞復用綱
自子之守阿	自子之守阿
百官進	百官進
乃曰	乃曰
大之不王	大之不王
唐[MASK]獲而斬之	唐人獲而斬之
一時俱起	一時俱起
固知將有[MASK]事	固知將有口事
景殂	景殂
親者皆免	親者皆免
席卷常山之險	席卷常山之險
軍旅歳起	軍旅歳起
其蔽也愚	其蔽也愚
臣請烹	臣請烹
魏者趙之虢[MASK]	魏者趙之虢也
采葑采菲	采葑采菲
攻趙	攻趙
去祖為壇	去祖為壇
子路出	子路出
衣其澣帛	衣其澣帛
已爲李寶所[MASK]	已爲李寶所焚
召張孟談	召張孟談
受命於祖	受命於祖
又期而大祥	又期而大祥
仁言不如仁聲之[MASK]人深也	仁言不如仁聲之入人深也
事覺	事覺
○	○
君王左州侯	君王左州侯
二年	二年
汲井漱寒齒	汲井漱寒齒
公内寵	公内寵
聖人用人	聖人用人
易曰	易曰
南容三復白圭	南容三復白圭
五歲而卒滅燕國而虜[MASK]王喜	五歲而卒滅燕國而虜燕王喜
曰	曰
未幾拂荊扉	未幾拂荊扉
五[MASK]宋帝至上都	五月宋帝至上都
至湖自經死	至湖自經死
則示之以禮	則示之以禮
帝恥[MASK]羽之沒	帝恥關羽之沒
而韓[MASK]迫於秦患	而韓魏迫於秦患
臨喪不哀	臨喪不哀
不能為事者不先量[MASK]國之大小	不能為事者不先量其國之大小
綦屨	綦屨
子言之	子言之
楚王逐張[MASK]於魏	楚王逐張儀於魏
君無為魏計	君無為魏計
遠之事君	遠之事君
曰	曰
夫世祿	夫世祿
實府庫	實府庫
乘早潮而戰	乘早潮而戰
世傑將趨安南	世傑將趨安南
再戰而[MASK]勝秦	再戰而再勝秦
伯林雉經	伯林雉經
趣刻印	趣刻印
南風之薫兮	南風之薫兮
太子果自相	太子果自相
固守踰年	固守踰年
[MASK]道故林相識多	聞道故林相識多
曹操至議	曹操至議
諾	諾
吾合秦楚	吾合秦楚
夫祭[MASK]道孫為王父尸	夫祭之道孫為王父尸
[MASK]堅白同異之辯	爲堅白同異之辯
煬皇帝名廣	煬皇帝名廣
○	○
詩云	詩云
趙王非賢王[MASK]	趙王非賢王也
其可乎	其可乎
塗窮[MASK]遭俗眼白	塗窮反遭俗眼白
舉枉錯諸直	舉枉錯諸直
學生能明一經已上[MASK]皆得補官	學生能明一經已上者皆得補官
夫由[MASK]也見我	夫由賜也見我
願因請公往[MASK]	願因請公往矣
合此五者	合此五者
謹受敎	謹受敎
臣[MASK]見其佳麗	臣竊見其佳麗
子為誰	子為誰
撰[MASK]轡而正策兮	撰余轡而正策兮
聽之	聽之
自猗盧死	自猗盧死
請加檢括	請加檢括
主人不應	主人不應
韓不能守上黨	韓不能守上黨
死者數萬	死者數萬
一簞[MASK]一瓢飲在陋巷	一簞食一瓢飲在陋巷
西面而攻秦	西面而攻秦
復信陵君之命	復信陵君之命
