masked	src
an dá Eoghanacht d'aon-mhéin.	an dá Eoghanacht d'aon-mhéin.
Car in Coimdid & not-carfa [MASK]	Car in Coimdid & not-carfa cách
Meurcuir mar Ceudaoin .i. [MASK].	Meurcuir mar Ceudaoin .i. fourpaid.
Ri secht nimi, rí talman, ardruiri nan-iladbar, imrulaid etronn, fo fecht, [MASK] tribliadan trichat [MASK]	Ri secht nimi, rí talman, ardruiri nan-iladbar, imrulaid etronn, fo fecht, friré tribliadan trichat.
Uad-side forsin fid in ogaim rogab uaide .i [MASK] uilleann.	Uad-side forsin fid in ogaim rogab uaide .i. uilleann.
[MASK] ‘Nucha ragh-sa eim’ ar se [MASK] no gu tuctar a logh dhamh’	— ‘Nucha ragh-sa eim’ ar se ‘no gu tuctar a logh dhamh’
Edad .i. eu.	Edad .i. eu.
Is rand [MASK] ndé etir ríg Eoganachta & ríg Cíarraige & nach forbech bis la ríg Cíarraige [MASK] rígh Locha Léin [MASK] la [MASK] & la ríg & is hoén inna flotaib o rig Locha Léin.	Is rand i ndé etir ríg Eoganachta & ríg Cíarraige & nach forbech bis la ríg Cíarraige do rígh Locha Léin facabar la Cíarraigi & la ríg & is hoén inna flotaib o rig Locha Léin.
Énna Bóguine, [MASK] Cenél mac Bógaine;	Énna Bóguine, ótát Cenél mac Bógaine;
Iriail blíadna.	Iriail blíadna.
Bid romuind raeinfider	Bid romuind raeinfider
‘Is ann sin do [MASK] in scológ [MASK] rabhadur na súile iomda ina cheann & as eadh adubairt:	‘Is ann sin do labhair in scológ go rabhadur na súile iomda ina cheann & as eadh adubairt:
Ocus fuair in téig ar beinn na croise ocus [MASK] fégh crét bhúi innti	Ocus fuair in téig ar beinn na croise ocus ro fégh crét bhúi innti
Asbert iarum Finn fris:	Asbert iarum Finn fris:
‘[MASK] urchur ádhmur urmuisneach ar Comhlúath-ré-gaoith & dúiscigh as an ccodladh draoidheachta ina bfuil sé é [MASK]’	‘Caith urchur ádhmur urmuisneach ar Comhlúath-ré-gaoith & dúiscigh as an ccodladh draoidheachta ina bfuil sé é.’
Marrochuala Demun dub dilgud dothabairt d'Adaum, 'ragsa iarfebai coglé [MASK] n-Euae dorise.	Marrochuala Demun dub dilgud dothabairt d'Adaum, 'ragsa iarfebai coglé dochum n-Euae dorise.
'Gabaid mochomairle nglain '	'Gabaid mochomairle nglain'
Daire Barrach mac [MASK] [MASK] is é ros-ail Mogh Nuadat .i. Eogan mac Mogha Nét.	Daire Barrach mac Catháir Mháir is é ros-ail Mogh Nuadat .i. Eogan mac Mogha Nét.
Cid roleth bith, brigach cuaird, cid dogni suairc sirach [MASK], isindaidchi fririad reb, ocus [MASK] gel cidimthet?	Cid roleth bith, brigach cuaird, cid dogni suairc sirach set, isindaidchi fririad reb, ocus grian gel cidimthet?
Laa mis grene, ésca aes, rith mara cen immarbáes, [MASK] sechtmaine, feili noeb [MASK], iarcertglaine con-imluad.	Laa mis grene, ésca aes, rith mara cen immarbáes, laa sechtmaine, feili noeb n-uag, iarcertglaine con-imluad.
[MASK] [MASK] filid Do didin a n-indligid, Ni mo na lucht cuibrind cland Di neoch tuirmim notuigeand.	Trefocul tacrait filid Do didin a n-indligid, Ni mo na lucht cuibrind cland Di neoch tuirmim notuigeand.
Ocus [MASK] máid fair ocus ro cuired derg-ár a muinntire im Bodbchad mac n-Diarmata Ruanaid lá [MASK] Mártain	Ocus ro máid fair ocus ro cuired derg-ár a muinntire im Bodbchad mac n-Diarmata Ruanaid lá féile Mártain
'Cidmaith t'intliucht, erim [MASK], cid lán raith dochomarle, dul cosincrann [MASK] arbith arnahérbalur.	'Cidmaith t'intliucht, erim ngle, cid lán raith dochomarle, dul cosincrann nilamur arbith arnahérbalur.
‘Buaid n-urchair & amais fort fein & [MASK] fearthinaid’ ar Cormac ‘& maidm re h-Uib Amalgaid mad h-e fearthinaid diubraices in ced-urchar and & comaillther sin [MASK] h-i Deiric & h-i Mail Conairi [MASK] h-i Mithigen o Maig Gamnach bail [MASK] [MASK] da rig .i. Sodelb’	‘Buaid n-urchair & amais fort fein & ar fearthinaid’ ar Cormac ‘& maidm re h-Uib Amalgaid mad h-e fearthinaid diubraices in ced-urchar and & comaillther sin beos h-i Deiric & h-i Mail Conairi & h-i Mithigen o Maig Gamnach bail ar bendaích da rig .i. Sodelb’
'notmairfider immárach; 'Ocus dotrimeicc [MASK] [MASK] cert, hit'chinaid, it'tairimthecht, ocus ár trog, díglach, trén, [MASK] n-írach n-Israhel; 'Ocus roscarad frit'scél ardflaithius macc n-Israhél: t'imthacht friafégad cofír doridnacht Dia do Dauid'Inri scaras gói frifír [MASK] [MASK] clói, glanas anfír, dorat [MASK], deilm n-og, ruc breith primda for Saol.	'notmairfider immárach; 'Ocus dotrimeicc, mod cert, hit'chinaid, it'tairimthecht, ocus ár trog, díglach, trén, forslóg n-írach n-Israhel; 'Ocus roscarad frit'scél ardflaithius macc n-Israhél: t'imthacht friafégad cofír doridnacht Dia do Dauid'Inri scaras gói frifír, congaib clói, glanas anfír, dorat adigla, deilm n-og, ruc breith primda for Saol.
Conidh aire sin tugadh na [MASK] forru .i. Mend & Sal Cholgga,	Conidh aire sin tugadh na leasanmanda forru .i. Mend & Sal Cholgga,
a mheic Buadachain blath-bhuig.	a mheic Buadachain blath-bhuig.
Eochaid Mumo [MASK] día tá?	Eochaid Mumo cidh día tá?
Imrit rompa iarum.	Imrit rompa iarum.
Tug Oisín [MASK] ann sin co raibh fios Fhinn & na gcon agam-sa; & [MASK] [MASK] nír lamus a innisin dóibh gur mé féin Fionn.	Tug Oisín baramhail ann sin co raibh fios Fhinn & na gcon agam-sa; & gidh eadh nír lamus a innisin dóibh gur mé féin Fionn.
Is uadh adúbhrad Satni Senchán [MASK].i. Senchán día rothogaibh [MASK] na h-écsi cenn do fo sceib leg.	Is uadh adúbhrad Satni Senchán Toirpéist .i. Senchán día rothogaibh spirat na h-écsi cenn do fo sceib leg.
Is edh a inde immorro lasin n-Gaidel .i. maith & olc Magnus et [MASK], is i an mét .i. mour et [MASK].i [MASK] is mor [MASK] in bec i gcondeilg neich is lugha.	Is edh a inde immorro lasin n-Gaidel .i. maith & olc Magnus et paruus, is i an mét .i. mour et bec .i. is mor lais-sium in bec i gcondeilg neich is lugha.
‘Ac tra’, [MASK] Ciarán.	‘Ac tra’, ol Ciarán.
Is ed sin ata etargoire lasin filid is conndelg lasin Laitneoir .i. etargaire derrsgaighti a [MASK], ar ni gach etargaire is grad conndeilgi acht etargaire [MASK] a [MASK].	Is ed sin ata etargoire lasin filid is conndelg lasin Laitneoir .i. etargaire derrsgaighti a nderrsgugud, ar ni gach etargaire is grad conndeilgi acht etargaire derrsgoigti a nderrsgugud.
[MASK] tra a chana dligid do Cormac in [MASK] as gach [MASK] do cuig cuigeduibh Eirenn .i. nai fichit bo as gach cuicedh; ro fhoghuil Cormac in cain-sin fo seacht primhtuathaibh na Teamhrach ar [MASK] dith for a mbuaibh & nir fhacaibh laim ar cula [MASK] cen fogail	Tucadh tra a chana dligid do Cormac in bliagain-sin as gach cuicedh do cuig cuigeduibh Eirenn .i. nai fichit bo as gach cuicedh; ro fhoghuil Cormac in cain-sin fo seacht primhtuathaibh na Teamhrach ar dochoidh dith for a mbuaibh & nir fhacaibh laim ar cula aigi cen fogail
Ri Nime, Ri na fer fand [MASK] Ro-m-aince, [MASK] na rigrand, Fear ca fuil fulang na fuath, Ocus cumang na [MASK].	Ri Nime, Ri na fer fand, Ro-m-aince, Rig na rigrand, Fear ca fuil fulang na fuath, Ocus cumang na caemtuath.
Thomaltaig	Thomaltaig
Ro budh aibinn lem [MASK].	Ro budh aibinn lem anocht.
[MASK] muin medon .i. muinél remur laís.	Nó muin medon .i. muinél remur laís.
Teit [MASK] cu Cnoc Raphunn co tech Fiachach	Teit iarum cu Cnoc Raphunn co tech Fiachach
Ocus in tan [MASK] bhatar cum in catha is ann do [MASK] Donn Cuan mac Ceinneidig gu Ceallachan [MASK] [MASK] ár is ann bai inn agaid roime-sin a tigh Uainidi meic Cathail righ Ua Cairbre & ar rochtain do ro ghabh ag fegad na n-Danar & na n-eachtrainn [MASK] do fhailtighset Clanna Eogain oca fhaicsin & do raidset ris a chonnailbhe do chuimnigud Ocus [MASK] geall Ceallachan Ua Conuill [MASK] fein ara cosc isin cait-irghuil & ro [MASK] Donn Cuan sin or ba h-olc [MASK] Clann Eogain d'oirleach & d'uathugad & at-bert [MASK] laidh.	Ocus in tan do bhatar cum in catha is ann do riacht Donn Cuan mac Ceinneidig gu Ceallachan da chabair ár is ann bai inn agaid roime-sin a tigh Uainidi meic Cathail righ Ua Cairbre & ar rochtain do ro ghabh ag fegad na n-Danar & na n-eachtrainn Ocus do fhailtighset Clanna Eogain oca fhaicsin & do raidset ris a chonnailbhe do chuimnigud Ocus do geall Ceallachan Ua Conuill do fein ara cosc isin cait-irghuil & ro fhaem Donn Cuan sin or ba h-olc lais Clann Eogain d'oirleach & d'uathugad & at-bert an laidh.
Batar immorro in slog co dubach [MASK] imon sruth on trath-sin [MASK] trath cetna arnamharach conid annsin rossoiset na druidh fria n-ealaduin druidhechta gur cuirseat in sruth n-a inat [MASK] feibh ro bui roime	Batar immorro in slog co dubach drochmenmnach imon sruth on trath-sin cusin trath cetna arnamharach conid annsin rossoiset na druidh fria n-ealaduin druidhechta gur cuirseat in sruth n-a inat fein feibh ro bui roime
ocus Eogan taidhlius tess focherd cess [MASK] Cliu Máil?	ocus Eogan taidhlius tess focherd cess for Cliu Máil?
Gutta .i. guth fotha .i. fotha in ghota in sein no guth fuiti iarsani fuidhit gotha [MASK]: [MASK] guth seta iarsinni as seta gotha .i [MASK] in litir amal intech legend iarsinni fuires [MASK] in [MASK]: [MASK] [MASK] aite .i. doghniat guth i [MASK]: no guthetait .i. iarsinni doetait guth treothu a n-aenur .i. atat na guthacha it iat-side dourgbad treothu fein & dogniat sillaib a n-aenur.	Gutta .i. guth fotha .i. fotha in ghota in sein no guth fuiti iarsani fuidhit gotha treothu: no guth seta iarsinni as seta gotha .i. in litir amal intech legend iarsinni fuires set in legind: no guth aite .i. doghniat guth i n-aitt: no guthetait .i. iarsinni doetait guth treothu a n-aenur .i. atat na guthacha it iat-side dourgbad treothu fein & dogniat sillaib a n-aenur.
Fedlimid Rechtaidh .i. bretha [MASK] dofoghnaidís dó, uar talio [MASK] aige .i. similis uindcan leg.	Fedlimid Rechtaidh .i. bretha rechta dofoghnaidís dó, uar talio bo aige .i. similis uindcan leg.
Is deniu ráid amal at-bert-sIsin ro [MASK] in t-usce h-i coirmm togaide fo cetoir	Is deniu ráid amal at-bert-sIsin ro soud in t-usce h-i coirmm togaide fo cetoir
Aicme muine .i. Muinten m, Gabal g, n-Grian [MASK], Strur str [MASK] Rigi Aicme [MASK].i. Aru a, Eobul, Uisiu, Erbos, Indiurnn.	Aicme muine .i. Muinten m, Gabal g, n-Grian ng, Strur str, Rigi Aicme ailme .i. Aru a, Eobul, Uisiu, Erbos, Indiurnn.
Ocus ro bídg co mór tríd-sin intí Irgalach as a [MASK] [MASK] ro innis dá mnái	Ocus ro bídg co mór tríd-sin intí Irgalach as a chotlud ocus ro innis dá mnái
Tucad íarum Connla mac Taidg meic Cein [MASK] bratar [MASK] d'Fiachaigh eisein for altram do Cormac; & ro leasaiged ag Cormac in mac-sin [MASK] chain lesaighthi	Tucad íarum Connla mac Taidg meic Cein mac bratar athar d'Fiachaigh eisein for altram do Cormac; & ro leasaiged ag Cormac in mac-sin fo chain lesaighthi
a [MASK] uallach adhluinn cuich é h'athar.	a inghion uallach adhluinn cuich é h'athar.
‘In coscar do breith mar rucais [MASK] ocus nem thall do ghait fort	‘In coscar do breith mar rucais anallana ocus nem thall do ghait fort
Neach genes hi mac Máirt, [MASK] dia breith, bid imdai a hana for [MASK], [MASK] ba trén a chumachta, bid súaircc la mná & la conu.	Neach genes hi mac Máirt, bádugh dia breith, bid imdai a hana for mincheathra, ní ba trén a chumachta, bid súaircc la mná & la conu.
Caiti int eurland saorda foghapar [MASK] aiccned?	Caiti int eurland saorda foghapar conid aiccned?
Solam basúi [MASK] máil frifoglaim écnai imláin [MASK] 'coadrad, nidal cenbríg, rohuc hed docach ardríg.	Solam basúi saigtis máil frifoglaim écnai imláin, 'coadrad, nidal cenbríg, rohuc hed docach ardríg.
Ocus ro fiarfaig dono co sunnradach do bráthair óc dó [MASK] búi i n-daltus Chomgaill [MASK] fodera a foruaisliugud in [MASK] seo ocus a mélachtnugud ó Fiachna mhac Bhaetáin	Ocus ro fiarfaig dono co sunnradach do bráthair óc dó ro búi i n-daltus Chomgaill cid fodera a foruaisliugud in mheince seo ocus a mélachtnugud ó Fiachna mhac Bhaetáin
Cis lir aicme ogaim?	Cis lir aicme ogaim?
Etargoire [MASK] persainde .i. me [MASK], tu budein se budein, sib budein, sinde budeisin, siphsi badeisin, siadsum padeisin.	Etargoire incoisg persainde .i. me budein, tu budein se budein, sib budein, sinde budeisin, siphsi badeisin, siadsum padeisin.
Da mac Dunagaig, mic Cobthaig, Loingsech, [MASK] Draignen, a quo h-Ua Draignen, Ceandfaelad, mac Find, mic Tresaig [MASK] mic [MASK], mic Dunadaig.	Da mac Dunagaig, mic Cobthaig, Loingsech, ocus Draignen, a quo h-Ua Draignen, Ceandfaelad, mac Find, mic Tresaig, mic Draignen, mic Dunadaig.
Ri roáen, rothroisc [MASK].	Ri roáen, rothroisc coglé.
[MASK] indénlaith án, congaib glerath cheol comlan, cenaurchra [MASK] corogud rath, dothorud no duilerad.	Forsasaid indénlaith án, congaib glerath cheol comlan, cenaurchra, corogud rath, dothorud no duilerad.
Badamair a hainm side.	Badamair a hainm side.
‘Airis ocum-sa, a ríg, [MASK] ol sí, ‘& ná tuc h'aire re fígisib aidche & [MASK] úamnaigther trithu, ar atát Conaill & Eógain & Airgíalla [MASK] clann [MASK] & [MASK] [MASK] Sláine & cetheóra fine Temrach imut anocht isin tigsi; & airis for céill,’ ol sí.	‘Airis ocum-sa, a ríg,’ ol sí, ‘& ná tuc h'aire re fígisib aidche & nárot úamnaigther trithu, ar atát Conaill & Eógain & Airgíalla & clann Colmáin & síl Áeda Sláine & cetheóra fine Temrach imut anocht isin tigsi; & airis for céill,’ ol sí.
Rogab rígi, réim n-achtach [MASK]	Rogab rígi, réim n-achtach.
Secht maic Blathmaic Meschar, Rechtabra, Causantin, Fland Fer trí, Dúnchad, Inrechtach, [MASK] Bairche [MASK]	Secht maic Blathmaic Meschar, Rechtabra, Causantin, Fland Fer trí, Dúnchad, Inrechtach, Béc Bairche.
Is cinel eimh, uair techtaid tri gneithi [MASK]	Is cinel eimh, uair techtaid tri gneithi.
Ba marba [MASK] na ríg-se .i. Blathmac ocus Diarmait i n-dechmad bliadain a flatha .i. Blathmac do'n buidechair i Caladh Truim i [MASK]	Ba marba tra na ríg-se .i. Blathmac ocus Diarmait i n-dechmad bliadain a flatha .i. Blathmac do'n buidechair i Caladh Truim i m-Buaighnib
cloíim	cloíim
a Lochlonnaicc na lann n-glas [MASK] Cheallachán an fhuilt fhinn.	a Lochlonnaicc na lann n-glas do Cheallachán an fhuilt fhinn.
est deus salúitis.	est deus salúitis.
Adeirim-si rit-sa [MASK] rí tic is tír si, cach [MASK] tic ar Érinn, ní hé grind do-chím-si.	Adeirim-si rit-sa cach rí tic is tír si, cach réim tic ar Érinn, ní hé grind do-chím-si.
Ro soich Senchán iar sin co Clúain Ferta & fúabrais troscud [MASK] chétóir for [MASK].i. glámadh digcenn & aera do dhénum dó co túarcaibh Brénaind cenn in oidhchIsin dí [MASK] céili Dé bói isin baile ar nír'mhair Brénaind in [MASK] sin & at-bert [MASK]:	Ro soich Senchán iar sin co Clúain Ferta & fúabrais troscud fa chétóir for Brénaind .i. glámadh digcenn & aera do dhénum dó co túarcaibh Brénaind cenn in oidhchIsin dí araile céili Dé bói isin baile ar nír'mhair Brénaind in inbhuidh sin & at-bert Brénaind:
blaisedh in mal	blaisedh in mal
sech nem.	sech nem.
Atat dano di ernail forsin beithi-luis-nin in [MASK].i. feadha & taebomnai.	Atat dano di ernail forsin beithi-luis-nin in oghaim .i. feadha & taebomnai.
n-aimsir Conchobair mic Neassa . Persu do Ferchertne Tucait a [MASK] du breith aesa faind & boirb [MASK] seis.	n-aimsir Conchobair mic Neassa. Persu do Ferchertne Tucait a denma du breith aesa faind & boirb for seis.
Tuc in fomóir tairring eile air-sean, gur bhúail a cheand [MASK] mhullach na bruighne don taobh astigh [MASK]	Tuc in fomóir tairring eile air-sean, gur bhúail a cheand ar mhullach na bruighne don taobh astigh.
Is ann-sin atbert Cormac ra Cithruadh [MASK] a pupla do shadhud	Is ann-sin atbert Cormac ra Cithruadh fern a pupla do shadhud
Cach tan tiaghait na foucail sech a n-inde toirne [MASK] co ni nach ni is [MASK] inntib: no [MASK] i in airbert focail aithnigte eile ar an focal anaithnigte .i. tinscetol no [MASK] no comad i a n-airbert réim dia rosuigidh [MASK] foucail ut.	Cach tan tiaghait na foucail sech a n-inde toirne amach co ni nach ni is inde inntib: no comad i in airbert focail aithnigte eile ar an focal anaithnigte .i. tinscetol no tosach no comad i a n-airbert réim dia rosuigidh na foucail ut.
[MASK] Líag Dá mac déc Cheinnéidig [MASK] meic Lorcáin meic Lachtna láin, indésad dáib madh áil libh amhail fúaradar oidhidh.	Mac Líag Dá mac déc Cheinnéidig cháid meic Lorcáin meic Lachtna láin, indésad dáib madh áil libh amhail fúaradar oidhidh.
Dogabad Deagad na thaigh [MASK] Dúach aga dhearbbrathair ocus do dallad co dían in [MASK] sin gér' dhrochíall.	Dogabad Deagad na thaigh ic Dúach aga dhearbbrathair ocus do dallad co dían in Deagad sin gér' dhrochíall.
[MASK] mor domgáes hifus triabáes nach dotromarbus '	rombái mor domgáes hifus triabáes nach dotromarbus'
Pa do Ephradaiph a bunadus & ba go hEceptacta rofaoided, [MASK] iss [MASK] batar a tusdige & pa hand ron-alt.	Pa do Ephradaiph a bunadus & ba go hEceptacta rofaoided, fobith iss and batar a tusdige & pa hand ron-alt.
Tic in baintrebthach [MASK] Aena d'accáine in imnid-sin ris	Tic in baintrebthach d'innsaigid Aena d'accáine in imnid-sin ris
Ocmolad Dauid, delm n-uag [MASK] sech Saúl, sech inmorslúag, babind acéol ngrinngel nglé innan-ingen [MASK].	Ocmolad Dauid, delm n-uag, sech Saúl, sech inmorslúag, babind acéol ngrinngel nglé innan-ingen n-Ebraidé.
ro-gab for gasrad Gaílían?	ro-gab for gasrad Gaílían?
Tinólsat deimni teclae.	Tinólsat deimni teclae.
Sassad bocht dichor cecha doccumla [MASK] cecha trógi	Sassad bocht dichor cecha doccumla airchisecht cecha trógi
'Aitheach mé chuartaigheas mórán don domhan [MASK] ar sé, ‘& do chuala do chlú-sa & h'alladh & h'oirdearcus [MASK] mbélaibh súadh & seanchaidae & lucht [MASK] léags & [MASK] innisin oinigh ar caslibh & raite maithusa ré fleadhuibh, & fós do chuala-sa gur do na daoinuibh dob fhearr fó thuilleadh & fá thuarustal [MASK] fá mhaon & fá mhaithusa dá [MASK] 'sa domhan tú & nár [MASK] aondhuine ariamh & nár chaínis aonn-duine ariam, & [MASK] in [MASK] sin tánac-sa d'iarraidh maoine & maithiusa fort-sa, a Fhinn mic [MASK].’	'Aitheach mé chuartaigheas mórán don domhan’ ar sé, ‘& do chuala do chlú-sa & h'alladh & h'oirdearcus a mbélaibh súadh & seanchaidae & lucht léighti léags & leabhpur innisin oinigh ar caslibh & raite maithusa ré fleadhuibh, & fós do chuala-sa gur do na daoinuibh dob fhearr fó thuilleadh & fá thuarustal, fá mhaon & fá mhaithusa dá raibhe 'sa domhan tú & nár diultuis aondhuine ariamh & nár chaínis aonn-duine ariam, & ar in adhpur sin tánac-sa d'iarraidh maoine & maithiusa fort-sa, a Fhinn mic Cumhaill.’
Ni ansa.	Ni ansa.
ab ar gach maer ar gach m-baili suaitreach gacha tighe [MASK]	ab ar gach maer ar gach m-baili suaitreach gacha tighe.
[MASK] itat adbai nangaeth baeth balnai imrát fricachmbruach?	Cairm itat adbai nangaeth baeth balnai imrát fricachmbruach?
‘Tiucfa lóegh co néimh órdai fair isin aenach’, [MASK] [MASK] drái, ‘& in macc díbh ghebhus in laegh is é [MASK] in righi dit éis’.	‘Tiucfa lóegh co néimh órdai fair isin aenach’, or in drái, ‘& in macc díbh ghebhus in laegh is é ghebis in righi dit éis’.
Fecht and [MASK] Brenaind a h-iarthar Erenn do saigthin Brigte co [MASK] Liphfe uair ba machtad laisin clú bói [MASK] Brigit i fertaib ocus im mírbulib	Fecht and tanic Brenaind a h-iarthar Erenn do saigthin Brigte co Mag Liphfe uair ba machtad laisin clú bói for Brigit i fertaib ocus im mírbulib
Feargus Bót Tar Bregaibh .i. tene [MASK] Bregaibh, nam [MASK] tene .i. teine tug tar Magh Bhregh gurus-loisc.	Feargus Bót Tar Bregaibh .i. tene tar Bregaibh, nam bót tene .i. teine tug tar Magh Bhregh gurus-loisc.
Ni ansa.	Ni ansa.
[MASK] dilmain uadaib 'nandirmaib, 'nammorsluagaib, samlaid dochotar forfecht cosetaib amraib Egept.	Roleicset dilmain uadaib 'nandirmaib, 'nammorsluagaib, samlaid dochotar forfecht cosetaib amraib Egept.
[MASK] As i so’ arsiat	‘As i so’ arsiat
Feughthar dono a n-ilar na delpa-sai fon gcuma cetnai [MASK]. fir a n-ainmniugud, na fir a tuarusgbail, it fir a incosg, na fer a selpad, dona feraibh a danad, uair ainmniugud ag ainmnechad, geinitil ag selpad, tobarthid ag tinnlocud, [MASK] ag faicsin, togarmann ag gairm [MASK] foxla [MASK] dibail [MASK] ag [MASK], sic in sequentibus: fer didiu eba a fidh an anma, e a guta, dialt a [MASK] [MASK]	Feughthar dono a n-ilar na delpa-sai fon gcuma cetnai .i. fir a n-ainmniugud, na fir a tuarusgbail, it fir a incosg, na fer a selpad, dona feraibh a danad, uair ainmniugud ag ainmnechad, geinitil ag selpad, tobarthid ag tinnlocud, ainsid ag faicsin, togarmann ag gairm, foxla ag dibail no ag fagail, sic in sequentibus: fer didiu eba a fidh an anma, e a guta, dialt a deach.
Do Dauíd centressi tra sluinnit seissi senchassa, fricethrachait mbliadan mbalcc roríaglad [MASK].	Do Dauíd centressi tra sluinnit seissi senchassa, fricethrachait mbliadan mbalcc roríaglad afollomnacht.
duit a ua Chathail cloidhmheigh [MASK]	duit a ua Chathail cloidhmheigh.
Foidit atechtairecht trúag co Saúl is co Samúal, dus infogebdais nert [MASK], nos-ainsed [MASK] n-Ammón.	Foidit atechtairecht trúag co Saúl is co Samúal, dus infogebdais nert n-óg, nos-ainsed forslúag n-Ammón.
At-bert-sum ba Conán a [MASK], úair [MASK] Conán anmum in chédmic buí ocum-sa & ro ráidiu-sa fris cúairt [MASK] do thabairt & a thecht a cind blíadna dom shaigid féin.	At-bert-sum ba Conán a ainm, úair ba Conán anmum in chédmic buí ocum-sa & ro ráidiu-sa fris cúairt Bretan do thabairt & a thecht a cind blíadna dom shaigid féin.
[MASK] [MASK] slogh na crich-sin leo a crich Eoganachta Locha Lein & [MASK] creachsat an crich Ocus rucsat na creacha-sin leo a Muscraidhi & rucsat na h-Eoganachta orro ann & do marbad ri Eoganachta ann Aed mac Scannail & d'Eoganacht & tucsat na crecha cetna leo cu [MASK] righ Aesa h-Isde & tucsat geill doibh & tancatar fein leo i crich Iarmuman a [MASK] Irrais Ocus tuc Conghal mac Annrathain ri [MASK] deabaid do thosach [MASK] t-sloig & do [MASK] C C.	Ocus rucsat slogh na crich-sin leo a crich Eoganachta Locha Lein & do creachsat an crich Ocus rucsat na creacha-sin leo a Muscraidhi & rucsat na h-Eoganachta orro ann & do marbad ri Eoganachta ann Aed mac Scannail & d'Eoganacht & tucsat na crecha cetna leo cu da righ Aesa h-Isde & tucsat geill doibh & tancatar fein leo i crich Iarmuman a n-Aes Irrais Ocus tuc Conghal mac Annrathain ri Irrais deabaid do thosach in t-sloig & do marbad C C.
Cros Chríst isin chentar	Cros Chríst isin chentar
‘Ni h-edh bhías ann’, or in cleirech, ‘acht béra-su mac de, [MASK] bérat-sa in bradán lium, & [MASK] fethla lium de [MASK] & berair-siu mac díachinn & forberait a bhrithriu, & bidh lía rí [MASK] for Erinn [MASK] óna macaibh aile.’	‘Ni h-edh bhías ann’, or in cleirech, ‘acht béra-su mac de, & bérat-sa in bradán lium, & dogéntar fethla lium de, & berair-siu mac díachinn & forberait a bhrithriu, & bidh lía rí uadh for Erinn innás óna macaibh aile.’
Mathráin	Mathráin
O gein Crist [MASK] cétlach cét mbla [MASK] cohár cetach nacethra mili fonóibriaguil recht acht dioenbliadain deec.	O gein Crist, cétlach cét mbla, cohár cetach nacethra mili fonóibriaguil recht acht dioenbliadain deec.
‘[MASK] a gille cia fil isin carput ar is fogur charpait fó rig indso [MASK]	‘Fég a gille cia fil isin carput ar is fogur charpait fó rig indso’
‘In crecfa in chumail? [MASK]	‘In crecfa in chumail?’
