masked	src
Is d[_]-asnedi immurro farsinge ⁊ lethet na flatha[_]ne[_]da arin t-én as luathiu lúa[_]a[_]n for bith ní thairse[_] dó tóichell richid o[_]tossuch domai[_] coa dered	Is di-asnedi immurro farsinge ⁊ lethet na flatha nemda arin t-én as luathiu lúamain for bith ní thairsed dó tóichell richid o tossuch domain coa dered
At-connaic[_]triar c[_]uigi ⁊ tri cinn ina lamhuibh ⁊ do f[_]iafraigset do Cellacha[_]n cuich iat.	At-connaic triar chuigi ⁊ tri cinn ina lamhuibh ⁊ do fhiafraigset do Cellachain cuich iat.
a súi slan is a senoi[_].	a súi slan is a senoir.
Dia roráined l[_]is lín slog bái[_]focu[_]achtu[_]clannmór, diatuc i[_]mnái dorímid, diaromarb atrénmílid.	Dia roráined lais lín slog bái focumachtu clannmór, diatuc inmnái dorímid, diaromarb atrénmílid.
Banba a sleib Miss [_]o[_]na shluagaib siriuc [_]uislech [_]ótla in Ebl[_]nne asnac h-Eriu in Uisnrich	Banba a sleib Miss co na shluagaib siriuc tuislech Fótla in Eblinne asnac h-Eriu in Uisnrich
T[_]í céd bai[_]ghen co ma trí, [_]íos [_]airprIsin don airdrí gacha bliadhna, líth gan locht, 'sa adh[_]acadh coa a[_]dport.	Trí céd bairghen co ma trí, cíos CairprIsin don airdrí gacha bliadhna, líth gan locht, 'sa adhlacadh coa ardport.
Oc[_]s ra fácaib ann s[_]n í ar chrois i b-farrad na h-ec[_]ilse	Ocus ra fácaib ann sin í ar chrois i b-farrad na h-ecailse
Ní coemhnag[_]ir ní fón samai[_] sin.	Ní coemhnagair ní fón samail sin.
Dia [_]il,[_]tuistid dítnidi nandúla ndelbda ndegrach, ronsoera a[_]gliphiti nandemna[_]in-Iffurnn enga[_]h.	Dia dil, tuistid dítnidi nandúla ndelbda ndegrach, ronsoera argliphiti nandemna in-Iffurnn engach.
‘Do chluin[_]m tairm ⁊ trea[_]han in fomhóir ag teacht a[_] in fhairge fo[_]thuaith.’	‘Do chluinim tairm ⁊ treathan in fomhóir ag teacht ar in fhairge fo thuaith.’
[_]t e coic gne in berla tobaidi .[_]. berla Fene[_]⁊ fa[_]aige na fi[_]ed ⁊ [_]erla etarsgarta ⁊ be[_]la forttide na filed triasa n-ag[_]illit cach dib a chele ⁊ iarmberla amal rogab[_] .i. ruin.	It e coic gne in berla tobaidi .i. berla Fene ⁊ fasaige na filed ⁊ berla etarsgarta ⁊ berla forttide na filed triasa n-agaillit cach dib a chele ⁊ iarmberla amal rogab: .i. ruin.
Forsna, ⁊ fona, triasna, [_]sna, sech na mn[_] a lorga fuach: o,[_]do, sech, for[_] in[_] is ben a dialt n-etarlemi.	Forsna, ⁊ fona, triasna, isna, sech na mna a lorga fuach: o, do, sech, for, in, is ben a dialt n-etarlemi.
Lorcc .i. cui[_]él.	Lorcc .i. cuigél.
Go[_]gair an Unius la [_]onnachta frioa andes.	Gongair an Unius la Connachta frioa andes.
Roatlaig Iacob á[_].	Roatlaig Iacob án.
go Persiaibh dá [_]réan-Tormuinn Fuarloch[_]annaicc calma an ch[_]ain.	go Persiaibh dá tréan-Tormuinn Fuarlochlannaicc calma an chuain.
Téit íarum ⁊ ferait fáilti fri Congal ⁊ [_]o innis [_]óib aithes[_] in ríg ⁊ ba[_]maith leó.	Téit íarum ⁊ ferait fáilti fri Congal ⁊ ro innis dóib aithesc in ríg ⁊ ba maith leó.
Di[_]tánic Dauid andess dar Iordanan, nirb'imchres[_] tárnactar 'nadáil cenlén slóig[_]Iuda, sló[_]g Is[_]ahél.	Diatánic Dauid andess dar Iordanan, nirb'imchres, tárnactar 'nadáil cenlén slóig Iuda, slóig Israhél.
[_]echt dochóidh Cet mac Mag[_]ach a coigedh Ulad.	Fecht dochóidh Cet mac Maghach a coigedh Ulad.
Is dó at-chúa[_]d an scél-sa ia[_] fír co nach[_]raib nech 'na imsním Fin[_]én [_]aige Bile bá[_]n ro baí ac acalláim Tuain	Is dó at-chúaid an scél-sa iar fír co nach raib nech 'na imsním Finnén Maige Bile báin ro baí ac acalláim Tuain
cech a n-dénaim da[_]h is m[_] ifern dona daér[_]dubh dall.	cech a n-dénaim damh is mo ifern dona daér dubh dall.
bect[_]for righ	bect for righ
Patricius: ‘A mo Choimdiu is tú conn[_]cc in Isat c[_]umachtu[_]attát	Patricius: ‘A mo Choimdiu is tú connicc in Isat chumachtu attát
Forb[_]s[_]ch, mac Anmchada, a quo Muinnter Lorcain, ocus Mic [_]e[_]llaig, ocus h-Ua Findachtaig, ocus h-Ua Coscraid, ocu[_] h-Ua Maenaig,[_]ocus h-Ua Conn[_]chtain, ocus[_]h-Ua Chanain,[_]ocus [_]-Ua Maelduib.	Forbusach, mac Anmchada, a quo Muinnter Lorcain, ocus Mic Ceillaig, ocus h-Ua Findachtaig, ocus h-Ua Coscraid, ocus h-Ua Maenaig, ocus h-Ua Connachtain, ocus h-Ua Chanain, ocus h-Ua Maelduib.
‘Cid as áil l[_]t[_]sa de sidhe?’ arin ben.	‘Cid as áil let-sa de sidhe?’ arin ben.
Boí-si íarum oc[_]taircetul derid[_] an betha ann beus, ⁊ oc[_]tairngire cech uilc [_]o[_]íad [_]nn, ⁊ cech teadma [_] gach díglau; coníd ann[_]rocachain an laíd-se sís:	Boí-si íarum oc taircetul deridh an betha ann beus, ⁊ oc tairngire cech uilc nobíad ann, ⁊ cech teadma ⁊ gach díglau; coníd ann rocachain an laíd-se sís:
‘Aon do laeith[_]bh d[_] chuadhus-sa ⁊ maithe n[_] féine maille friom ó Theamhair Luachr[_] amach, ⁊ ní fuaramur do sheilg nó do fhi[_]dach an lá sin acht aon-agh allaidh a[_]ái[_]; ⁊ do bruitheadh hí ⁊ tucadh ar mo[_]béluibh-s[_] dá roin[_] h[_]; ⁊ nír fágbhadh[_]a[_]um-sa di fá[_]de[_]ig acht mad ao[_]-cholpa amáin; ⁊ táinic Gota[_]Gaoithe asteach ⁊ do iarr in colpa orm-sa, ⁊ do fiafraig[_]us-sa de créad fár ia[_]r[_]sé an colpa [_] gan do bhiadh agum-sa acht é.	‘Aon do laeithibh do chuadhus-sa ⁊ maithe na féine maille friom ó Theamhair Luachra amach, ⁊ ní fuaramur do sheilg nó do fhiadach an lá sin acht aon-agh allaidh amáin; ⁊ do bruitheadh hí ⁊ tucadh ar mo béluibh-sa dá roind hí; ⁊ nír fágbhadh agum-sa di fá deóig acht mad aon-cholpa amáin; ⁊ táinic Gota Gaoithe asteach ⁊ do iarr in colpa orm-sa, ⁊ do fiafraighus-sa de créad fár iarr sé an colpa ⁊ gan do bhiadh agum-sa acht é.
A hairpert dan[_] a tapa[_]rt four ni nach inde,	A hairpert dano a tapairt four ni nach inde,
Iss ed ro ráid i[_] rí ar taba[_]rt in fhorgaim inn:	Iss ed ro ráid in rí ar tabairt in fhorgaim inn:
Énn[_] Bóguine, ót[_]t Cenél mac Bógaine;	Énna Bóguine, ótát Cenél mac Bógaine;
Rí thanic donim nerta [_]iaro[_]t ch[_]rp ndóinachta, [_]ó cech mbríg ardeseirc ndil, dothesargain sil Adai[_].	Rí thanic donim nerta diaroet chorp ndóinachta, mó cech mbríg ardeseirc ndil, dothesargain sil Adaim.
Ri osduilib thar[_][_]a gréin, rí ósf[_]dumnaib aicgéin, ri tess, t[_]aid[_] tíar ocus tair, fris níderntar immargail.	Ri osduilib thargca gréin, rí ósfudumnaib aicgéin, ri tess, tuaid, tíar ocus tair, fris níderntar immargail.
At-conaicset inds[_]n airrthiur da dam al[_]aid rempu co fhen etar[_][_] ⁊ in corp and	At-conaicset indsin airrthiur da dam allaid rempu co fhen etarru ⁊ in corp and
Iarsin roi[_]chlói inscel.	Iarsin roimchlói inscel.
Eirge[_]s Mogh[_]Ruith m[_]it[_]n mhoch ⁊ doni timna celeaburta ⁊ gabuidh lamha ar imthecht	Eirgeas Mogh Ruith maiten mhoch ⁊ doni timna celeaburta ⁊ gabuidh lamha ar imthecht
Dogní Eochaid Fe[_]lech anfir f[_]atha ar [_]indi [_]a[_] Connrach iar sin cur cuir a ndithriub Condacht é ⁊ cuiris Medhbh a [_][_]inadh rí[_]h a Cruáchain con[_]starla do Meidhbh ⁊ do Thindi co mba céledach iar céi[_] mháir 'na[_]diáig s[_]n conidh a[_]Cruachain dognítea áenuig Erenn	Dogní Eochaid Fedlech anfir flatha ar Tindi mac Connrach iar sin cur cuir a ndithriub Condacht é ⁊ cuiris Medhbh a n-inadh rígh a Cruáchain conustarla do Meidhbh ⁊ do Thindi co mba céledach iar céin mháir 'na diáig sin conidh a Cruachain dognítea áenuig Erenn
‘Da nam-særtha-su [_]on fognum h-it[_] ropa dam[_]cristaide	‘Da nam-særtha-su don fognum h-itú ropa dam cristaide
Indlius do dial[_], [_]r ni b[_] ault and: no alt ai[_]centa[_]a n-inad ailt tsaorda no alt saorda a n[_]inad ailt aiccenta: no [_]u[_]dlius ⁊ dilius, c[_]itche[_]d et indlius ⁊ Alta ruidlius do ault filidechta .i. aisti.	Indlius do dialt, ar ni bi ault and: no alt aiccenta a n-inad ailt tsaorda no alt saorda a n-inad ailt aiccenta: no ruidlius ⁊ dilius, coitchend et indlius ⁊ Alta ruidlius do ault filidechta .i. aisti.
Doformaighet alaile dano a tri frisna hiIsin a di[_][_]bhail .[_]. den fir; ⁊ [_] thuarascb[_]il .i. in fer; ⁊ a t[_]stidi[_]in fir: a[_]h[_] is inunn a dhighbhail ⁊ a fhoxlaidh; [_]s inund a thuarascbhail ⁊ a inchosc; is inu[_]d a thuistiudh ⁊ [_] shelbhad.	Doformaighet alaile dano a tri frisna hiIsin a dighbhail .i. den fir; ⁊ a thuarascbail .i. in fer; ⁊ a tustidi in fir: acht is inunn a dhighbhail ⁊ a fhoxlaidh; is inund a thuarascbhail ⁊ a inchosc; is inund a thuistiudh ⁊ a shelbhad.
Atciat [_]n soillsi moir iarsin ⁊ te[_]uit f[_]n solus[_]co bhfacadar in da fer dec ic denumh a n-irnai[_][_]hi, acas ni bai soil[_]si acu acht grianghn[_]is caich fri araili dibh.	Atciat in soillsi moir iarsin ⁊ tecuit fon solus co bhfacadar in da fer dec ic denumh a n-irnaigthi, acas ni bai soillsi acu acht grianghnuis caich fri araili dibh.
Ba format la[_]d[_]mun inni-sin co ro ben-sede mac in duine ut o galar thro[_]m [_]o n-epil de	Ba format la demun inni-sin co ro ben-sede mac in duine ut o galar thromm co n-epil de
‘Dober[_]ar do-sum sin[_]uili’ ar fir Muman	‘Dobertar do-sum sin uili’ ar fir Muman
Uaim do rind ‘Dondch[_]d na ndrec[_]’	Uaim do rind ‘Dondchud na ndrech’
t[_]nic iarum[_]h-i Tír n-Eog[_]in conid[_]annsin ro gell Patraic ⁊ Sech[_]all a log fri M[_]iredach m[_]c Eogain dia n-airaled for a athair cretem do Dia	tanic iarum h-i Tír n-Eogain conid annsin ro gell Patraic ⁊ Sechnall a log fri Muiredach mac Eogain dia n-airaled for a athair cretem do Dia
'marosárugus dosmacht moben for[_]m[_]roaslacht'	'marosárugus dosmacht moben forom roaslacht'
Cotarsna int [_]gaim remu[_] .i. [_]airsem [_]o fid i nderid in anma, a tosach do scribenn iarna fedaib di[_]sib .i. [_]ael R .i. ruis.	Cotarsna int ogaim remut .i. tairsem fo fid i nderid in anma, a tosach do scribenn iarna fedaib dilsib .i. Mael R .i. ruis.
Rí Roirsca[_]t isroglan tempul sóer segd[_]: tegdais dil deoda Dé bí, bid teg[_]n-amra n-a[_]rna[_]gthi.	Rí Roirscart isroglan tempul sóer segda: tegdais dil deoda Dé bí, bid teg n-amra n-aurnaigthi.
[_]s[_]ann dí [_]ethnaigis in m[_]ir fochedoír, ⁊ toirnit f[_]icheda na saebhcoire [_] sin amach riamh ⁊ nir-irchoítigset do neoch eile.	Is ann dí fethnaigis in muir fochedoír, ⁊ toirnit feicheda na saebhcoire ó sin amach riamh ⁊ nir-irchoítigset do neoch eile.
Dosaídh Enna gai trít in[_]filid[_]ann, ⁊ d[_]ríghne gaire[_]de, co n-debhradar ind fir:	Dosaídh Enna gai trít in filid ann, ⁊ doríghne gaire de, co n-debhradar ind fir:
Failbe Fa[_]cho[_]rthech, issed cétna duine lér' togbadh [_]oirthi cloch artús a n-Eirinn[_]do sádha a coicri[_]h.	Failbe Falchoirthech, issed cétna duine lér' togbadh coirthi cloch artús a n-Eirinn do sádha a coicrich.
Is[_]sraigell do esorgain	Is sraigell do esorgain
Ocus iss ed ro rá[_]d:	Ocus iss ed ro ráid:
‘A macaoimh’ ar sí, [_][_]s dóigh liom, an aontumha[_]fa[_]a [_]na bfuilim-si gur duit-si atá a ndán a [_]aitheamh fá dheireadh.’	‘A macaoimh’ ar sí, ‘is dóigh liom, an aontumha fada ina bfuilim-si gur duit-si atá a ndán a caitheamh fá dheireadh.’
Doronadh comhairli a[_] fe[_]ai[_]h Mumhan fri[_]in re sin ⁊ ro chindset gach aen dibh no gebhu[_]h do laimh	Doronadh comhairli ag feraibh Mumhan frisin re sin ⁊ ro chindset gach aen dibh no gebhudh do laimh
‘Misi do mac,’ [_]l sé, [_]a [_]ígan, ⁊ is mé do-deachaid úa[_]t do fhoglaim gaisci[_] timchell in beatha.’	‘Misi do mac,’ ol sé, ‘a rígan, ⁊ is mé do-deachaid úait do fhoglaim gaiscid timchell in beatha.’
Fech[_] do Brigit o cimdé[_]ht a Muig Laigen co facca mac légind ina rith secci .[_][_] Ninnid sc[_]laige	Fecht do Brigit o cimdécht a Muig Laigen co facca mac légind ina rith secci .i. Ninnid scolaige
‘Cie litir, ci[_] [_]in, cie son In[_] forbaigther focul?’	‘Cie litir, cie nin, cie son Ina forbaigther focul?’
Cl[_]en creiti rochua[_]a cach, Im rannaibh[_]ni ba rogn[_]th[_] Re[_]taeb cach duilghiusa de, Claen cuibdiusa, claen ceille.	Claen creiti rochuala cach, Im rannaibh ni ba rognath, Re taeb cach duilghiusa de, Claen cuibdiusa, claen ceille.
M[_]gh Ruith, cid día tá?	Mogh Ruith, cid día tá?
gan a leanm[_]uin fíor an fáth [_]a bh-féaduinn féin ina l[_]ing.	gan a leanmhuin fíor an fáth da bh-féaduinn féin ina loing.
A Mór[_]Ma[_]gne Moigi Siúil, becc a dainme ess[_]aid n[_]eóin, mass áilli éc duit fodéin, nách bét ; dot chéill[_]cáiniudh g[_]óidh?	A Mór Maigne Moigi Siúil, becc a dainme essbaid n-eóin, mass áilli éc duit fodéin, nách bét ; dot chéill cáiniudh geóidh?
Ri dorat triall forsincath [_]ian [_]auid ndi[_]n, dássachtach, coroemid i[_]cath[_]cendil forslog faelid Filistín.	Ri dorat triall forsincath rian Dauid ndian, dássachtach, coroemid incath cendil forslog faelid Filistín.
Ocus trian cacha taisceada talman, dá fhuig[_]er[_]a falach, no fudomain do na fianaib sin; oc[_]s[_]trian é[_]c[_] cach éin fhir d'a muintir, da faicfigther[_]d'aicmi [_]n aird-rig.	Ocus trian cacha taisceada talman, dá fhuigter a falach, no fudomain do na fianaib sin; ocus trian érca cach éin fhir d'a muintir, da faicfigther d'aicmi in aird-rig.
In tene icloscud intsluai[_] Egeipt 'sindaidc[_]i [_]dh[_]air, innél d[_]rcha doib fridé combruissitis acairpdé.	In tene icloscud intsluaig Egeipt 'sindaidchi adhuair, innél dorcha doib fridé combruissitis acairpdé.
Seiss isuidiu amiad[_]mla Mac De Athar centimme, innachuiriu grianamr[_], adáapstal dec i[_]m[_].	Seiss isuidiu amiadamla Mac De Athar centimme, innachuiriu grianamra, adáapstal dec imme.
Condotuc laiss co m-bói[_]ina farrud[_]	Condotuc laiss co m-bói ina farrud.
Doroacht leo iarum i[_] forgnamh ⁊[_]in tinol ro haithnid dibh cu fosadlar i[_][_]longphuirt	Doroacht leo iarum in forgnamh ⁊ in tinol ro haithnid dibh cu fosadlar in longphuirt
Ocus ó ráinic in méis ⁊ in u[_][_]i fíadnaisi Con[_]ail Chláein do-r[_]gne mías chranda don[_]m[_]is argaid ⁊ do-rigne[_]ug circe clúmrúaide don uig géid ama[_]l ro thirchansat [_]áidi ó chéin.	Ocus ó ráinic in méis ⁊ in ug i fíadnaisi Congail Chláein do-rigne mías chranda don méis argaid ⁊ do-rigne ug circe clúmrúaide don uig géid amail ro thirchansat fáidi ó chéin.
[_][_]tar rempuo íoairum con ráncutar tír na Fómore.	Lotar rempuo íoairum con ráncutar tír na Fómore.
Leathbaile Hi Chon[_][_]u[_]hair ar as e O Conchubhair ba tuiseach ar Ibh Ingair ar Magh Fe[_]gi.	Leathbaile Hi Chonchubhair ar as e O Conchubhair ba tuiseach ar Ibh Ingair ar Magh Feigi.
Co[_]etaid cenecla agáis ecna cenba[_]s oibind bes, doneoch [_]or[_]cai morí bec dof[_]caid ni diagrés.	Cometaid cenecla agáis ecna cenbaes oibind bes, doneoch dorucai morí bec dofucaid ni diagrés.
ernfait uat[_] is olc	ernfait uath is olc
Fillit anglúni cogna[_]h cech[_]rath c[_]nnachndúiri dréil, molad marcharait cohóg canait cechslog dond[_]íg ré[_]l.	Fillit anglúni cognath cechtrath cennachndúiri dréil, molad marcharait cohóg canait cechslog dondríg réil.
Dre[_]t [_]anaith uno a Brideno .i.	Drest Manaith uno a Brideno .i.
Mad [_]r dáine ni thibre ol [_]ta co feirg ⁊ l[_]ndus mór	Mad ar dáine ni thibre ol ata co feirg ⁊ londus mór
A[_]pert Lug[_]fria Bres, ‘Ní ed annísin [_]ot-anuig; nád cuimgi a n-óes nach a n-inddoth, ce [_]h[_]nis a mblicht.’	Atpert Lug fria Bres, ‘Ní ed annísin not-anuig; nád cuimgi a n-óes nach a n-inddoth, ce chonis a mblicht.’
At-racht fo chét[_]ir ⁊ do-gní [_]imthirecht na n-oig[_]d	At-racht fo chétoir ⁊ do-gní timthirecht na n-oiged
'Monua[_], a Euá fechtai, rotmera dothuict[_]echtai, fer thánic lat forfecht foss, is[_]é rotm[_]rt hi Pardos[_]	'Monuar, a Euá fechtai, rotmera dothuicthechtai, fer thánic lat forfecht foss, ishé rotmert hi Pardos.
Atá sá[_]r lenn cenu ed ón Lucht[_]i mac Lúachadhae.’	Atá sáer lenn cenu ed ón Luchtai mac Lúachadhae.’
Da prim-sruth indt[_] .i. [_]amus ⁊ Sabraind; is[_]forra-saidein seolaid longa ⁊ b[_]rca insi Breatan co s[_][_]aibh ⁊ go [_]ainibh indse Breatan uile	Da prim-sruth indti .i. Tamus ⁊ Sabraind; is forra-saidein seolaid longa ⁊ barca insi Breatan co sedaibh ⁊ go mainibh indse Breatan uile
‘Ni h-edh bhías a[_]n’, or in cleir[_]ch, ‘ac[_]t béra-su mac de, [_] bérat-sa in [_]radán lium, ⁊ dogén[_]ar fethla [_]ium de, ⁊ berair-si[_] mac díachinn ⁊ forberait a [_][_]rithriu, ⁊ bidh lía rí uadh for Eri[_]n innás óna macaibh aile.’	‘Ni h-edh bhías ann’, or in cleirech, ‘acht béra-su mac de, ⁊ bérat-sa in bradán lium, ⁊ dogéntar fethla lium de, ⁊ berair-siu mac díachinn ⁊ forberait a bhrithriu, ⁊ bidh lía rí uadh for Erinn innás óna macaibh aile.’
na mo[_]airde annfhlatha	na morairde annfhlatha
Mo Dia tric[_] fris[_]ethchor slamm, rí conic tr[_]thnu torann, ri conda[_]haeb oschrí chain, rí ce[_]tathair do[_]fuarcaib.	Mo Dia tricc frisrethchor slamm, rí conic trethnu torann, ri condathaeb oschrí chain, rí centathair dosfuarcaib.
Nat[_]air im[_][_]eann .i.[_]in fid toisech in anma do scribe[_]n [_] medon na craibi, ⁊ [_]nt ainm do scribe[_]n co direach uada co de[_]ed na craibi; ⁊ a scribenn frithrusc co [_][_]sach na craibi conid inann ni bis i tosa[_]h ⁊ a nderedh na craibi .i. dered in a[_]ma issed bis a cechtar de	Nathair im ceann .i. in fid toisech in anma do scribenn i medon na craibi, ⁊ int ainm do scribenn co direach uada co dered na craibi; ⁊ a scribenn frithrusc co tosach na craibi conid inann ni bis i tosach ⁊ a nderedh na craibi .i. dered in anma issed bis a cechtar de
‘Is écmach[_]a in t-ól-so dogníthí[_], or sé, .i. is écm[_]chta .i. is écumth[_].	‘Is écmachta in t-ól-so dogníthí’, or sé, .i. is écmachta .i. is écumtha.
facbus in [_]e[_]d ann sin ⁊ t[_]c for tir [_] toitid a taem-laem genaidechta air ⁊[_]a thaisi marbhtha ⁊ mele	facbus in cend ann sin ⁊ tic for tir ⁊ toitid a taem-laem genaidechta air ⁊ a thaisi marbhtha ⁊ mele
Is aire [_]ín berar Ae[_]gús Turmech frís.	Is aire sín berar Aengús Turmech frís.
is úad atat Meon[_]s.	is úad atat Meones.
Tron[_], dichraidiu [_]ombrig, fiadrigsuidiu indardrig, hilar shircanait ceol[_]nglei[_] Hiruphin is Sarap[_]ein.	Troni, dichraidiu combrig, fiadrigsuidiu indardrig, hilar shircanait ceol ngleir Hiruphin is Saraphein.
Indlius do r[_]im na proisi: no ind[_]ius reim inn uathaigh [_] n-i[_]ar cen adcodar a ilar.	Indlius do reim na proisi: no indlius reim inn uathaigh i n-ilar cen adcodar a ilar.
'Nabdat dolam[_] eirg [_]oncraunn diafromad[_]immóenubull, dechair[_]eter olcc ismaith rotbia codocht ondardf[_]aith'	'Nabdat dolam, eirg doncraunn diafromad immóenubull, dechair eter olcc ismaith rotbia codocht ondardflaith'
Conad de[_]sin asber[_] i[_]curp libair: is and roan Fenius fadesin ic[_]n tur ⁊[_]is and adrothreabh.	Conad de sin asbert i curp libair: is and roan Fenius fadesin icon tur ⁊ is and adrothreabh.
Ces[_],[_]an gne no in cinel ind indsge?	Cesc, an gne no in cinel ind indsge?
— ‘Cidh rom ba dham[_] a Cennmair?[_]	— ‘Cidh rom ba dhamh a Cennmair?’
'Cluin, a Noe noithig, [_]enlen, doticfa diliu tr[_][_], trén:	'Cluin, a Noe noithig, cenlen, doticfa diliu trom, trén:
Annsin at-bert-so[_]:	Annsin at-bert-som:
Tan tanic diliu, del[_][_]n-uag,[_]darsinmbith, darsinmorsluag[_] issed bai in-aes Noe cenchlith secét [_]aini doblí[_]dnaib.	Tan tanic diliu, delm n-uag, darsinmbith, darsinmorsluag, issed bai in-aes Noe cenchlith secét caini doblíadnaib.
[_]oa[_]ttreb [_]n-Ebrón án rochaitreb Cebrón comlán, fort[_]eib Iudae, cengris nglé, sé mis ocus secht mblia[_]né.	Roaittreb in-Ebrón án rochaitreb Cebrón comlán, fortreib Iudae, cengris nglé, sé mis ocus secht mbliadné.
Caer Go[_]tigernn	Caer Gortigernn
i[_] úad ráter Sruth Fuith.	is úad ráter Sruth Fuith.
Riacht réim raith-[_]oga cen raind d[_]r mui[_]g maith mora moch-maill d'acallaim a charat G[_]ill[_] ba réim raba[_]c co Lochlaind[_]tri nóithib noithech glé ba soithech co sír-gairge: soc[_]tsat duba d[_]mna de for formna [_]a [_]ír-fairge	Riacht réim raith-roga cen raind dar muing maith mora moch-maill d'acallaim a charat Gaill: ba réim rabalc co Lochlaind tri nóithib noithech glé ba soithech co sír-gairge: sochtsat duba domna de for formna na fír-fairge
Inchosc immorro ag[_]n fhi[_]id, ni condelg eside eti[_] lasin[_]Laisneoir, acht	Inchosc immorro agon fhilid, ni condelg eside etir lasin Laisneoir, acht
