masked	src
jah insandida[_]ins merjan þ[_]udangardja gudis jah gahailjan all[_]ns [_]ans unhailans	jah insandida ins merjan þiudangardja gudis jah gahailjan allans þans unhailans
in jainamm[_] daga ufkunnaiþ [_]us þat[_]i ik in attin meinamma jah[_]jus in mis jah ik in izwis	in jainamma daga ufkunnaiþ jus þatei ik in attin meinamma jah jus in mis jah ik in izwis
sah was fauramaþleis motarje jah [_]as gabigs ja[_] sokida gasai[_]an Iesu ƕ[_]s wesi jah ni m[_]hta faura managein unte wahstau l[_]itils was	sah was fauramaþleis motarje jah was gabigs jah sokida gasaiƕan Iesu ƕas wesi jah ni mahta faura managein unte wahstau leitils was
j[_]h qaþ du imma	jah qaþ du imma
Jah galaiþ aftra in swnago[_]en	Jah galaiþ aftra in swnagogen
jah aiþei [_]s gafastaida þo waurd[_] alla in hairtin seinam[_]a	jah aiþei is gafastaida þo waurda alla in hairtin seinamma
ak [_]an haitaizau atgaggands anakumbei ana þamma aftumistin[_]stada ei biþe qimai sa[_]i haihait [_]uk qiþ[_]i du þus	ak þan haitaizau atgaggands anakumbei ana þamma aftumistin stada ei biþe qimai saei haihait þuk qiþai du þus
[_][_] nu gamelida izwis ni blandan jabai ƕas broþar namnids[_][_]ijai hors aiþþau faihufriks aiþþau galiugam sk[_]lkinonds aiþþau ubilwaurds aiþþa[_] afdrugkj[_] aiþþau wilwa þ[_]mma swale[_]kamma ni [_]iþmatjan	iþ nu gamelida izwis ni blandan jabai ƕas broþar namnids sijai hors aiþþau faihufriks aiþþau galiugam skalkinonds aiþþau ubilwaurds aiþþau afdrugkja aiþþau wilwa þamma swaleikamma ni miþmatjan
iftumin þan[_]daga saei [_]st afar paraskaiwein gaqemun auhumistans gu[_]jans jah Fareisaieis du Peilat[_]u qiþand[_]ns	iftumin þan daga saei ist afar paraskaiwein gaqemun auhumistans gudjans jah Fareisaieis du Peilatau qiþandans
þamma gama[_]n ist	þamma gamain ist
i[_] im Pawlus iþ ik Apaullons iþ ik Kefins i[_] ik Xrist[_]us	ik im Pawlus iþ ik Apaullons iþ ik Kefins iþ ik Xristaus
andhafjan[_]s im Iesus qaþ	andhafjands im Iesus qaþ
[_]ah ni lailot [_]na ak qaþ du imma	jah ni lailot ina ak qaþ du imma
jah andstaurraidedu[_] þo	jah andstaurraidedun þo
jah þata i[_]wis taikns	jah þata izwis taikns
hauseiþ ƕa[_]sta[_]a inwindiþos qiþiþ	hauseiþ ƕa staua inwindiþos qiþiþ
Amen qiþa izwis þ[_]tei haband miz[_]on seina	Amen qiþa izwis þatei haband mizdon seina
jah qam in ah[_]in in þizai alh	jah qam in ahmin in þizai alh
þiuþ[_][_]iþ þans fraqiþandans izwis	þiuþjaiþ þans fraqiþandans izwis
qaþ þan[_]du anþaramma	qaþ þan du anþaramma
duþe jah weis awiliu[_]om guda un[_]weib[_]ndans unte nimandans at uns waurd hau[_]einais gudis andnemuþ ni swas[_]e [_]au[_]d manne ak swaswe ist sunjaba waurd[_]gudis þatei jah waurke[_]þ in izwis juzei galau[_]eiþ	duþe jah weis awiliudom guda unsweibandans unte nimandans at uns waurd hauseinais gudis andnemuþ ni swaswe waurd manne ak swaswe ist sunjaba waurd gudis þatei jah waurkeiþ in izwis juzei galaubeiþ
jah baþ ina filu ei ni usdrebi i[_] us [_]anda	jah baþ ina filu ei ni usdrebi im us landa
ƕas izwara[_]gasakiþ mik bi frawaur[_]t	ƕas izwara gasakiþ mik bi frawaurht
jah athai[_]ands ainƕarjanoh faihuskul[_]ne frauji[_]s seinis qaþ þamma [_]rumistin	jah athaitands ainƕarjanoh faihuskulane fraujins seinis qaþ þamma frumistin
jah þan insandeiþ aggiluns seinans jah[_]gal[_][_]iþ þans gawalidans seina[_]s af fidw[_]r windam fram andj[_]m airþos und andi himinis	jah þan insandeiþ aggiluns seinans jah galisiþ þans gawalidans seinans af fidwor windam fram andjam airþos und andi himinis
Moses u[_]laubi[_]a unsis boko[_] afsateinais meljan jah afletan	Moses uslaubida unsis bokos afsateinais meljan jah afletan
ga[_]aihun þan imma þatei Iesus Nazorai[_]s þairhga[_]giþ	gataihun þan imma þatei Iesus Nazoraius þairhgaggiþ
iþ so[_]us galaubeinai garaiht[_]i swa qiþiþ	iþ so us galaubeinai garaihtei swa qiþiþ
j[_]h mik kunnuþ jah wituþ[_]ƕaþro im	jah mik kunnuþ jah wituþ ƕaþro im
hlai[_]s þanei [_]rikam niu [_]amainduþs leikis fraujins ist	hlaifs þanei brikam niu gamainduþs leikis fraujins ist
iþ þan qimiþ jains ahma sunjos bri[_]giþ izwis in [_]lla[_] sunjai	iþ þan qimiþ jains ahma sunjos briggiþ izwis in allai sunjai
þat uþ þan izwis qiþa[_] in waurda f[_]aujins [_]atei weis þai libandans þai b[_]laibidans i[_] quma frau[_]ins ni bisniwam faur þans [_]naslepandans	þat uþ þan izwis qiþam in waurda fraujins þatei weis þai libandans þai bilaibidans in quma fraujins ni bisniwam faur þans anaslepandans
a[_]daga augona þoei saiƕand[_]þoei jus saiƕiþ	audaga augona þoei saiƕand þoei jus saiƕiþ
jah [_]riusand[_] ana airþa walwisoda ƕaþjands	jah driusands ana airþa walwisoda ƕaþjands
du atgaggandans þan s[_]mai Sa[_]d[_]kaie þaiei [_]iþand usstass ni wisan frehun ina qiþandans	du atgaggandans þan sumai Saddukaie þaiei qiþand usstass ni wisan frehun ina qiþandans
niu qaþ þus þatei jabai[_]galau[_]eis gasai[_]is wulþu gudis	niu qaþ þus þatei jabai galaubeis gasaiƕis wulþu gudis
aþþan ana gaþrafsteinai u[_]sarai filaus mais faginodedum ana [_]ahed[_]i Teitaus unte anaƕeilaiþs [_]arþ ahma i[_] fra[_] allaim izwis	aþþan ana gaþrafsteinai unsarai filaus mais faginodedum ana fahedai Teitaus unte anaƕeilaiþs warþ ahma is fram allaim izwis
aud[_]gai j[_]s[_]unledans ahmin unte izwara ist þiudangardi himine	audagai jus unledans ahmin unte izwara ist þiudangardi himine
ni hugei hauhaba [_]k ogs	ni hugei hauhaba ak ogs
iþ sa asneis[_]afþliuhiþ unte asneis is[_] jah ni kar ist ina þize lam[_]e	iþ sa asneis afþliuhiþ unte asneis ist jah ni kar ist ina þize lambe
frauja ƕan þuk seƕum gredag[_]na[_]aiþþau [_]fþaurs[_][_]ana aiþþau gast ai[_]þau naqadana aiþþau siukana aiþþa[_] in karkarai jan ni andbahtidedeima þus	frauja ƕan þuk seƕum gredagana aiþþau afþaursidana aiþþau gast aiþþau naqadana aiþþau siukana aiþþau in karkarai jan ni andbahtidedeima þus
in uh þis ni wairþam usgrudjans akei þauhjab[_]i sa utana unsar manna frawardj[_]da aiþþau sa [_]n[_]um[_] ananiujada daga [_]ah daga	in uh þis ni wairþam usgrudjans akei þauhjabai sa utana unsar manna frawardjada aiþþau sa innuma ananiujada daga jah daga
þandei guþ þans us gabaurþai ast[_]ns ni freidida [_]ba[_] aufto ni þuk freid[_]ai	þandei guþ þans us gabaurþai astans ni freidida ibai aufto ni þuk freidjai
[_]ah f[_]urhah als disskritnoda in tw[_] iupaþro und dalaþ	jah faurhah als disskritnoda in twa iupaþro und dalaþ
manne sums was gabeigs sa[_]i aih[_]a fauragaggjan[_]jah sa frawrohiþs warþ du imma ei [_]istahidedi a[_]gin is	manne sums was gabeigs saei aihta fauragaggjan jah sa frawrohiþs warþ du imma ei distahidedi aigin is
unte Iudaieis taikne bid[_]and iþ K[_]ekos handugei[_] sokjand	unte Iudaieis taikne bidjand iþ Krekos handugein sokjand
[_]ah gasaiƕands þo frauja infeinoda du iz[_]i jah qaþ du[_]izai	jah gasaiƕands þo frauja infeinoda du izai jah qaþ du izai
ƕa uns jah þu[_] Iesu Nazorenu	ƕa uns jah þus Iesu Nazorenu
in[_]allamma þraihanai[_]akei ni gaaggwidai	in allamma þraihanai akei ni gaaggwidai
brigg ana diupiþa jah athahid þo[_]natja izwara [_]u fis[_]on	brigg ana diupiþa jah athahid þo natja izwara du fiskon
qaþ þan du im I[_]sus	qaþ þan du im Iesus
iþ is qaþ	iþ is qaþ
aglons usþ[_]landans	aglons usþulandans
g[_]þ auk ina andnam	guþ auk ina andnam
swaei weis silbans in izwis[_]ƕopam in aikklesjom[_]gudis in stiwitjis izwari[_] jah galaubeinais in al[_]aim wrakjom izwaraim[_]jah aglom þo[_]ei usþu[_]aiþ	swaei weis silbans in izwis ƕopam in aikklesjom gudis in stiwitjis izwaris jah galaubeinais in allaim wrakjom izwaraim jah aglom þozei usþulaiþ
jah þaim anþa[_]aim baurgim wai[_]amerjan ik skal bi [_]i[_]dangardja gud[_]s unte duþe mik insandida	jah þaim anþaraim baurgim wailamerjan ik skal bi þiudangardja gudis unte duþe mik insandida
bi sun[_]ai þizei is	bi sunjai þizei is
jah frehun[_]ina qiþandans unte	jah frehun ina qiþandans unte
hunda[_]ade þan sumis skalks[_]siukands [_]wult[_]wairþja was saei was imma swers	hundafade þan sumis skalks siukands swultawairþja was saei was imma swers
swa nu bi[_]jaiþ jus	swa nu bidjaiþ jus
hauhei þeinana sunu ei s[_]nus þeins hauhjai þuk swaswe atgaft imma[_][_]aldufni allaize l[_][_]ke ei all þatei atgaft imma g[_]bai im libain aiwein[_]n	hauhei þeinana sunu ei sunus þeins hauhjai þuk swaswe atgaft imma waldufni allaize leike ei all þatei atgaft imma gibai im libain aiweinon
allat[_] galaubeiþ	allata galaubeiþ
man auk þei guþ uns apaustauluns spedistans ustaikn[_][_]a s[_]aswe dauþubljans u[_]te fairweitl waurþ[_]m þizai mana[_]edai jah[_]aggilum jah mannam	man auk þei guþ uns apaustauluns spedistans ustaiknida swaswe dauþubljans unte fairweitl waurþum þizai manasedai jah aggilum jah mannam
þos ana[_]usnins kant	þos anabusnins kant
saiƕis þo managein [_]reihandein þ[_]k jah qiþis	saiƕis þo managein þreihandein þuk jah qiþis
ni bidja [_]i usnimais ins us þamma fairƕau[_]ak ei bairgai[_] im faur[_] þamma unseljin	ni bidja ei usnimais ins us þamma fairƕau ak ei bairgais im faura þamma unseljin
jah[_]gawandjandans sik [_][_][_]ustauleis usspillodedun imma swa filu swe gatawidedun	jah gawandjandans sik apaustauleis usspillodedun imma swa filu swe gatawidedun
[_]ah þamma frumistin daga [_]zwme þan paska salidedun qeþun du imma þai siponjo[_] [_]s	jah þamma frumistin daga azwme þan paska salidedun qeþun du imma þai siponjos is
nist guþ dauþaiz[_] ak qiwaize	nist guþ dauþaize ak qiwaize
[_]aþ izwis þatei ik im	qaþ izwis þatei ik im
[_]ausei Israel	hausei Israel
ni habandam þan im ƕaþro usgebein[_] ba[_]m fragaf	ni habandam þan im ƕaþro usgebeina baim fragaf
jah qeþun [_]u imma	jah qeþun du imma
gatraua auk þatei[_]ni dauþus ni libains ni[_] aggeljus ni reikja ni maht[_]is nih andw[_]irþo nih anawairþo nih hauh[_]þa nih diup[_]þa nih gaskafts anþara magi uns [_]fskaidan a[_] friaþwai g[_]dis þi[_]ai in Xristau Iesu fraujin uns[_]ramma	gatraua auk þatei ni dauþus ni libains nih aggeljus ni reikja ni mahteis nih andwairþo nih anawairþo nih hauhiþa nih diupiþa nih gaskafts anþara magi uns afskaidan af friaþwai gudis þizai in Xristau Iesu fraujin unsaramma
qaþ uþ þan	qaþ uþ þan
was uh þan ƕeila[_]þridjo jah ushra[_]idedun ina	was uh þan ƕeila þridjo jah ushramidedun ina
andhafjands þan Seimon q[_]þ	andhafjands þan Seimon qaþ
ak swaswe allata izwi[_] in sunjai rodidedum swa jah ƕoftul[_] unsara so du T[_]itau su[_]ja warþ	ak swaswe allata izwis in sunjai rodidedum swa jah ƕoftuli unsara so du Teitau sunja warþ
jah usfullnoda þ[_]ta ga[_]elido þata qiþando	jah usfullnoda þata gamelido þata qiþando
jah usstandands qam at attin s[_]i[_]amma	jah usstandands qam at attin seinamma
allata auk [_]ahteig i[_]t fram guda	allata auk mahteig ist fram guda
ga[_]eliþ ist auk	gameliþ ist auk
iþ þai au[_][_]mistans gudjans jah alla so gafa[_]rds sokidedun ana Iesu weitwodiþa du afdauþjan [_]na jah ni b[_]getun	iþ þai auhumistans gudjans jah alla so gafaurds sokidedun ana Iesu weitwodiþa du afdauþjan ina jah ni bigetun
Ni waiht þannu[_]nu wargiþos þaim in Xristau Iesu ni gagg[_]ndam bi[_]leika	Ni waiht þannu nu wargiþos þaim in Xristau Iesu ni gaggandam bi leika
[_]ah andhafjands Iesus qaþ [_]u im	jah andhafjands Iesus qaþ du im
miþkauriþs was dauþ[_]u is ei ƕaiwa g[_]qimau in usstassai [_]s dauþaim	miþkauriþs was dauþau is ei ƕaiwa gaqimau in usstassai us dauþaim
jah usgeisnodedun [_]aurhtein mikil[_]i	jah usgeisnodedun faurhtein mikilai
andhaf[_]andans þan sumai þize[_]bokarje qeþun	andhafjandans þan sumai þize bokarje qeþun
in imma in þammei hla[_]ts gasatidai wesum fau[_]agared[_]nai bi wiljin [_]udi[_] þis alla in al[_]aim waurkjandins bi [_]u[_]a wiljins seini[_] [_]i sijaim[_] weis du hazeinai w[_]lþaus is þai fa[_]rawenjandans in Xr[_]st[_]u in þammei ja[_] jus gahausjanda[_]s wau[_]d sunjus aiwaggeli ganistais izwaraizos þammei galaubjandans gasiglidai waurþuþ ahmi[_] gahaitis þamma weihin [_]zei ist wadi arbjis u[_]saris du faurbauhtai gafreideinais du hazeinai wulþaus is	in imma in þammei hlauts gasatidai wesum fauragaredanai bi wiljin gudis þis alla in allaim waurkjandins bi muna wiljins seinis ei sijaima weis du hazeinai wulþaus is þai faurawenjandans in Xristau in þammei jah jus gahausjandans waurd sunjus aiwaggeli ganistais izwaraizos þammei galaubjandans gasiglidai waurþuþ ahmin gahaitis þamma weihin izei ist wadi arbjis unsaris du faurbauhtai gafreideinais du hazeinai wulþaus is
iþ is athaitands [_]ns qa[_] du im	iþ is athaitands ins qaþ du im
hausid[_]duþ þatei qiþan ist	hausideduþ þatei qiþan ist
jah qaþ[_]du im	jah qaþ du im
jah[_]nu qaþ[_]izwis faurþizei waurþi ei biþe[_]wairþai galaubjaiþ	jah nu qaþ izwis faurþizei waurþi ei biþe wairþai galaubjaiþ
jah jabai sijai jainar sunus gawairþjis[_]gaƕeilaiþ s[_]k ana imma gawairþi[_]iz[_]ar	jah jabai sijai jainar sunus gawairþjis gaƕeilaiþ sik ana imma gawairþi izwar
sw[_]swe afswaggwidai weseima jal liba[_]	swaswe afswaggwidai weseima jal liban
waila [_]aisari bi sunjai qast þatei ains ist jah [_]ist anþar alja im[_]a	waila laisari bi sunjai qast þatei ains ist jah nist anþar alja imma
jah qaþ [_]esus	jah qaþ Iesus
ainhun waurde ubilaize us[_]munþa i[_]waramma ni usgaggai ak [_]atei goþ sijai du tim[_]einai galaubeinais ei gibai anst hau[_]jan[_]am	ainhun waurde ubilaize us munþa izwaramma ni usgaggai ak þatei goþ sijai du timreinai galaubeinais ei gibai anst hausjandam
ƕazuh[_]nu sa ga[_]ausjands at attin jah ganam [_]aggiþ du mis	ƕazuh nu sa gahausjands at attin jah ganam gaggiþ du mis
þanu[_] atberun du imma[_]barna ei attaitoki im	þanuh atberun du imma barna ei attaitoki im
jah [_]siddja meriþa fram [_]mma and al[_]ans stadins þis bisunjane landis	jah usiddja meriþa fram imma and allans stadins þis bisunjane landis
miþþan[_]i[_]is rodida þata du im þaruh reiks [_]ins qimands inwa[_]t ina qiþands þatei	miþþanei is rodida þata du im þaruh reiks ains qimands inwait ina qiþands þatei
þanei in melam swesaim taikneiþ [_]a audaga jah ains mahteiga jah þiudans þiudanondane jah f[_]a[_]ja frauji[_]ondane saei [_][_]ns aih undiwan[_]in jah liuhaþ bauiþ unatgaht þanei saƕ manne ni[_]ainshun nih [_]aiƕan m[_]g	þanei in melam swesaim taikneiþ sa audaga jah ains mahteiga jah þiudans þiudanondane jah frauja fraujinondane saei ains aih undiwanein jah liuhaþ bauiþ unatgaht þanei saƕ manne ni ainshun nih saiƕan mag
þanuh qaþ du i[_]ma[_]Seimon Paitrus	þanuh qaþ du imma Seimon Paitrus
ni ufble[_]ada	ni ufblesada
akei jab[_]i mageis hilp unsara gabl[_]iþjands unsis	akei jabai mageis hilp unsara gableiþjands unsis
jabai auk[_]þata gataurnando þairh wu[_]þu und filu[_]mais þa[_]a wisando in wulþau	jabai auk þata gataurnando þairh wulþu und filu mais þata wisando in wulþau
iþ Iesus gawandjand[_] sik jah [_]asaiƕands þo qaþ	iþ Iesus gawandjands sik jah gasaiƕands þo qaþ
und hita ni beduþ ni waih[_][_]is in namin meinamma	und hita ni beduþ ni waihtais in namin meinamma
ni du gawargein[_]i qiþa	ni du gawargeinai qiþa
aþþan jabai qimai Teimauþaius s[_]iƕiþ e[_] unagands sij[_]i at izwis unte waurstw fraujins[_]waurke[_]þ swaswe jah ik	aþþan jabai qimai Teimauþaius saiƕiþ ei unagands sijai at izwis unte waurstw fraujins waurkeiþ swaswe jah ik
qam raihtis I[_]hannes nih m[_]tjands nih drigkands jah qiþ[_]nd	qam raihtis Iohannes nih matjands nih drigkands jah qiþand
In jera [_]an fimftataihundin þiudinass[_]us Teibairiaus kaisaris raginondin Puntiau Peil[_]tau Iudaia jah fidurraginja þis Gal[_]ilaia[_][_]Herodeis Filippau[_] uh þan broþrs is fidurraginja þis Ituraias jah Trakauneiti[_]aus landis jah Lwsaniaus Abe[_]lenes [_]idurraginja at auhmi[_]tam gudjam An[_]in jah Kajafin warþ waurd gudis a[_] Iohannen[_]Zaxariins [_]unau in[_][_]uþidai	In jera þan fimftataihundin þiudinassaus Teibairiaus kaisaris raginondin Puntiau Peilatau Iudaia jah fidurraginja þis Galeilaias Herodeis Filippauz uh þan broþrs is fidurraginja þis Ituraias jah Trakauneitidaus landis jah Lwsaniaus Abeilenes fidurraginja at auhmistam gudjam Annin jah Kajafin warþ waurd gudis at Iohannen Zaxariins sunau in auþidai
nu galau[_]eiþ	nu galaubeiþ
qaþ d[_] þamma usliþin	qaþ du þamma usliþin
duþþe [_]llis [_]rbaidjam jah [_]dweitjanda unte wenidedum du[_]guda libandin saei ist[_]nasjands allaize ma[_]ne þishun galaubjandane	duþþe allis arbaidjam jah idweitjanda unte wenidedum du guda libandin saei ist nasjands allaize manne þishun galaubjandane
þammei freihals[_] uns Xristus frijans [_]rahta	þammei freihalsa uns Xristus frijans brahta
niu sa is[_] sunus Iosefis	niu sa ist sunus Iosefis
ni waihtai [_]au[_]naiþ ak in allai bida[_] jah aihtronai miþ [_]wiliudam bid[_]s izwaros kunþos sijaina	ni waihtai maurnaiþ ak in allai bidai jah aihtronai miþ awiliudam bidos izwaros kunþos sijaina
unte sa sunus [_][_]ins dauþs w[_]s jah gaqiunoda jah [_]ralusans was jah bigitans warþ	unte sa sunus meins dauþs was jah gaqiunoda jah fralusans was jah bigitans warþ
jah bi wastjos ƕa saurg[_]iþ	jah bi wastjos ƕa saurgaiþ
sah þan siponeis was ku[_]þs þamma gu[_]jin ja[_] m[_]þinngalaiþ miþ Iesua in rohsn þis gudjins	sah þan siponeis was kunþs þamma gudjin jah miþinngalaiþ miþ Iesua in rohsn þis gudjins
praufetjam[_]ni frakunneiþ	praufetjam ni frakunneiþ
urre[_]s jah stand in midjaim	urreis jah stand in midjaim
þande þa[_]a wituþ audagai[_]sijuþ jabai taujiþ þata	þande þata wituþ audagai sijuþ jabai taujiþ þata
sa was auk swa[_]hra Kajafin[_]saei was a[_]humists weiha þis ataþnjis	sa was auk swaihra Kajafin saei was auhumists weiha þis ataþnjis
a[_]ei saei sandida mik [_]unjeins ist	akei saei sandida mik sunjeins ist
ƕa[_]nu qiþam	ƕa nu qiþam
jah atgaggands in gard þis Fare[_]saiaus anakumbid[_]	jah atgaggands in gard þis Fareisaiaus anakumbida
jah Andraian ja[_] Filipp[_] jah Barþaulau[_]aiu jah Matþaiu jah Þoman j[_][_] Iakobu þana Alfaiaus jah Þaddaiu jah Seimona þana[_]Kananeiten ja[_] Iudan Iskarioten saei[_]jah galewida in[_]	jah Andraian jah Filippu jah Barþaulaumaiu jah Matþaiu jah Þoman jah Iakobu þana Alfaiaus jah Þaddaiu jah Seimona þana Kananeiten jah Iudan Iskarioten saei jah galewida ina
sai þana[_]staþ þa[_]ei galagidedun ina	sai þana staþ þarei galagidedun ina
n[_] wairþai[_] gajukans ungalaubjandam	ni wairþaiþ gajukans ungalaubjandam
nim þus bokos jah gasitands spr[_]uto ga[_]elei fim[_]tiguns	nim þus bokos jah gasitands sprauto gamelei fim tiguns
barna u[_]hausjaiþ fadre[_]nam bi all	barna ufhausjaiþ fadreinam bi all
in[_]þizei qiþiþ	in þizei qiþiþ
ha[_]sideduþ þatei qiþan ist	hausideduþ þatei qiþan ist
ja[_] swa managai swe[_]þizai garaideinai galaistans s[_]nd g[_]wairþi ana im jah ar[_]aio jah ana Israela gudis	jah swa managai swe þizai garaideinai galaistans sind gawairþi ana im jah armaio jah ana Israela gudis
[_]rauja jabai slepiþ hail[_] wairþiþ	frauja jabai slepiþ hails wairþiþ
jah su[_][_] insandjands sa þiudans spaikulatur an[_]bauþ briggan haubiþ is	jah suns insandjands sa þiudans spaikulatur anabauþ briggan haubiþ is
al[_] mis atgiban ist fram[_]atti[_] meinamma jah ni ƕashun kann ƕas is[_] sunus alja atta jah ƕas[_]ist atta a[_]ja sunus jah þammei wili sunus andhulja[_]	all mis atgiban ist fram attin meinamma jah ni ƕashun kann ƕas ist sunus alja atta jah ƕas ist atta alja sunus jah þammei wili sunus andhuljan
izwara ƕas raihtis wiljands kelikn timbrjan n[_]u frumist g[_]sitands rahneiþ m[_]nwiþo h[_]bai u þo[_]du ustiuhan	izwara ƕas raihtis wiljands kelikn timbrjan niu frumist gasitands rahneiþ manwiþo habai u þo du ustiuhan
þan ro[_]ei[_] liugn us seinaim rodeiþ unte liugnja is[_] jah atta is	þan rodeiþ liugn us seinaim rodeiþ unte liugnja ist jah atta is
[_]þ jus[_]kunnuþ ina unte is miþ izwis wisiþ j[_]h in izwis ist	iþ jus kunnuþ ina unte is miþ izwis wisiþ jah in izwis ist
jah au[_] þai fra[_]aurhtans þata samo taujand	jah auk þai frawaurhtans þata samo taujand
Aiwaggeljo þairh Mark[_] ustauh	Aiwaggeljo þairh Marku ustauh
jah qaþ im	jah qaþ im
jah ains [_]ze ni g[_]driusiþ ana airþa inuh a[_]tins izwaris wiljan	jah ains ize ni gadriusiþ ana airþa inuh attins izwaris wiljan
frauja þiumagus meins [_]igiþ in garda usliþa harduba[_]balwiþ[_]	frauja þiumagus meins ligiþ in garda usliþa harduba balwiþs
[_]il[_]ikos wrakjos usþulaida ja[_] us allaim mik galausida frauja	ƕileikos wrakjos usþulaida jah us allaim mik galausida frauja
iþ jaþþe ik jaþþe ja[_]nai s[_]a merjam ja[_] swa galaubideduþ	iþ jaþþe ik jaþþe jainai swa merjam jah swa galaubideduþ
duƕe jus mitoþ ub[_]l[_] in hairtam izwaraim	duƕe jus mitoþ ubila in hairtam izwaraim
þai s[_]njus þi[_] aiwis liugand jah liuganda	þai sunjus þis aiwis liugand jah liuganda
ain[_] Fareisaius jah anþar mo[_]areis	ains Fareisaius jah anþar motareis
jabai alli[_] Mo[_]e galaubidedeiþ ga-laubidedeiþ þau mi[_]	jabai allis Mose galaubidedeiþ ga-laubidedeiþ þau mis
