masked	src
tam viśve devāḥ ūcuḥ [_]nd[_][_]ḥ[_]vai devānām ojiṣṭhaḥ baliṣṭhaḥ sahiṣṭhaḥ[_]sattamaḥ tam nu stuhi atha tvā u[_]srakṣyāmaḥ iti	tam viśve devāḥ ūcuḥ indraḥ vai devānām ojiṣṭhaḥ baliṣṭhaḥ sahiṣṭhaḥ sattamaḥ tam nu stuhi atha tvā utsrakṣyāmaḥ iti
sinīvālī nayatu ā[_]agram eṣām	sinīvālī nayatu ā agram eṣām
aṃśu[_] iva ā pyāyatām ayam	aṃśuḥ iva ā pyāyatām ayam
bhartrī hi [_]a[_]vatām asi janānām ca nyañcanī	bhartrī hi śaśvatām asi janānām ca nyañcanī
tam eva bhāgadh[_]yena upāsarat	tam eva bhāgadheyena upāsarat
sādaya yaj[_]am su kṛtasya yonau [_]ti	sādaya yajñam su kṛtasya yonau iti
ka[_]rāta pṛśne upatṛ[_]ya babhro ā me ś[_]ṇuta asitāḥ alīkāḥ	kairāta pṛśne upatṛṇya babhro ā me śṛṇuta asitāḥ alīkāḥ
vaiṣ[_]av[_] vāruṇīm tu pūrvām vaśām ālabhata	vaiṣṇava vāruṇīm tu pūrvām vaśām ālabhata
na enam śarvaḥ na bhavaḥ na īśānaḥ na [_]sya paśūn na samānān hinast[_] yaḥ ev[_]m ved[_]	na enam śarvaḥ na bhavaḥ na īśānaḥ na asya paśūn na samānān hinasti yaḥ evam veda
ye triṣ[_]ptāḥ pariyanti viśvā [_]ūpāṇi bibhrataḥ[_]vā[_]aspatiḥ balā teṣām tanvaḥ adya dadhātu me	ye triṣaptāḥ pariyanti viśvā rūpāṇi bibhrataḥ vācaspatiḥ balā teṣām tanvaḥ adya dadhātu me
iyam vai p[_]ṣā	iyam vai pūṣā
sā vai rākṣ[_]sī vāc	sā vai rākṣasī vāc
muñca śīrṣaktyāḥ uta kāsaḥ enam paruḥ p[_]r[_]ḥ āvi[_]eśa yaḥ asya	muñca śīrṣaktyāḥ uta kāsaḥ enam paruḥ paruḥ āviveśa yaḥ asya
uta[_]tyam camasam navam [_]vaṣṭuḥ deva[_]ya niṣkṛtam akarta caturaḥ punar	uta tyam camasam navam tvaṣṭuḥ devasya niṣkṛtam akarta caturaḥ punar
k[_]avyādam agne rudhiram[_]piś[_]cam manaḥ hanam jahi jātavedaḥ	kravyādam agne rudhiram piśācam manaḥ hanam jahi jātavedaḥ
vy[_]ghra prat[_]kaḥ ava bādhasva śatrūn	vyāghra pratīkaḥ ava bādhasva śatrūn
tāḥ tāḥ [_]alpam[_]nāḥ kalpamānāḥ anu a[_]u manuṣya viśaḥ kalpante iti	tāḥ tāḥ kalpamānāḥ kalpamānāḥ anu anu manuṣya viśaḥ kalpante iti
imāḥ dhānāḥ ghṛtasnu[_]aḥ	imāḥ dhānāḥ ghṛtasnuvaḥ
saḥ etayā ṛcā prātaranu[_]ākam prat[_]apadyata	saḥ etayā ṛcā prātaranuvākam pratyapadyata
purā śakuni vādāt [_]nubrūyāt	purā śakuni vādāt anubrūyāt
sa jāyamānaḥ e[_]am [_]onim niravartayat	sa jāyamānaḥ etam yonim niravartayat
indriyeṇa eva abhimātim pāpmānam b[_]rātṛvyam apah[_]t[_]a vṛtratūr ev[_] abhūt	indriyeṇa eva abhimātim pāpmānam bhrātṛvyam apahatya vṛtratūr eva abhūt
tathā eva etat[_]yajamānāḥ yat [_]ary[_]gni kurvanti agni mayīḥ eva tat puras tripuram paryasyante yaj[_]as[_]a ca ātman[_]ḥ ca guptyai	tathā eva etat yajamānāḥ yat paryagni kurvanti agni mayīḥ eva tat puras tripuram paryasyante yajñasya ca ātmanaḥ ca guptyai
tā[_] etāḥ saptada[_]a anvāha rūpa samṛddhāḥ	tāḥ etāḥ saptadaśa anvāha rūpa samṛddhāḥ
jy[_]tiḥ sveṣ[_] bhava[_]i śreṣṭhaḥ svānām bhavati yaḥ evam veda	jyotiḥ sveṣu bhavati śreṣṭhaḥ svānām bhavati yaḥ evam veda
div[_]ḥ p[_]thivyāḥ pari ojaḥ udbhṛtam	divaḥ pṛthivyāḥ pari ojaḥ udbhṛtam
yaḥ prāṇataḥ nimiṣataḥ mahitvā ekaḥ id rājā jagataḥ babhūva yaḥ īśe asya dvipa[_][_]ḥ[_]catuṣp[_]daḥ kasmai devā[_]a haviṣā vidhem[_]	yaḥ prāṇataḥ nimiṣataḥ mahitvā ekaḥ id rājā jagataḥ babhūva yaḥ īśe asya dvipadaḥ catuṣpadaḥ kasmai devāya haviṣā vidhema
tam indr[_]ḥ puruṣa rūpe[_]a pa[_]yetya uvāc[_] āste bhaga[_] āsīnasya ūrdhvaḥ tiṣṭ[_]ati tiṣṭhataḥ śete nipadyamānasya carā[_]i carataḥ bhagaḥ cara eva iti	tam indraḥ puruṣa rūpeṇa paryetya uvāca āste bhagaḥ āsīnasya ūrdhvaḥ tiṣṭhati tiṣṭhataḥ śete nipadyamānasya carāti carataḥ bhagaḥ cara eva iti
āyuḥ va[_] uṣṇih	āyuḥ vai uṣṇih
āre śatrūn kṛ[_][_]hi sarva vīra iti	āre śatrūn kṛṇuhi sarva vīra iti
niyutva[_]ī yājyā anuvāky[_] bhavataḥ	niyutvatī yājyā anuvākye bhavataḥ
br[_]hmaṇaspatyaḥ brāhmaṇaḥ[_]devatayā	brāhmaṇaspatyaḥ brāhmaṇaḥ devatayā
vaśām mṛtyum upāsat[_]	vaśām mṛtyum upāsate
tasmai dakṣiṇāyāḥ diś[_]ḥ graiṣmau māsau go[_]tārau[_]aku[_]van yajñāy[_]j[_]iyam ca vāmadevyam ca anuṣṭhātārau graiṣmau enam māsau dakṣiṇāyāḥ diśaḥ gopāyataḥ yajñāyajñiya[_] ca vāmad[_]vyam [_]a anutiṣṭ[_]ataḥ yaḥ evam veda	tasmai dakṣiṇāyāḥ diśaḥ graiṣmau māsau goptārau akurvan yajñāyajñiyam ca vāmadevyam ca anuṣṭhātārau graiṣmau enam māsau dakṣiṇāyāḥ diśaḥ gopāyataḥ yajñāyajñiyam ca vāmadevyam ca anutiṣṭhataḥ yaḥ evam veda
evam iva hi mithunam kﾱ[_]tam	evam iva hi mithunam kﾱptam
tat [_]apaḥ abhavat	tat tapaḥ abhavat
vanaspate ma[_]hunā daivyena it[_]	vanaspate madhunā daivyena iti
ā i[_]am agan pati kāmā	ā iyam agan pati kāmā
tāḥ saptadaś[_] sampadyante	tāḥ saptadaśa sampadyante
brahmaṇaspateḥ abhavat yathāvaśam satyaḥ manyuḥ mahi k[_]rmā kari[_]yat[_]ḥ	brahmaṇaspateḥ abhavat yathāvaśam satyaḥ manyuḥ mahi karmā kariṣyataḥ
utta[_]ā ha vai somaḥ rājā	uttarā ha vai somaḥ rājā
samānam ar[_]ham [_]ariyanti devāḥ	samānam artham pariyanti devāḥ
atho k[_]alu yasy[_]m eva sthālyām prāyaṇīyam nirvapet tasyām uday[_]nīyam[_]nirvapet	atho khalu yasyām eva sthālyām prāyaṇīyam nirvapet tasyām udayanīyam nirvapet
tam śyaitam ca [_]audhasam[_]ca saptarṣayaḥ ca somaḥ ca[_]rājā anuvyacalan	tam śyaitam ca naudhasam ca saptarṣayaḥ ca somaḥ ca rājā anuvyacalan
svāhākāreṇ[_] anna ādena annam att[_] yaḥ evam veda	svāhākāreṇa anna ādena annam atti yaḥ evam veda
sa aughe utthite nāvam ā[_]ede	sa aughe utthite nāvam āpede
[_]at yat [_]aśūn āśāste tad śriyam āśāste	tat yat paśūn āśāste tad śriyam āśāste
vaśāyāḥ dugdham apiban sādhy[_]ḥ vasavaḥ c[_] ye	vaśāyāḥ dugdham apiban sādhyāḥ vasavaḥ ca ye
te[_]devāḥ pra[_]ibudhya agni mayīḥ puras tr[_]puram paryāsyanta yajñasya ca[_]ātmanaḥ ca guptyai	te devāḥ pratibudhya agni mayīḥ puras tripuram paryāsyanta yajñasya ca ātmanaḥ ca guptyai
yajña samṛddhim [_]śāste	yajña samṛddhim āśāste
saḥ agnaye bhāgine ajam kṛṣṇ[_] grīvam[_]ālabhata	saḥ agnaye bhāgine ajam kṛṣṇa grīvam ālabhata
vajraḥ tena yat aponaptr[_]yā vajraḥ tena yat [_]riṣṭubh[_]vajraḥ [_]ena yat vāc	vajraḥ tena yat aponaptrīyā vajraḥ tena yat triṣṭubh vajraḥ tena yat vāc
atha ha śunaḥśepaḥ īkṣāṃcak[_]e am[_]nuṣam iva vai mā viśasiṣyanti [_]anta aham devatāḥ upadhā[_]āni[_]iti	atha ha śunaḥśepaḥ īkṣāṃcakre amānuṣam iva vai mā viśasiṣyanti hanta aham devatāḥ upadhāvāni iti
sabhāy[_]m aha tvam vada	sabhāyām aha tvam vada
tāḥ[_]ekaviṃśatiḥ bhavanti	tāḥ ekaviṃśatiḥ bhavanti
sīsāya adhi āha varu[_]aḥ	sīsāya adhi āha varuṇaḥ
sa yadi[_]ekasyām eva [_]nūktāyām jāyeta yadi dvayoḥ atho bruvantu j[_]ntavaḥ it[_]	sa yadi ekasyām eva anūktāyām jāyeta yadi dvayoḥ atho bruvantu jantavaḥ iti
[_][_][_] durbhagām prasnapitām mṛta vatsām upeyima apaitu sarvam mat pāpam	yat durbhagām prasnapitām mṛta vatsām upeyima apaitu sarvam mat pāpam
saḥ agnaye [_]ejasvine ajam kṛṣṇa grīva[_] ālabhata	saḥ agnaye tejasvine ajam kṛṣṇa grīvam ālabhata
pari tvā ro[_]itaiḥ varṇaiḥ dīrgha[_]āy[_] tvāya dadhmasi yathā ayam arapāḥ asat [_]tha u a haritaḥ bhuva[_]	pari tvā rohitaiḥ varṇaiḥ dīrgha āyu tvāya dadhmasi yathā ayam arapāḥ asat atha u a haritaḥ bhuvat
vācam eva a[_]min tat dadhāti	vācam eva asmin tat dadhāti
kṛṣṇaḥ iva hi [_]āpmā	kṛṣṇaḥ iva hi pāpmā
yat kar[_]a kriyamāṇam ṛc abhiva[_]ati	yat karma kriyamāṇam ṛc abhivadati
sa prajāpatiḥ etān daśa ṛṣa[_]hā[_] apaśyat	sa prajāpatiḥ etān daśa ṛṣabhān apaśyat
sa bahis dhanva udūḍ[_]a[_] pipāsayā vittaḥ etat apon[_]ptr[_]yam[_]apaśyat pra devatrā brahmaṇe gātuḥ etu iti	sa bahis dhanva udūḍhaḥ pipāsayā vittaḥ etat aponaptrīyam apaśyat pra devatrā brahmaṇe gātuḥ etu iti
sarūpa[_] nāma te pitā	sarūpaḥ nāma te pitā
saḥ u śreyān bhavati jāyamānaḥ iti śreyān ś[_]eyān hi eṣ[_]ḥ etat bha[_]a[_]i jāyamānaḥ	saḥ u śreyān bhavati jāyamānaḥ iti śreyān śreyān hi eṣaḥ etat bhavati jāyamānaḥ
[_]yṛdd[_]am vai tat yajñasya yat mānuṣam	vyṛddham vai tat yajñasya yat mānuṣam
svayā eva enam t[_]t devatayā svena c[_]andasā samardhayat[_]	svayā eva enam tat devatayā svena chandasā samardhayati
yāvat eva [_]rahma tena enam sarveṇa a[_]hicarati	yāvat eva brahma tena enam sarveṇa abhicarati
aśanāyā[_]vai pāpmā amatiḥ	aśanāyā vai pāpmā amatiḥ
pra[_]ataḥ [_]apāt namaḥ eva astu tubhyam	pravataḥ napāt namaḥ eva astu tubhyam
śam c[_] naḥ mayaḥ ca naḥ	śam ca naḥ mayaḥ ca naḥ
ā pyāyaya asmān [_]akhīn	ā pyāyaya asmān sakhīn
tāḥ etāḥ nava anant[_]rāyam anvāha yajyā iti daśamīm āvarvṛtatīḥ iti [_] [_]ṛttāsu ekadhanāsu adṛśra[_] iti pratidṛśyam[_]nāsu arthāḥ iti upāyatīṣu y[_]nti iti samāy[_]tī[_]u	tāḥ etāḥ nava anantarāyam anvāha yajyā iti daśamīm āvarvṛtatīḥ iti a vṛttāsu ekadhanāsu adṛśram iti pratidṛśyamānāsu arthāḥ iti upāyatīṣu yanti iti samāyatīṣu
rathe tvam asi darśat[_]ḥ	rathe tvam asi darśataḥ
tathā iti	tathā iti
amat[_]nāt anyam pari [_]yenaḥ adreḥ iti	amathnāt anyam pari śyenaḥ adreḥ iti
y[_]ḥ kāḥ [_]a imāḥ khanitrimāḥ tāsām arasatamam viṣam	yāḥ kāḥ ca imāḥ khanitrimāḥ tāsām arasatamam viṣam
kalpate[_]yajñaḥ api	kalpate yajñaḥ api
sā prasūḥ dhenu[_]ā bhava	sā prasūḥ dhenukā bhava
sā va[_] eṣā[_]amṛta āhutiḥ eva yat vapā āhutiḥ	sā vai eṣā amṛta āhutiḥ eva yat vapā āhutiḥ
tasmāt āhuḥ na [_]a tānūnaptriṇ[_] drogdhavyam iti	tasmāt āhuḥ na sa tānūnaptriṇe drogdhavyam iti
pratīcaḥ[_]bāhūn [_]rati bhaṅgdhi eṣām	pratīcaḥ bāhūn prati bhaṅgdhi eṣām
e[_]am iva hi tasya rūpam āsīt	evam iva hi tasya rūpam āsīt
tasmāt dīk[_]itena satyam eva va[_]itavyam	tasmāt dīkṣitena satyam eva vaditavyam
sa ha uvāc[_][_]yadā vai paśuḥ nird[_]śaḥ bhavati atha sa medhyaḥ bhavati nirdaśaḥ nu astu atha[_]t[_]ā yajai iti	sa ha uvāca yadā vai paśuḥ nirdaśaḥ bhavati atha sa medhyaḥ bhavati nirdaśaḥ nu astu atha tvā yajai iti
[_]ardhayatam oṣadhīḥ	vardhayatam oṣadhīḥ
somaḥ vai[_]rājā gandharveṣu [_]sīt	somaḥ vai rājā gandharveṣu āsīt
sahasram[_]te svapivāta bheṣajā	sahasram te svapivāta bheṣajā
īś[_]nāḥ vāry[_]ṇām kṣayantīḥ carṣaṇīnām apaḥ yācāmi bheṣ[_]jam	īśānāḥ vāryāṇām kṣayantīḥ carṣaṇīnām apaḥ yācāmi bheṣajam
etu tisraḥ p[_]rāvataḥ	etu tisraḥ parāvataḥ
dhātā rātiḥ s[_][_]itā idam juṣantām	dhātā rātiḥ savitā idam juṣantām
tatas vai devā[_] abhavan parā[_]asurāḥ	tatas vai devāḥ abhavan parā asurāḥ
divam antarikṣam āt bhūmim sarvam tat devi [_]aśya[_]i	divam antarikṣam āt bhūmim sarvam tat devi paśyati
jīvam vrātam sa[_]emahi	jīvam vrātam sacemahi
tat yat pīvā paśuḥ bhavati y[_][_]am[_]nam eva tat svena med[_]ena samardhayati	tat yat pīvā paśuḥ bhavati yajamānam eva tat svena medhena samardhayati
uṣāḥ	uṣāḥ
yāḥ akṣeṣu pramodante śu[_]am[_]krodham ca bibhratī ānandi[_]īm pramodinīm apsarām[_]tām iha huve	yāḥ akṣeṣu pramodante śucam krodham ca bibhratī ānandinīm pramodinīm apsarām tām iha huve
tasmā[_] upāṃśu vācā caritavyam some rāj[_]ni krīte gandharveṣu hi[_]tarhi[_]vāc bhavati	tasmāt upāṃśu vācā caritavyam some rājani krīte gandharveṣu hi tarhi vāc bhavati
[_]am eva bhāgadheyena upāsarat	tam eva bhāgadheyena upāsarat
āgnimārutīm pṛśni[_] ālabheta[_]vṛṣṭi kāmaḥ	āgnimārutīm pṛśnim ālabheta vṛṣṭi kāmaḥ
ṛ[_]asya [_]a vai sa[_]satyasya ca sūryasya ca[_]candrasya ca nakṣatrāṇām ca priyam dhāma bha[_]ati yaḥ evam veda	ṛtasya ca vai sa satyasya ca sūryasya ca candrasya ca nakṣatrāṇām ca priyam dhāma bhavati yaḥ evam veda
svasti[_]apsu[_]vṛjan[_] svarvati svas[_]i naḥ putra[_]ṛtheṣu yoniṣu svasti rāye marutaḥ dadhātana iti	svasti apsu vṛjane svarvati svasti naḥ putrakṛtheṣu yoniṣu svasti rāye marutaḥ dadhātana iti
idam u su pra[_]sādhaya	idam u su pra sādhaya
sahe piśācān s[_]hasā	sahe piśācān sahasā
yajñāyajñiyāya ca [_]a vāmadev[_]āya ca y[_]jñāya ca yajamānā[_]a ca paśubhyaḥ ca āvṛścate ya[_] evam vidvāṃsam vrātyam [_]pavadati	yajñāyajñiyāya ca sa vāmadevyāya ca yajñāya ca yajamānāya ca paśubhyaḥ ca āvṛścate yaḥ evam vidvāṃsam vrātyam upavadati
yat prātar anvabravīt tat p[_]ātaranu[_]ākasya prātara[_]uvāka tvam	yat prātar anvabravīt tat prātaranuvākasya prātaranuvāka tvam
[_]asya anuhāya pādam agṛhṇāt	tasya anuhāya pādam agṛhṇāt
praitu brah[_]aṇaspatiḥ iti brāhmaṇaspatyām anv[_]ha	praitu brahmaṇaspatiḥ iti brāhmaṇaspatyām anvāha
trī sākam ind[_]aḥ manuṣaḥ sarāṃsi[_]sut[_]m pibat vṛtra hatyāya somam	trī sākam indraḥ manuṣaḥ sarāṃsi sutam pibat vṛtra hatyāya somam
ehi arvāṅ	ehi arvāṅ
pra soma pītham āpnot[_] yaḥ evam vi[_]vān udaṅ eti	pra soma pītham āpnoti yaḥ evam vidvān udaṅ eti
yaḥ asya dvit[_]yaḥ prāṇaḥ prauḍ[_]aḥ nāma asau sa[_] ādityaḥ	yaḥ asya dvitīyaḥ prāṇaḥ prauḍhaḥ nāma asau saḥ ādityaḥ
etāv[_]taḥ ha atra aśvinau kāmān dad[_]śatuḥ	etāvataḥ ha atra aśvinau kāmān dadṛśatuḥ
medhyaḥ	medhyaḥ
ya[_] pāpmanā[_]tamasā [_]ṛhītaḥ manyeta saḥ etam āśvinam añjim ālabheta	yaḥ pāpmanā tamasā gṛhītaḥ manyeta saḥ etam āśvinam añjim ālabheta
sa h[_] uv[_]ca śunaḥśepaḥ adarśuḥ tvā śāsa hastam na yat śūdreṣu alaps[_]ta gavā[_] trīṇi śatāni tvam avṛṇīt[_]āḥ mat a[_]giraḥ iti	sa ha uvāca śunaḥśepaḥ adarśuḥ tvā śāsa hastam na yat śūdreṣu alapsata gavām trīṇi śatāni tvam avṛṇīthāḥ mat aṅgiraḥ iti
daśa akṣ[_]rā virāj	daśa akṣarā virāj
etaiḥ ha asya [_]handobhiḥ yajata[_] sarvaiḥ chandobhiḥ iṣṭam bhava[_]i y[_]ḥ evam veda	etaiḥ ha asya chandobhiḥ yajataḥ sarvaiḥ chandobhiḥ iṣṭam bhavati yaḥ evam veda
paśavaḥ	paśavaḥ
eṣa ha vai as[_]a svaḥ yoniḥ yat ag[_]iḥ agneḥ	eṣa ha vai asya svaḥ yoniḥ yat agniḥ agneḥ
vāyavy[_]m ajām ālabheta sārasv[_]tīm meṣīm adity[_]i ajām	vāyavyām ajām ālabheta sārasvatīm meṣīm adityai ajām
[_]a paras gamātha	na paras gamātha
yā[_]i bhadrāṇi bījāni ṛṣabhāḥ janaya[_]ti ca taiḥ tvam [_]utram vindasva	yāni bhadrāṇi bījāni ṛṣabhāḥ janayanti ca taiḥ tvam putram vindasva
tasyāḥ garbhaḥ abha[_][_]t viśva rūpaḥ	tasyāḥ garbhaḥ abhavat viśva rūpaḥ
[_]ilācī nāma	silācī nāma
jīvan hi [_]ū[_]vam iṣṭvā atha aparam yajate	jīvan hi pūrvam iṣṭvā atha aparam yajate
tat sarvām [_]pahvayate	tat sarvām upahvayate
śuṇṭhaḥ vā bhava[_]i śuka hariḥ [_]ā	śuṇṭhaḥ vā bhavati śuka hariḥ vā
y[_]ḥ tejaḥ br[_]hmavarcasam icchet prayāja āhutibhiḥ prāṅ sa[_] iyāt	yaḥ tejaḥ brahmavarcasam icchet prayāja āhutibhiḥ prāṅ saḥ iyāt
svas[_]i enam jarase vahātha	svasti enam jarase vahātha
[_]ṛṣṭā asi tṛṣṭikā	tṛṣṭā asi tṛṣṭikā
sa jāta[_] viśvā bhuvanā vi caṣṭ[_]	sa jātaḥ viśvā bhuvanā vi caṣṭe
sa praj[_]patiḥ etau mithunau paśū [_]p[_]śyat ṛṣabham ca vaśām ca	sa prajāpatiḥ etau mithunau paśū apaśyat ṛṣabham ca vaśām ca
vaśā sūryam [_]dhārayat	vaśā sūryam adhārayat
tvaṣṭā rūpāṇi[_]piṃśatu	tvaṣṭā rūpāṇi piṃśatu
āpaḥ vai aspardhanta yāḥ [_]a[_]imāḥ pūrvedyus vasatī[_]aryaḥ gṛhyante yāḥ ca[_]prātar ekadhanāḥ	āpaḥ vai aspardhanta yāḥ ca imāḥ pūrvedyus vasatīvaryaḥ gṛhyante yāḥ ca prātar ekadhanāḥ
ubhayyaḥ h[_] asya etāḥ devatāḥ prīt[_][_] abhīṣṭāḥ bhavanti yaḥ evam veda	ubhayyaḥ ha asya etāḥ devatāḥ prītāḥ abhīṣṭāḥ bhavanti yaḥ evam veda
atho saṃvatsarīṇ[_]m eva etā[_] svastim kurute	atho saṃvatsarīṇām eva etām svastim kurute
yaḥ asya ṣaṣṭhaḥ prāṇaḥ pri[_][_]ḥ nāma te ime paśavaḥ	yaḥ asya ṣaṣṭhaḥ prāṇaḥ priyaḥ nāma te ime paśavaḥ
jihvāyāḥ agre madhu m[_]	jihvāyāḥ agre madhu me
āgan devaḥ i[_]i anvāha	āgan devaḥ iti anvāha
amuṣmin vai etena loke rādhnuv[_]nti n[_] asmin i[_]i āhuḥ	amuṣmin vai etena loke rādhnuvanti na asmin iti āhuḥ
te tat[_]ā vyutkramya aman[_]rayanta	te tathā vyutkramya amantrayanta
b[_]avati eva	bhavati eva
mā śruten[_] vi rādhiṣi	mā śrutena vi rādhiṣi
eṣa hi vājānām pati[_]	eṣa hi vājānām patiḥ
ā enam[_]āpaḥ gacchan[_]i ā enam śraddhā gacchat[_] ā enam varṣam gacchati yaḥ[_]evam veda	ā enam āpaḥ gacchanti ā enam śraddhā gacchati ā enam varṣam gacchati yaḥ evam veda
yatra eṣām agne jani[_]āni vett[_]a guhā [_]atām [_]ttriṇām jātaved[_]ḥ tān tvam brahmaṇā [_]āvṛdhānaḥ jahi eṣām śatatarham agne	yatra eṣām agne janimāni vettha guhā satām attriṇām jātavedaḥ tān tvam brahmaṇā vāvṛdhānaḥ jahi eṣām śatatarham agne
tasmāt yaḥ rājā vijitī syāt a[_][_] a yajamānaḥ ākhyāpayeta eva etat śaunaḥśep[_]m[_]ākhyānam	tasmāt yaḥ rājā vijitī syāt api a yajamānaḥ ākhyāpayeta eva etat śaunaḥśepam ākhyānam
mā me sa[_]hyuḥ stāmānam [_]pi sthāta	mā me sakhyuḥ stāmānam api sthāta
sa ya[_] [_]ratīcīm diśam anuvyacalat varuṇa[_] rājā bhūtvā anuvyacalat ap[_]ḥ annādīḥ kṛtvā	sa yat pratīcīm diśam anuvyacalat varuṇaḥ rājā bhūtvā anuvyacalat apaḥ annādīḥ kṛtvā
sa ha asmai vācam uvāda bibhṛhi[_]mā pār[_]yiṣyāmi [_]vā iti	sa ha asmai vācam uvāda bibhṛhi mā pārayiṣyāmi tvā iti
vijeṣa [_]ṛt indraḥ iva anavabravaḥ[_]asmākam manyo ad[_]ipāḥ bhava iha	vijeṣa kṛt indraḥ iva anavabravaḥ asmākam manyo adhipāḥ bhava iha
[_]nuṣṭubha[_] svarga kāmaḥ kurvīta	anuṣṭubhau svarga kāmaḥ kurvīta
dru annaḥ sar[_]iḥ āsutiḥ prat[_]a[_] hotā vareṇyaḥ sahasas putraḥ adbhutaḥ	dru annaḥ sarpiḥ āsutiḥ pratnaḥ hotā vareṇyaḥ sahasas putraḥ adbhutaḥ
niyutvatī[_]yājyā anuvākye b[_]avataḥ	niyutvatī yājyā anuvākye bhavataḥ
sa yat agnīṣomau amuñcatam gṛbhītān iti vapāyai yajati s[_]rvābhy[_]ḥ[_]eva tat devatābhyaḥ yajamānam pr[_]muñcat[_]	sa yat agnīṣomau amuñcatam gṛbhītān iti vapāyai yajati sarvābhyaḥ eva tat devatābhyaḥ yajamānam pramuñcati
navanītena abh[_]añjanti	navanītena abhyañjanti
jātaḥ hi[_]eṣaḥ etāt jāyate	jātaḥ hi eṣaḥ etāt jāyate
tathā iti	tathā iti
