masked	src
Bodb ia[_] n-áraib fora[_][_]licht, Cú-Chulainn, ní-dámair cert:	Bodb iar n-áraib fora slicht, Cú-Chulainn, ní-dámair cert:
O ra-fitir imm[_]rro in drái co[_]m-ba h-í in chumal foc[_]und ferg[_] mná Dubthaig at-ber[_] in drai:	O ra-fitir immurro in drái co m-ba h-í in chumal fochund fergi mná Dubthaig at-bert in drai:
Fó-cerd Brénaind fén in tres fecht la feirg & lond[_]s co[_]tarrasair [_]n cocholl f[_]rru	Fó-cerd Brénaind fén in tres fecht la feirg & londus co tarrasair in cocholl forru
Co ro iarfai[_]-sium [_]e sacurt na cille, ci[_] ro adnocht isin lige ucut?	Co ro iarfaig-sium de sacurt na cille, cia ro adnocht isin lige ucut?
[_]eda, Colmán	Áeda, Colmán
‘Nírbo áil leiss [_]íachtain ar ban-churiud, & dano co finnad inn[_]úaitsiu rosíacht [_][_]s dó.’	‘Nírbo áil leiss tíachtain ar ban-churiud, & dano co finnad inn úaitsiu rosíacht fis dó.’
At-racht [_]olumu tenn[_]ide dia cind co cleithe na [_]-eclaisi	At-racht columu tenntide dia cind co cleithe na h-eclaisi
nonas Mart[_]i.	nonas Martii.
Is-bert[_]Congal d[_]-géndais caingni na n-ecclas do réi[_] Adamnái[_][_]ocus ba leis-siumh suidhiucchadh in rígh ocus na tuait[_]e	Is-bert Congal do-géndais caingni na n-ecclas do réir Adamnáin ocus ba leis-siumh suidhiucchadh in rígh ocus na tuaithe
Drong déden[_]ch dermar, for-chenna cáin gébenn, sanct Brig[_]t íar m[_][_]úadaib co n-úagaib na[_]h-Érenn.	Drong dédenach dermar, for-chenna cáin gébenn, sanct Brigit íar m-búadaib co n-úagaib na h-Érenn.
Fintait Congal [_]lárainech a h[_]ltaib [_][_]ach dalta Dedad Factna Fáthach Rogab tra Eochu Fedlech rígi n-Éi[_]enn fri ré Is 'na aimsir [_]obátar na cóicedaig Conc[_]obar & Ca[_]pri & Cú [_]uí & Eochu & Ail[_]ll.	Fintait Congal Clárainech a hUltaib Duach dalta Dedad Factna Fáthach Rogab tra Eochu Fedlech rígi n-Éirenn fri ré Is 'na aimsir robátar na cóicedaig Conchobar & Carpri & Cú Ruí & Eochu & Ailill.
Cennais umhal áilghen fri ma[_]c[_] bethadh	Cennais umhal áilghen fri maccu bethadh
Nochon fet[_]r-sa in[_]iu la h-[_]Ér[_] ná h-Albanchu loech nád urgarad Cano cona gaí find fortanu	Nochon fetar-sa indiu la h-&Éri ná h-Albanchu loech nád urgarad Cano cona gaí find fortanu
Iar m-blegan na m-[_]ó fa thrí ro bliged tra[_]doridise na ba in tres fech[_] & ba h-uill[_][_]inas cech blegun	Iar m-blegan na m-bó fa thrí ro bliged tra doridise na ba in tres fecht & ba h-uilli inas cech blegun
‘Do-ratus-a trá’ olse [_]asmo c[_]untabairt in coin do Chon-chobu[_].	‘Do-ratus-a trá’ olse ‘asmo chuntabairt in coin do Chon-chobur.
In rocesu[_]a d'i[_]ned for mui[_] ocus tir ba hannsa dam aonad[_]ig i n-ifernn la deaman co n-ir	In rocesusa d'imned for muir ocus tir ba hannsa dam aonadaig i n-ifernn la deaman co n-ir
Is don Mac Con-so asruba[_]rt[_]Sadb:	Is don Mac Con-so asrubairt Sadb:
[_]Airliter cumn[_] cóich comarbai cré.’	‘Airliter cumni cóich comarbai cré.’
In tan[_]didiu ba h-á[_]nium dóib i[_] to[_]ailt na fesse, bát[_]r int aes admolta for in lár oc admolad ind ríg &[_]n[_] rígna & na flathi & na n-ócthigern.	In tan didiu ba h-áinium dóib ic tomailt na fesse, bátar int aes admolta for in lár oc admolad ind ríg & na rígna & na flathi & na n-ócthigern.
Téiti Fo-ceird-sium dí lái[_] forr[_]e.	Téiti Fo-ceird-sium dí láim forrae.
Ni ro nigest[_][_] riam a lama nach a cossa nach a cend eter [_]eraib	Ni ro nigestar riam a lama nach a cossa nach a cend eter feraib
Duíd ocus gabála mac Míl[_]d.	Duíd ocus gabála mac Míled.
Mad [_]nlúan no-beth is'taig, do-bérad comram ar[_]ar[_]ile duit.	Mad Ánlúan no-beth is'taig, do-bérad comram ar araile duit.
A[_]bert Ailill íarum:	Asbert Ailill íarum:
Is ann a[_]-bert ar ni ro-theilc imroll ri[_]m:	Is ann as-bert ar ni ro-theilc imroll riam:
Kalendis [_]ulii.	Kalendis Iulii.
Rom-shóerae, á Íssu, a[_][_]iffe[_]n n-gér n-genech, amail só[_]rsai Ióain assin dabaig thened.	Rom-shóerae, á Íssu, ar iffern n-gér n-genech, amail sóersai Ióain assin dabaig thened.
Ata beos f[_]isin eclais anairdess in lecc forsan genai[_] B[_]igit	Ata beos frisin eclais anairdess in lecc forsan genair Brigit
Fecht and do-rothlaig araile [_]annscal iressach co Dubthach co n-digsea[_] Brigit [_][_]a a Muig Life[_]ar bói comthi[_]ól senaid Laigen and	Fecht and do-rothlaig araile bannscal iressach co Dubthach co n-digsead Brigit lea a Muig Life ar bói comthinól senaid Laigen and
‘An bic, a Chel[_]chair[_]’ ol Cet, ‘manip dom thúarcain fo chétóir[_]	‘An bic, a Cheltchair,’ ol Cet, ‘manip dom thúarcain fo chétóir.
[_]ri tudrach in domuin, ol is mór a dínert, immut-sa co m-bán-tlacht ad-sluindiu [_][_]sírec[_]t.	Fri tudrach in domuin, ol is mór a dínert, immut-sa co m-bán-tlacht ad-sluindiu a sírecht.
‘Bid gar-úar aní[_]sin,[_] or Lí Ban.	‘Bid gar-úar aní sin,’ or Lí Ban.
In[_]t-én[_]Is misi do sluig do súil a [_]intain [_]n aic[_]idh úir is mé in seabac líat[_] co ladh bís a coim Accla m'óenarFint[_][_] Massa thusa sin gi[_]h sáeb d'fácbuis mé c[_] cíamair cáech at[_][_]i ndliged 's a n-dúla ícc rimm éruicc m[_]énsúla In t-én É[_]aicc [_]ec do-béruinn duit a Finnta[_]n mheic Bóchra buig in áe-nsúil-sin h[_]it chinn c[_]rín prap do [_]lu[_]gfinn am óenmírFint[_]n Searb a cana a mir-eóin[_]móir binne cach f[_]th[_]m co fóill[_]do-ghén-su [_]sa m[_] is míne comrádh ar mo choimdíne Cúig cét bliadhan dam-sa am[_]gholl am égni tháeib-lea[_]hur thromm ar lochaib ar aibnib sain ar gach muir[_]saidhb[_]r sruth-g[_]lain C[_]eca bliadhan[_]mé amm ilar tercc éun do dénad minadh, iss cét bliadhan d[_]mh fa muirn am séghdha h-seabaic h[_]súl-ghuirm Gur mit[_]idh le rígh n-gréne mo chur a[_] ri[_]ht budhéine [_]a fuighinn ní bu[_] fiú sain acht cé tú indiu co harsaidh.	In t-én Is misi do sluig do súil a Fintain in aicnidh úir is mé in seabac líath co ladh bís a coim Accla m'óenarFintan Massa thusa sin gidh sáeb d'fácbuis mé co cíamair cáech atá i ndliged 's a n-dúla ícc rimm éruicc m'énsúla In t-én Éraicc bec do-béruinn duit a Finntain mheic Bóchra buig in áe-nsúil-sin h-it chinn chrín prap do sluigfinn am óenmírFintan Searb a cana a mir-eóin móir binne cach fethim co fóill do-ghén-su osa mé is míne comrádh ar mo choimdíne Cúig cét bliadhan dam-sa am gholl am égni tháeib-leaphur thromm ar lochaib ar aibnib sain ar gach muir saidhbir sruth-ghlain Cóeca bliadhan mé amm ilar tercc éun do dénad minadh, iss cét bliadhan damh fa muirn am séghdha h-seabaic h-súl-ghuirm Gur mithidh le rígh n-gréne mo chur am richt budhéine ca fuighinn ní bud fiú sain acht cé tú indiu co harsaidh.
‘Is tú[_]rí s[_]de n-Érenn; ocus tíagar úaib co Bodb, ríg síde Muman, ocus is [_]ei[_]m a éolas l[_] h-Érinn n-uili’.	‘Is tú rí síde n-Érenn; ocus tíagar úaib co Bodb, ríg síde Muman, ocus is deilm a éolas la h-Érinn n-uili’.
La pais [_]uciani cru[_]mthir crochtha demnae, [_]bb h-Íae án ergnae, C[_]mmíne Find febdae.	La pais Luciani cruimthir crochtha demnae, abb h-Íae án ergnae, Cummíne Find febdae.
Foceird[_]Conall tar a chend.	Foceird Conall tar a chend.
Boi [_]ásachtach isin t-sléib no aircead na c[_]i[_]echta	Boi dásachtach isin t-sléib no aircead na cuitechta
Suil gl[_]s bannach ina cinn	Suil glas bannach ina cinn
Ólchobor	Ólchobor
Canaid cóir a inge[_]a d'fir dliges bar[_]císucán; atá[_]'na phu[_]t túasucán cí[_] beith im ucht Ísucán 	Canaid cóir a ingena d'fir dliges bar císucán; atá 'na phurt túasucán cía beith im ucht Ísucán 
Senó[_][_] díblide side in tan-sin.	Senóir díblide side in tan-sin.
Estecht Mairi, M[_][_]thae, coniugum nond-[_]li, lassin féil co sóiri Sen-Phóil cain[_]co n-áni.	Estecht Mairi, Marthae, coniugum nond-áli, lassin féil co sóiri Sen-Phóil cain co n-áni.
Lasin máthir máir-sin T[_]othota i[_] bóid-[_]in, lotar lasa m[_]búaid-sin na trí maccáin mói[_]h-sin.	Lasin máthir máir-sin Teothota in bóid-sin, lotar lasa m-búaid-sin na trí maccáin móith-sin.
Cétrí Dál Araid[_].	Cétrí Dál Araide.
‘[_]n lucht[_]at-chiu-siu tra cusna cluib teinti[_]ib triana tengthaib[_]aes annsin naruo m[_]nic[_]oc mola[_] Dé nó oc a bennachad acus a ad[_]ad, a[_]us rop menci immorro oc goi acu[_] oc gol acus ac br acus ethech acus ecnach acus rad u[_]bair a[_]us’	‘In lucht at-chiu-siu tra cusna cluib teintidib triana tengthaib aes annsin naruo menic oc molad Dé nó oc a bennachad acus a adrad, acus rop menci immorro oc goi acus oc gol acus ac br acus ethech acus ecnach acus rad uabair acus’
‘Fir a cano’ ar Marcán [_]ni chara is é do[_] mui[_]ter-si’	‘Fir a cano’ ar Marcán ‘ni chara is é don muinter-si’
Is airi ro[_]lása issin duibli[_]ni.	Is airi ro lása issin duiblinni.
Hi C[_]il Tola do-[_]o[_]cai escra druimletha[_] daglaith dáltir fledól for Luignib diamba fo[_]t crín samraid	Hi Cúil Tola do-foscai escra druimlethan daglaith dáltir fledól for Luignib diamba folt crín samraid
La má[_]-shlúa[_]ad lígmar Parméni, tromm tóid[_]n, Máel Rúain ad-ret[_] ríche[_], grían án inse Góidel.	La már-shlúagad lígmar Parméni, tromm tóiden, Máel Rúain ad-reth ríched, grían án inse Góidel.
[_]éit íar sin coa muntir	Téit íar sin coa muntir
Novembris.	Novembris.
Atot[_]och a n[_]om[_]P[_]traic at farrad rombeo romfuca lat creitmecha a tiraib na mbeo	Atoteoch a naom-Patraic at farrad rombeo romfuca lat creitmecha a tiraib na mbeo
Augusti.	Augusti.
Sorafanius, Géde Ollgothach, a h[_]ltai[_].	Sorafanius, Géde Ollgothach, a hUltaib.
‘Is maith,’[_]ar Lóeg, ‘& is cóir dul dia ríachtain[_] & is maith cach ní issin t[_]r sin[_]’	‘Is maith,’ ar Lóeg, ‘& is cóir dul dia ríachtain, & is maith cach ní issin tír sin.’
Iunii.	Iunii.
Muchthi[_]i[_]n, d'Úib Énnai, rí Muman & comarba Ailbe, Dondch[_]d	Muchthigirn, d'Úib Énnai, rí Muman & comarba Ailbe, Dondchad
ante Idus.	ante Idus.
Esnad [_][_]no in choícat ingen for lár in tige ina lennaib c[_]rcraib con[_] mongaib órb[_]idib[_]dara n-étaige & a n-[_]snad oc airfitiud int sluaig.	Esnad dano in choícat ingen for lár in tige ina lennaib corcraib cona mongaib órbuidib dara n-étaige & a n-esnad oc airfitiud int sluaig.
Ba fáilid-side Anais Brig[_]t ar uma[_]oit co m[_]bad iside dédinach forsa tiberth[_] calle	Ba fáilid-side Anais Brigit ar umaloit co m-bad iside dédinach forsa tibertha calle
Ba misi allad curad [_]ardais glonda ar[_]aiph imanaghd[_]s	Ba misi allad curad cardais glonda ardaiph imanaghdis
In rig consnat a righi cia beth co me[_] a [_][_]rig[_][_] ni cumgat ni la mac n-De acht a cubatt i ndire	In rig consnat a righi cia beth co met a mbrighi ni cumgat ni la mac n-De acht a cubatt i ndire
Tanic co macc[_]ib [_]ithorbae in sel flatha	Tanic co maccuib Dithorbae in sel flatha
At-bert Brigit frisin rig[_]	At-bert Brigit frisin rig:
Sírithir leis co [_]-acadar amail b[_][_] o turcbail greine co fuined.	Sírithir leis co n-acadar amail bid o turcbail greine co fuined.
Arsai[_] sin.	Arsaid sin.
‘[_]ía-pad cía’ ol Conchobar, ‘acht Conder[_] mac Echach?[_]	‘Cía-pad cía’ ol Conchobar, ‘acht Condere mac Echach?’
Cia beimmi a-min nach ré ní der[_]an [_]ách a chél[_]: maith la cechtar nár a dán; subaigthius a[_][_]enurán.	Cia beimmi a-min nach ré ní derban cách a chéle: maith la cechtar nár a dán; subaigthius a óenurán.
‘Te[_]e duib,’ ar s[_], ‘& lind & biad isa tech.’	‘Tene duib,’ ar sé, ‘& lind & biad isa tech.’
Rom m[_]ltar ar cech feib ar mo [_]a[_]l ar mo gaís or mo thocud ar[_]m'áes ar m'erlabrai ar áini & calmatu[_] mo ch[_]ainde	Rom moltar ar cech feib ar mo gail ar mo gaís or mo thocud ar m'áes ar m'erlabrai ar áini & calmatus mo chlainde
Boí a muinter coll[_]ic o[_] fuiniu na fíadmíl.	Boí a muinter colléic oc fuiniu na fíadmíl.
‘In comram beus!’[_]ol Cet.	‘In comram beus!’ ol Cet.
Noda sloindet íar[_][_] íarna slontib fíraib.	Noda sloindet íarum íarna slontib fíraib.
‘Farbbiba sochaide n-immund [_]e rígaib H[_]renn dia rucas[_]m in n-ingin.	‘Farbbiba sochaide n-immund de rígaib Hérenn dia rucasom in n-ingin.
Ro-lécis gaí form-s[_] co-rra-bae asmo sc[_]ath.	Ro-lécis gaí form-sa co-rra-bae asmo scíath.
Oslaigid A[_]lill íarum a bossá[_] dia éis, & boí ind ordnasc[_]and.	Oslaigid Ailill íarum a bossán dia éis, & boí ind ordnasc and.
M' óenu[_]án im aireclán:	M' óenurán im aireclán:
Mallacht inntu ocus imp[_] — [_]ta-cuird do-das-biur a hUachtar Aird — for hUíbh[_][_]uirp	Mallacht inntu ocus impu — ata-cuird do-das-biur a hUachtar Aird — for hUíbh Cuirp
Novembris.	Novembris.
In dabach tána[_]se nís fodaim[_]nech ara tes.	In dabach tánaise nís fodaim nech ara tes.
‘An rim acallaim’,[_]ol sé.	‘An rim acallaim’, ol sé.
Ro gab Aedan immorro rige [_][_]Alban.	Ro gab Aedan immorro rige n-Alban.
Do-n-ára[_]ll bainne flechaid ina ét[_]n	Do-n-áraill bainne flechaid ina étan
Geabuid si dano fla[_]th[_]us co cenn secht m-bliadan	Geabuid si dano flaithius co cenn secht m-bliadan
Do-roich dano[_]Lám.	Do-roich dano Lám.
Aile[_]la, Áed Ollán	Ailella, Áed Ollán
Ba fergach si de[_]side	Ba fergach si de-side
Dia ar a bethaid[_]’ olsisi.	Dia ar a bethaid!’ olsisi.
‘Orddan & toca[_] duit, a maic G[_]brain!	‘Orddan & tocad duit, a maic Gabrain!
Tánacais-iu daon[_]	Tánacais-iu daon.
Colmán, Conall [_]uthbinn	Colmán, Conall Guthbinn
‘Do-choid do tha[_]and’	‘Do-choid do thafand’
nonas M[_]ii.	nonas Maii.
R[_] ráid Brigit:	Ro ráid Brigit:
‘Mair[_] ná dechaid ó chíanaib,[_] ‘& chách i[_]á íarrair,’ ‘co n[_]aiced immar itá’ ‘in tech mór atc[_]onnarcsá.’	‘Mairg ná dechaid ó chíanaib,’ ‘& chách icá íarrair,’ ‘co n-aiced immar itá’ ‘in tech mór atchonnarcsá.’
Do-rogart in t-eps[_]op in gilla tuc an i[_]altoir	Do-rogart in t-epscop in gilla tuc an imaltoir
Fer c[_]aine ar gale gnim	Fer claine ar gale gnim
‘Ní ségdae dúnn’, [_]l in Dagdae, ‘ná c[_]mcem do [_]ocht’.	‘Ní ségdae dúnn’, ol in Dagdae, ‘ná cumcem do socht’.
[_]othaét íarum isin dún & téit iss[_]n fothrucud.	Dothaét íarum isin dún & téit issin fothrucud.
O thanic tra cusn[_] dédenchu do B[_]igit iar fothugud chell[_]ocus chon[_]bal n-imda	O thanic tra cusna dédenchu do Brigit iar fothugud chell ocus chongbal n-imda
Rath in Spirto sechtai senaig for cl[_]ir n-gelb[_]in, T[_]amdae, Sá[_]án saidbir féil Duiblitir der[_]air.	Rath in Spirto sechtai senaig for cléir n-gelbain, Tiamdae, Sárán saidbir féil Duiblitir dermair.
‘Do-c[_]uaid ass u[_]le a n-í-siu eter f[_]il & chnáim[_] eter bethaid & indili.	‘Do-chuaid ass uile a n-í-siu eter fuil & chnáim, eter bethaid & indili.
Cé[_]ad Sevriani, Clementi [_]on-sádu, r[_]n-snádat dond rígu cona n-dún[_]d dánu.	Césad Sevriani, Clementi con-sádu, ron-snádat dond rígu cona n-dúnud dánu.
Niptar aigthi ca[_]at[_]im fleid immurgu bátar isin t[_]ig.	Niptar aigthi carat im fleid immurgu bátar isin taig.
Téitsium ass íarum, & b[_]issis gésca din chrund & dambeir ria a[_]ss t[_]rsin n-ui[_]ci.	Téitsium ass íarum, & brissis gésca din chrund & dambeir ria aiss tarsin n-uisci.
‘Celebrad dit, a Chú cha[_]n!’	‘Celebrad dit, a Chú chain!’
Táe[_] ass Óengus linni a dochum dús in[_]n-aithgne in n-ingin, conda acca[_]ha[_].	Táet ass Óengus linni a dochum dús in n-aithgne in n-ingin, conda accathar.
Ro-cured didu Cob[_]hach dond irgnam & do-lluid ríg imbi do r[_]gaib[_]h[_]Érenn.	Ro-cured didu Cobthach dond irgnam & do-lluid ríg imbi do rígaib h-Érenn.
Apollináris do [_]hlait[_] Dé f[_]r dírgi, cona chléir co n-úagi, la[_]tarmbreith Martí[_]i. Nonis Iunii.	Apollináris do fhlaith Dé for dírgi, cona chléir co n-úagi, la tarmbreith Martíni. Nonis Iunii.
Sluind Mo Chuae Ballae, bolg co n-ordun[_]an[_]ich, Colmán ó Lind l[_]ga[_]ch, l[_] féil Tolai chrabdig.	Sluind Mo Chuae Ballae, bolg co n-ordun anbich, Colmán ó Lind lígaich, la féil Tolai chrabdig.
Tanic do asenna[_]h gussin[_]righ fadeisin	Tanic do asennath gussin righ fadeisin
Feib con-attai[_] Moriat[_] m[_]ad fiad sluag Morc[_]e,[_]mó cach séol, dia n-ort Dind Ríg, réim cen tréis, dia sephaind céi[_] cendtoll céol.	Feib con-attail Moriath múad fiad sluag Morcae, mó cach séol, dia n-ort Dind Ríg, réim cen tréis, dia sephaind céis cendtoll céol.
La gairm Fortunáti t[_]r fairg[_] lir lon[_]aig, macc int sháir, ca[_]n cimbid, fé[_]l Fachtnai maicc Mongaig.	La gairm Fortunáti tar fairgi lir longaig, macc int sháir, caín cimbid, féil Fachtnai maicc Mongaig.
‘Asbert Lí Ban i [_]-Maig Crúaich,’ ‘bís for deis Labrada Lú[_]ith:’ ‘roba[_] chridiscél la Faind’ ‘coi[_]ligi f[_]i Coi[_] Culaind.’	‘Asbert Lí Ban i m-Maig Crúaich,’ ‘bís for deis Labrada Lúaith:’ ‘robad chridiscél la Faind’ ‘coibligi fri Coin Culaind.’
Colgan, A [_]áine fén romarb.	Colgan, A dáine fén romarb.
Offratanes, Ioas ma[_] [_]zarias, Énna Airgdech, [_] Mumain.	Offratanes, Ioas mac Azarias, Énna Airgdech, a Mumain.
Ta[_][_] dna Adamnán ríghe ar Fhlaithbe do Cheniúl Mac n-Erca for hUíbh Fhidgenti ocus ara chloinn go bráth[_]oc[_]s do-[_]-ratt do Cheni[_]l Laippe do hUíbh Eachach Muman ar orguin dó Dúngaile [_]eic F[_]ercc[_]u[_]a	Tall dna Adamnán ríghe ar Fhlaithbe do Cheniúl Mac n-Erca for hUíbh Fhidgenti ocus ara chloinn go bráth ocus do-s-ratt do Cheniúl Laippe do hUíbh Eachach Muman ar orguin dó Dúngaile meic Fhercchusa
At tairis[_]siu lim.	At tairisisiu lim.
Is-bert A[_]amnán friu:	Is-bert Adamnán friu:
Fith cen blá[_]ha, cách i[_] fíannas, immed [_]-athles, aimser lethglas, meic go frebnais, [_]ír co n-at[_]mes.	Fith cen blátha, cách in fíannas, immed n-athles, aimser lethglas, meic go frebnais, tír co n-athmes.
Ba bríga[_]h iar lé[_]i slúag már imme-[_]ádi, rerth[_] úainn for céti i cóimthecht Ignáti.	Ba brígach iar léri slúag már imme-rádi, rerthe úainn for céti i cóimthecht Ignáti.
Ba meinciu duit feiss i-m-maig cenn [_]o raig for lár[_]oc[_]tgaig	Ba meinciu duit feiss i-m-maig cenn do raig for lár ochtgaig
‘Nírbat lesc ar nárba[_] meirb[_]’	‘Nírbat lesc ar nárbat meirb.’
Ba suachnid [_]e cách ba bennachtu [_]rigte for[_]air iar sin	Ba suachnid le cách ba bennachtu Brigte foruair iar sin
No-bídis oc[_]imbirt fithc[_]illi cach dia; badar comthrén c[_] nónai no-bered Cano cluithi [_]a nóna for Illan[_]	No-bídis oc imbirt fithchilli cach dia; badar comthrén co nónai no-bered Cano cluithi na nóna for Illand
Áeda, S[_]gíne.	Áeda, Ségíne.
[_]erthae f[_]ilte friu lassin ríg ocus in rígnai.	Ferthae fáilte friu lassin ríg ocus in rígnai.
‘Anfimni didiu’, ol Frá[_]ch, ‘nach sech[_]main.’	‘Anfimni didiu’, ol Fráech, ‘nach sechtmain.’
‘Mait[_] trá,’ or Scoriath,[_]‘n[_]con térglansam-ni céli d[_]ar n-ingin cosi[_]-nocht ara seirc lind.	‘Maith trá,’ or Scoriath, ‘nícon térglansam-ni céli diar n-ingin cosin-nocht ara seirc lind.
Conall:	Conall:
Téit dano cecht[_]r de a [_]eth íar sain.	Téit dano cechtar de a leth íar sain.
Sextus, Ta[_]itus, mís.	Sextus, Tacitus, mís.
Decembris.	Decembris.
