masked	src
Que li sans chauz, clers, et ver[_]auz Rissi au mort[_]parmi la [_]laie ;	Que li sans chauz, clers, et vermauz Rissi au mort parmi la plaie ;
Et fu assez qui dire sot[_]:	Et fu assez qui dire sot :
Ne [_]e set de lance ferir ;	Ne ne set de lance ferir ;
Mes Dex tost me r[_]segura,	Mes Dex tost me rasegura,
et chi[_]t aval Sanz en[_]onbrier et sanz grant mal De[_]riere,	et chiet aval Sanz enconbrier et sanz grant mal Derriere,
ne prise Qu'an [_]i se daingnast a[_]illier.	ne prise Qu'an li se daingnast avillier.
Et des [_]on[_] redonent tex cos Sor les nasex et sor les dos Et sor les fronz et [_]or les joes Que totes sont perses et [_]loes, La ou[_]li sans qu[_]c[_] desoz.	Et des pons redonent tex cos Sor les nasex et sor les dos Et sor les fronz et sor les joes Que totes sont perses et bloes, La ou li sans quace desoz.
Qu'ele dir[_] que au passer De[_] pont ensi li mescheï [_]ue la boiste an l[_]eve cheï :	Qu'ele dira que au passer Del pont ensi li mescheï Que la boiste an l'eve cheï :
et fu san[_] dote Plus granz de moi l[_] teste tote.	et fu sanz dote Plus granz de moi la teste tote.
Que de demore n'i[_]ot plus,	Que de demore n'i ot plus,
je v[_]s an main. »	je vos an main. »
et maha[_]gnent.	et mahaignent.
D'errer a grant [_]s[_]loit ne fine Trestoz les [_]orz de la semainne, Si con la puc[_]le l'en mainne, Qui[_]la voie mo[_]t bie[_] sav[_]it Et le recet ou ele[_]avoit Lessiee[_]la desheritee, Desheitiee et desconfortee.	D'errer a grant esploit ne fine Trestoz les jorz de la semainne, Si con la pucele l'en mainne, Qui la voie mout bien savoit Et le recet ou ele avoit Lessiee la desheritee, Desheitiee et desconfortee.
Ne s'en puet nus [_]om aloser,	Ne s'en puet nus hom aloser,
Si recomancent a [_]rier	Si recomancent a crier
Si s'ar[_]ste	Si s'areste
Des maces li donent tex cos[_]Que petit d'aïde [_]i[_]fai[_] Escuz ne hiaumes que il ait ;	Des maces li donent tex cos Que petit d'aïde li fait Escuz ne hiaumes que il ait ;
M[_]s seulemant de l'acontance Voel feire une brief remanbrance Qui fu feite a privé conso[_]l Ent[_]e la lune [_]t le so[_][_]il.	Mes seulemant de l'acontance Voel feire une brief remanbrance Qui fu feite a privé consoil Entre la lune et le soloil.
Ja, que je sa[_]he a e[_]ciant, Ne vos an mantirai de[_]mot.	Ja, que je sache a esciant, Ne vos an mantirai de mot.
Qu'il[_]n'a el [_]onde si estrange Que je[_]autretant n'[_]n deïsse, Einçoi[_] que plus des cos sofrisse. »	Qu'il n'a el monde si estrange Que je autretant n'an deïsse, Einçois que plus des cos sofrisse. »
La teste nu[_] et le col nu Li [_] li gloz abandoné,	La teste nue et le col nu Li a li gloz abandoné,
Mes quant ele oï la novele De la [_]enue a la pucele Et [_]el C[_]evalier au lyeon, Ne fu joie se cele[_]non Que ele [_]n ot deda[_]z s[_]n cuer ;	Mes quant ele oï la novele De la venue a la pucele Et del Chevalier au lyeon, Ne fu joie se cele non Que ele en ot dedanz son cuer ;
Que la premiere avoi[_][_]ja fet A monseignor Gauvain son[_]plet	Que la premiere avoit ja fet A monseignor Gauvain son plet
[_]i li dïent :	Si li dïent :
Mes de [_]uel feire [_]stoit si fole Qu'a po qu'ele ne [_]'ocioit.	Mes de duel feire estoit si fole Qu'a po qu'ele ne s'ocioit.
Mes il n'en vost onques ente[_]dre Parole d'ome n[_] de f[_]me ;	Mes il n'en vost onques entendre Parole d'ome ne de fame ;
Et si n'an seven[_] nes neant.	Et si n'an sevent nes neant.
P[_]us a paroles an plain pot De vin qu'an un [_]u[_] de cervoise.	Plus a paroles an plain pot De vin qu'an un mui de cervoise.
Si f[_]st quites par ceste rant[_] ;	Si fust quites par ceste rante ;
Mes entr'ax[_]est li diax si granz Qu[_] il n'i pueent or [_]ntandre ;	Mes entr'ax est li diax si granz Que il n'i pueent or entandre ;
Li autre parloient d'Amors, Des [_]ngoi[_]s[_]s et des dolors Et [_]es granz bie[_]s qu'orent so[_]ant Li deciple de son cov[_]nt, Qu[_] lors estoit mout dolz et buens ;	Li autre parloient d'Amors, Des angoisses et des dolors Et des granz biens qu'orent sovant Li deciple de son covant, Qui lors estoit mout dolz et buens ;
S'avo[_]t li uns[_]l'a[_]tre afolé Mout leidemant an plusors leus.	S'avoit li uns l'autre afolé Mout leidemant an plusors leus.
Et[_]tuit dïent que [_]es ne virent.II. chevaliers plus [_]orageus :	Et tuit dïent que mes ne virent.II. chevaliers plus corageus :
De[_]lui bien [_]ervir se travaillent	De lui bien servir se travaillent
Einz n'eüst[_]s	Einz n'eüstes
Troi sont qu[_] traï[_]re me clainment.	Troi sont qui traïtre me clainment.
Qant il di[_] :	Qant il dit :
- Sire, [_]et ele, je sui ci.	- Sire, fet ele, je sui ci.
Si s'umelie come sage[_]	Si s'umelie come sage,
[_]ue il n'a dame a[_]tre que vos :	Que il n'a dame autre que vos :
Et[_]an me dit, se je[_]le truis, Que a[_] lui mout fier me puis.	Et an me dit, se je le truis, Que an lui mout fier me puis.
Totes ces [_]hos[_]s me dessieent !	Totes ces choses me dessieent !
Ensi parlant s'est tant hastee, Trestoz ses palefroiz [_][_]ess[_]e ;	Ensi parlant s'est tant hastee, Trestoz ses palefroiz tressue ;
S'ot bien[_]oïes lor con[_]laintes, Qui n'estoient faus[_]s ne faintes ;	S'ot bien oïes lor conplaintes, Qui n'estoient fauses ne faintes ;
« Oïl », vos respong et « Ne[_]il [_],	« Oïl », vos respong et « Nenil »,
- Certes, qui or te respondr[_]it, Fet l[_]autre, mout seroit m[_]sarde.	- Certes, qui or te respondroit, Fet l'autre, mout seroit musarde.
Qui vial[_], si l'ait !	Qui vialt, si l'ait !
Et sor[_]le pont an piez estoit Cil cui la forteresce esto[_]t, Sor son po[_]ng.i.[_]ostor mué.	Et sor le pont an piez estoit Cil cui la forteresce estoit, Sor son poing.i. ostor mué.
Cist plez ne doit[_]avant veni[_],	Cist plez ne doit avant venir,
E[_] il l[_]en ra une donee Tel que tot le fet anbrunchier Jusque sor le[_]col d[_]l destrier.	Et il l'en ra une donee Tel que tot le fet anbrunchier Jusque sor le col del destrier.
Et [_]i li orent	Et si li orent
Et des[_]ent a la terre dure.	Et descent a la terre dure.
Mes n'i ot chose qui li plei[_]e Qant la dame v[_]oir [_]e puet,	Mes n'i ot chose qui li pleise Qant la dame veoir ne puet,
[_]t plus est dolz a essaier Uns petiz biens,[_]quant il del[_][_]e, C'uns granz, [_]ui tot adés l'essaie.	Et plus est dolz a essaier Uns petiz biens, quant il delaie, C'uns granz, qui tot adés l'essaie.
Ne n'ot mie plus de.x[_]i. anz,	Ne n'ot mie plus de.xvi. anz,
Et si i fu messire [_]vains Et avo[_]c ax Qualogr[_]n[_]nz, Uns chevalier[_] mout avenanz, Qui lor a comancié un c[_]nte, Non de s'annor, mes de sa h[_]nte.	Et si i fu messire Yvains Et avoec ax Qualogrenanz, Uns chevaliers mout avenanz, Qui lor a comancié un conte, Non de s'annor, mes de sa honte.
Et.i. p[_]l a son col tenoit, Grant et quarré, agu devant,[_][_]om il les bousoit mout sovan[_] ;	Et.i. pel a son col tenoit, Grant et quarré, agu devant, Dom il les bousoit mout sovant ;
Et dit :	Et dit :
et se dessire Tr[_]stot qu[_]nque as mains li vient.	et se dessire Trestot quanque as mains li vient.
« Biax sire,[_]coman[_]er Me poez [_]e qui boen vos iert. »	« Biax sire, comander Me poez ce qui boen vos iert. »
Que [_]e[_]qu'ele amoit li ai mort.	Que ce qu'ele amoit li ai mort.
Ceste parole[_]ot entandue Cele qui mout ert [_]sperdue Et tr[_]spansee et es[_]ahie,	Ceste parole ot entandue Cele qui mout ert esperdue Et trespansee et esbahie,
Que chascuns oltrez ne se [_]la[_]nt.	Que chascuns oltrez ne se claint.
Et jurer[_]i, s'il vient a moi, Que je, sanz gu[_]le et sanz feint[_]se[_] Li ferai tot a sa devis[_] Sa pes, se je feire la[_]puis. »	Et jurerai, s'il vient a moi, Que je, sanz guile et sanz feintise, Li ferai tot a sa devise Sa pes, se je feire la puis. »
Et la[_]dame dit :	Et la dame dit :
Que ce[_]tes[_] se il ne s'an fuit, A l'aïde de D[_]u, ce cuit, Li osterons nos[_]de la teste Tot[_] la rage et la tempe[_]te.	Que certes, se il ne s'an fuit, A l'aïde de Deu, ce cuit, Li osterons nos de la teste Tote la rage et la tempeste.
De m'amor soiez m[_]z et hav[_]s, Se vos n'iestes jusqu'a ce[_]jor Ceanz avoec moi au ret[_]r. »	De m'amor soiez maz et haves, Se vos n'iestes jusqu'a ce jor Ceanz avoec moi au retor. »
Le pel a [_].ii. mains levé	Le pel a a.ii. mains levé
e[_] son chief li levent,	et son chief li levent,
Si l'an es[_] mout[_]grant pit[_]ez prise Quant il[_]ot qu'ele s[_] reclainme De par l'o[_]e que il plus [_]inme Et par la re[_]ne des ciax, De par li qui est li moiax Et [_]a dolçors de pieté.	Si l'an est mout grant pitiez prise Quant il ot qu'ele se reclainme De par l'ome que il plus ainme Et par la reïne des ciax, De par li qui est li moiax Et la dolçors de pieté.
Que [_]ertes une [_]hanberiere Ne valent tuit, bien le savez, Li chevalier que v[_]s ave[_] :	Que certes une chanberiere Ne valent tuit, bien le savez, Li chevalier que vos avez :
Ja ceste enors [_]e sera moie,	Ja ceste enors ne sera moie,
Mes com[_]nciez tot de rechief.	Mes comanciez tot de rechief.
- Oïl, voir, [_]ame.	- Oïl, voir, dame.
« Ma dameisele, ou sont Cil qui vos b[_][_][_]ment et ancusent ?	« Ma dameisele, ou sont Cil qui vos blasment et ancusent ?
Et vit d'un chastelet reon[_] Les murs blans et [_]a ba[_]baquane.	Et vit d'un chastelet reont Les murs blans et la barbaquane.
A ses piez s'es[_] lessiez c[_]eoir Messire Yvain[_], trestoz armez.	A ses piez s'est lessiez cheoir Messire Yvains, trestoz armez.
Encor [_]ncui l'ateindroiz vos Se ses[_]escloz savez gar[_]er,	Encor ancui l'ateindroiz vos Se ses escloz savez garder,
Et bien sai que vos le[_]cuidiez[_]	Et bien sai que vos le cuidiez,
Mou[_] out ploré au congié prendre[_]	Mout out ploré au congié prendre.
Mes ce fu seul a se[_]l ;	Mes ce fu seul a seul ;
Qu'il[_]nos menace a mahaigni[_]r Des man[_]res quant nos reposons ;	Qu'il nos menace a mahaignier Des manbres quant nos reposons ;
S[_]est venue a so[_] oste arriere,	S'est venue a son oste arriere,
Et la proces[_]ions passa,	Et la processions passa,
et s[_] li anqu[_]ert Ou ele va et qu'ele quiert.	et si li anquiert Ou ele va et qu'ele quiert.
[_]t l'autre mitié trovee[_]ont Del cheval mort devant le suel [_]	Et l'autre mitié trovee ont Del cheval mort devant le suel ;
Lors sont desarmé li vas[_]l ;	Lors sont desarmé li vasal ;
Et plore forman[_]	Et plore formant
Car mout i vol[_]ient aler Li baron et l[_] bacheler.	Car mout i voloient aler Li baron et li bacheler.
Mes tost revint a la b[_]soi[_]gne,	Mes tost revint a la besoingne,
Onque[_] ne fi[_]t par Dur[_]ndart Rolanz des Turs si grant essart En Roncevax[_]ne an Espaigne.	Onques ne fist par Durandart Rolanz des Turs si grant essart En Roncevax ne an Espaigne.
Lors se deron[_]	Lors se deront
Mon los et [_]on consoil a[_] crut	Mon los et mon consoil an crut
je la vos [_]es.	je la vos les.
Ahi ![_]con bien les anplea !	Ahi ! con bien les anplea !
Et de lor fille li parolen[_],	Et de lor fille li parolent,
Mes je li l[_] qu'il s'an retort Ein[_]ois que a noauz li to[_]t. »	Mes je li lo qu'il s'an retort Einçois que a noauz li tort. »
Mes le celer et le tei[_]ir [_][_]vriez vos asez voloir ;	Mes le celer et le teisir Devriez vos asez voloir ;
et [_]i l'escrie Ausi com u[_]s brachez feïst ;	et si l'escrie Ausi com uns brachez feïst ;
Mes je ne[_]conterai huimés, Se ma dame m'an leisse[_]an p[_]s,	Mes je ne conterai huimés, Se ma dame m'an leisse an pes,
et n[_]velemant Estoit de son mal releve[_], Q[_]i [_]uremant l'avoit grevee, Si que bien paroit a [_]a chiere.	et novelemant Estoit de son mal relevee, Qui duremant l'avoit grevee, Si que bien paroit a sa chiere.
- Oïl, s'il vos[_]vient a pleisi[_] ;	- Oïl, s'il vos vient a pleisir ;
Li lyo[_]s les autres asaut,	Li lyons les autres asaut,
Que sans et [_]arole li faut ;	Que sans et parole li faut ;
Si le me[_] trestot a[_] despanse,	Si le met trestot an despanse,
- V[_]s dites, fet li rois, q[_]e sage	- Vos dites, fet li rois, que sage
Qu[_] les fenestres[_]sont ferrees,	Que les fenestres sont ferrees,
Si[_]se desresne tot ensi Con s'il fu[_]t venu[_] devant li ;	Si se desresne tot ensi Con s'il fust venuz devant li ;
[_]'or m'an estuet aler de ci,	C'or m'an estuet aler de ci,
Et tant sa garison covoite Que de l'oi[_]dre par [_]ot e[_]ploite ;	Et tant sa garison covoite Que de l'oindre par tot esploite ;
« Que que tu dies, Se tu ton [_]yon ne chasti[_]s Et se nel fez a[_] pes ester, Donc n'as tu ci que d[_]m[_]rer.	« Que que tu dies, Se tu ton lyon ne chasties Et se nel fez an pes ester, Donc n'as tu ci que demorer.
Or soiez se[_]rs et cer[_]ains Q[_]e ja, se cro[_]re me volez, N'i seroiz pris ne afolez ;	Or soiez seürs et certains Que ja, se croire me volez, N'i seroiz pris ne afolez ;
- J[_] sui, fet il, uns chevaliers Qui quier ce que[_]trover ne p[_]is ;	- Je sui, fet il, uns chevaliers Qui quier ce que trover ne puis ;
Ce chast[_]l vienent aprismant,	Ce chastel vienent aprismant,
[_]t esclicent,	et esclicent,
A mout grant poinne se retie[_]t Messire Yveins, a [_]ue qu'il to[_]t, Que l[_]s mains tenir ne li cort[_]	A mout grant poinne se retient Messire Yveins, a que qu'il tort, Que les mains tenir ne li cort.
Et s'a talant que il s'ocie [_]e [_]'espee qu'il l[_] est vi[_] Qu'il ait son boen seignor ocis.	Et s'a talant que il s'ocie De l'espee qu'il li est vis Qu'il ait son boen seignor ocis.
que t[_]nt se dialt	que tant se dialt
Et li lyons maintenant [_]ist Le nes au vant qu'il ot[_]sa[_]ti ;	Et li lyons maintenant mist Le nes au vant qu'il ot santi ;
Nenil,	Nenil,
« A b[_]en eür ! »	« A boen eür ! »
Et il [_]es veoit[_]anragier Et forssene[_] et correcier ;	Et il les veoit anragier Et forssener et correcier ;
De la peo[_] que il en ot Se fe[_]i an sa meisonete.	De la peor que il en ot Se feri an sa meisonete.
Ei[_]çois demore	Einçois demore
Si vos ai conté come fos Ce[_]c'on[_][_]es mes conter ne vos.	Si vos ai conté come fos Ce c'onques mes conter ne vos.
Mes la robe mie n'en oste[_]Po[_] ce que, [_]e cil se ravoie, Vialt qu'apareilliee la [_]oie Et qu[_]il la preigne,	Mes la robe mie n'en oste Por ce que, se cil se ravoie, Vialt qu'apareilliee la voie Et qu'il la preigne,
Tuit me son[_] alegié li manbre[_]	Tuit me sont alegié li manbre,
« Et vos, qui[_]?	« Et vos, qui ?
Si me covint d'un chevalier[_]Encontre trois gage a baillier[_]Et par respit de.x[_]x. jo[_]z.	Si me covint d'un chevalier Encontre trois gage a baillier Et par respit de.xxx. jorz.
Et ses enuiz to[_] adés croist,	Et ses enuiz tot adés croist,
Qu[_], des que il l[_] tint as [_]ains Et il furent seul per a per, N'[_] a neant de l'eschaper, Ne del [_]anchir, ne del desfandr[_],	Que, des que il le tint as mains Et il furent seul per a per, N'i a neant de l'eschaper, Ne del ganchir, ne del desfandre,
Assez ai[_]quis,	Assez ai quis,
- Je sui, fet ele, une cheitive, La [_]lus dolante riens q[_]i vive[_] »	- Je sui, fet ele, une cheitive, La plus dolante riens qui vive. »
Lors finera mes trav[_]uz toz.	Lors finera mes travauz toz.
Qu'il ert si pres qu'il n'i ot pas Plu[_] d[_] demi[_] liue.i. pas, [_]es liues qui el païs sont,	Qu'il ert si pres qu'il n'i ot pas Plus de demie liue.i. pas, Des liues qui el païs sont,
Mes onques[_]desfanss[_] n'en tint,	Mes onques desfansse n'en tint,
C'o[_]ques riens n[_] li pot eidier ;	C'onques riens ne li pot eidier ;
A vestir desor sa chemi[_]e Li a baillié [_]n nuef[_]sorcot	A vestir desor sa chemise Li a baillié un nuef sorcot
Et si metroit por lui sa teste Et cil la soe[_]ausi por lu[_], Einz[_]qu'an li feïst grant en[_]i.	Et si metroit por lui sa teste Et cil la soe ausi por lui, Einz qu'an li feïst grant enui.
Je m'an istrai par[_]cele por[_]e Sor mon palefroi,[_]tot le pas.	Je m'an istrai par cele porte Sor mon palefroi, tot le pas.
- Por c[_], fet li rois, [_]oel je rendre A vostre seror sa dr[_]iture,	- Por ce, fet li rois, voel je rendre A vostre seror sa droiture,
L'une respont [_]	L'une respont :
Et[_]vient as autres,	Et vient as autres,
Andr[_]it de moi doing je le pris Au veinqueo[_].	Androit de moi doing je le pris Au veinqueor.
Ne vialt avoir ostel[_]ne oste Se cestui non[_]	Ne vialt avoir ostel ne oste Se cestui non,
Et recheoi[_] pasmee jus.	Et recheoit pasmee jus.
De[_]rien nule plus ne [_]os pri ;	De rien nule plus ne vos pri ;
Et li [_]ois d[_]t que de la pes Ne s'antremetra[_]il ja mes,	Et li rois dit que de la pes Ne s'antremetra il ja mes,
Qu'arrieres ne l'en puet ch[_]cier, [_]or fe[_]i[_] ne por menacier, Mes[_]ire Yvains en nule guise ;	Qu'arrieres ne l'en puet chacier, Por ferir ne por menacier, Messire Yvains en nule guise ;
Que par les [_]ues les est[_]ndent C[_]ntre la joie qu'il atandent ;	Que par les rues les estandent Contre la joie qu'il atandent ;
Et por ce reposer n'osons[_]	Et por ce reposer n'osons.
Si le tranche jusqu'anz[_]en te[_]re	Si le tranche jusqu'anz en terre
Quant le lyon delivré ot, Si cuida qu'il[_]li covenist[_]Conbatre et que s[_]s li [_]enist ;	Quant le lyon delivré ot, Si cuida qu'il li covenist Conbatre et que sus li venist ;
Uns vileins, qui resanbloit Mor, Leiz et hideus a d[_]smesure, Einsi tres leide [_]ria[_]ure Qu'an ne po[_]roi[_] dir[_] de boche,[_]Assis s'estoit sor une çoche, Une gr[_]nt maçue en[_]sa main.	Uns vileins, qui resanbloit Mor, Leiz et hideus a desmesure, Einsi tres leide criature Qu'an ne porroit dire de boche, Assis s'estoit sor une çoche, Une grant maçue en sa main.
